x,f1(x),f2(x)
8.01678e-08,0.483691,0.5
7.94328e-08,0.492684,0.5
7.87046e-08,0.501843,0.5
7.7983e-08,0.511173,0.5
7.72681e-08,0.520677,0.5
7.65597e-08,0.492474,0.5
7.58578e-08,0.50163,0.5
7.51623e-08,0.510956,0.5
7.44732e-08,0.520455,0.5
7.37904e-08,0.489352,0.5
7.31139e-08,0.49845,0.5
7.24436e-08,0.507717,0.5
7.17794e-08,0.517156,0.5
7.11214e-08,0.526771,0.5
7.04693e-08,0.49185,0.5
6.98232e-08,0.500994,0.5
6.91831e-08,0.510309,0.5
6.85488e-08,0.519796,0.5
6.79204e-08,0.481327,0.5
6.72977e-08,0.490276,0.5
6.66807e-08,0.49939,0.5
6.60693e-08,0.508675,0.5
6.54636e-08,0.466319,0.5
6.48634e-08,0.474988,0.5
6.42688e-08,0.483819,0.5
6.36796e-08,0.492814,0.5
6.30957e-08,0.501976,0.5
6.25173e-08,0.511308,0.5
6.19441e-08,0.462946,0.5
6.13762e-08,0.471553,0.5
6.08135e-08,0.540359,0.5
6.0256e-08,0.489249,0.5
5.97035e-08,0.498345,0.5
5.91562e-08,0.50761,0.5
5.86138e-08,0.517047,0.5
5.80764e-08,0.460827,0.5
5.7544e-08,0.469395,0.5
5.70164e-08,0.478121,0.5
5.64937e-08,0.48701,0.5
5.59758e-08,0.496065,0.5
5.54626e-08,0.505287,0.5
5.49541e-08,0.514681,0.5
5.44503e-08,0.449357,0.5
5.39511e-08,0.457711,0.5
5.34564e-08,0.466221,0.5
5.29663e-08,0.474888,0.5
5.24807e-08,0.483717,0.5
5.19996e-08,0.49271,0.5
5.15229e-08,0.50187,0.5
5.10505e-08,0.511201,0.5
5.05825e-08,0.520705,0.5
5.01187e-08,0.530385,0.5
4.96592e-08,0.450205,0.5
4.9204e-08,0.458575,0.5
4.87528e-08,0.4671,0.5
4.83059e-08,0.475784,0.5
4.7863e-08,0.48463,0.5
4.74242e-08,0.49364,0.5
4.69894e-08,0.502817,0.5
4.65586e-08,0.512165,0.5
4.61318e-08,0.521687,0.5
4.57088e-08,0.531386,0.5
4.52898e-08,0.541265,0.5
4.48745e-08,0.551328,0.5
4.44631e-08,0.561578,0.5
4.40555e-08,0.457615,0.5
4.36516e-08,0.466123,0.5
4.32514e-08,0.474789,0.5
4.28549e-08,0.483616,0.5
4.2462e-08,0.492607,0.5
4.20727e-08,0.501765,0.5
4.16869e-08,0.511093,0.5
4.13048e-08,0.520595,0.5
4.09261e-08,0.530274,0.5
4.05509e-08,0.540132,0.5
4.01791e-08,0.550174,0.5
3.98107e-08,0.420302,0.5
3.94457e-08,0.428116,0.5
3.90841e-08,0.436075,0.5
3.87258e-08,0.592243,0.5
3.83707e-08,0.452441,0.5
3.80189e-08,0.460852,0.5
3.76704e-08,0.46942,0.5
3.7325e-08,0.478147,0.5
3.69828e-08,0.487036,0.5
3.66438e-08,0.496091,0.5
3.63078e-08,0.505314,0.5
3.59749e-08,0.514709,0.5
3.56451e-08,0.524278,0.5
3.53183e-08,0.534025,0.5
3.49945e-08,0.543953,0.5
3.46737e-08,0.554066,0.5
3.43558e-08,0.564367,0.5
3.40408e-08,0.574859,0.5
3.37287e-08,0.585547,0.5
3.34195e-08,0.397622,0.5
3.31131e-08,0.607521,0.5
3.28095e-08,0.412544,0.5
3.25087e-08,0.420214,0.5
3.22107e-08,0.642039,0.5
3.19154e-08,0.435984,0.5
3.16228e-08,0.444089,0.5
3.13329e-08,0.452345,0.5
3.10456e-08,0.460755,0.5
3.0761e-08,0.469321,0.5
3.04789e-08,0.478047,0.5
3.01995e-08,0.486934,0.5
2.99226e-08,0.495987,0.5
2.96483e-08,0.505208,0.5
2.93765e-08,0.514601,0.5
2.91072e-08,0.524168,0.5
2.88403e-08,0.533913,0.5
2.85759e-08,0.543839,0.5
2.83139e-08,0.55395,0.5
2.80543e-08,0.564248,0.5
2.77971e-08,0.574738,0.5
2.75423e-08,0.585424,0.5
2.72898e-08,0.596307,0.5
2.70396e-08,0.607394,0.5
2.67917e-08,0.618686,0.5
2.65461e-08,0.630188,0.5
2.63027e-08,0.320952,0.5
2.60615e-08,0.653838,0.5
2.58226e-08,0.332997,0.5
2.55859e-08,0.339188,0.5
2.53513e-08,0.690988,0.5
2.51189e-08,0.351917,0.5
2.48886e-08,0.35846,0.5
2.46604e-08,0.365124,0.5
2.44343e-08,0.371912,0.5
2.42103e-08,0.378826,0.5
2.39883e-08,0.385869,0.5
2.37684e-08,0.393043,0.5
2.35505e-08,0.40035,0.5
2.33346e-08,0.407793,0.5
2.31206e-08,0.415375,0.5
2.29087e-08,0.423097,0.5
2.26986e-08,0.430963,0.5
2.24905e-08,0.438975,0.5
2.22844e-08,0.447137,0.5
2.208e-08,0.455449,0.5
2.18776e-08,0.463917,0.5
2.1677e-08,0.472542,0.5
2.14783e-08,0.481327,0.5
2.12814e-08,0.490276,0.5
2.10863e-08,0.49939,0.5
2.0893e-08,0.508675,0.5
2.07014e-08,0.518132,0.5
2.05116e-08,0.527765,0.5
2.03236e-08,0.537576,0.5
2.01372e-08,0.547571,0.5
1.99526e-08,0.557751,0.5
1.97697e-08,0.56812,0.5
1.95884e-08,0.578682,0.5
1.94089e-08,0.589441,0.5
1.92309e-08,0.600399,0.5
1.90546e-08,0.611562,0.5
1.88799e-08,0.622931,0.5
1.87068e-08,0.634513,0.5
1.85353e-08,0.646309,0.5
1.83654e-08,0.658325,0.5
1.8197e-08,0.670564,0.5
1.80302e-08,0.683031,0.5
1.78649e-08,0.695729,0.5
1.77011e-08,0.708664,0.5
1.75388e-08,0.721839,0.5
1.7378e-08,0.735259,0.5
1.72187e-08,0.748928,0.5
1.70608e-08,0.762852,0.5
1.69044e-08,0,0.5
1.67494e-08,0.791481,0.5
1.65959e-08,0.806195,0.5
1.64437e-08,0.821184,0.5
1.6293e-08,0.83645,0.5
1.61436e-08,0,0.5
1.59956e-08,0,0.5
1.58489e-08,0,0.5
1.57036e-08,0,0.5
1.55597e-08,0,0.5
1.5417e-08,0,0.5
1.52757e-08,0,0.5
1.51356e-08,0.96926,0.5
1.49968e-08,0.98728,0.5
1.48594e-08,1.00563,0.5
1.47231e-08,0,0.5
1.45881e-08,1.04337,0.5
1.44544e-08,1.06277,0.5
1.43219e-08,0,0.5
1.41906e-08,0,0.5
1.40605e-08,1.12316,0.5
1.39316e-08,1.14404,0.5
1.38038e-08,1.16531,0.5
1.36773e-08,0,0.5
1.35519e-08,0,0.5
1.34276e-08,0,0.5
1.33045e-08,0,0.5
1.31826e-08,1.27773,0.5
1.30617e-08,0,0.5
1.2942e-08,1.32568,0.5
1.28233e-08,0,0.5
1.27057e-08,0,0.5
1.25893e-08,0,0.5
1.24738e-08,0,0.5
1.23595e-08,1.45358,0.5
1.22462e-08,1.48061,0.5
1.21339e-08,0,0.5
1.20226e-08,0,0.5
1.19124e-08,0,0.5
1.18032e-08,0,0.5
1.1695e-08,0,0.5
1.15878e-08,0,0.5
1.14815e-08,0,0.5
1.13763e-08,0,0.5
1.1272e-08,0,0.5
1.11686e-08,0,0.5
1.10662e-08,0,0.5
1.09648e-08,0,0.5
1.08643e-08,0,0.5
1.07647e-08,0,0.5
1.0666e-08,0,0.5
1.05682e-08,0,0.5
1.04713e-08,0,0.5
1.03753e-08,0,0.5
1.02802e-08,0,0.5
1.01859e-08,0,0.5
1.00925e-08,0,0.5
