x,gauss,jacobi0,jacobi1,jacobi2,jacobi3,jacobi4,jacobi5,jacobi6,jacobi7
,1,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,1
,1,0.523438,0.03125,0.03125,0.03125,0.03125,0.523438,1
,1,0.53125,0.292969,0.046875,0.046875,0.292969,0.53125,1
,1,0.662109,0.304688,0.185547,0.185547,0.304688,0.662109,1
,1,0.667969,0.439453,0.260742,0.260742,0.439453,0.667969,1
,1,0.735352,0.47998,0.365723,0.365723,0.47998,0.735352,1
,1,0.755615,0.566162,0.438477,0.438477,0.566162,0.755615,1
,1,0.798706,0.612671,0.517944,0.517944,0.612671,0.798706,1
,1,0.82196,0.67395,0.580933,0.580933,0.67395,0.82196,1
,1,0.8526,0.717072,0.643066,0.643066,0.717072,0.8526,1
,1,0.874161,0.763458,0.695694,0.695694,0.763458,0.874161,1
,1,0.897354,0.800552,0.745201,0.745201,0.800552,0.897354,1
,1,0.915901,0.836903,0.788502,0.788502,0.836903,0.915901,1
,1,0.934076,0.867826,0.828327,0.828327,0.867826,0.934076,1
,1,0.949538,0.896827,0.863702,0.863702,0.896827,0.949538,1
,1,0.964038,0.922245,0.895889,0.895889,0.922245,0.964038,1
,1,0.976748,0.945589,0.924692,0.924692,0.945589,0.976748,1
,1,0.988419,0.966345,0.950765,0.950765,0.966345,0.988419,1
,1,0.998797,0.985217,0.97418,0.97418,0.985217,0.998797,1
,1,1.00823,1.00211,0.995324,0.995324,1.00211,1.00823,1
,1,1.01668,1.0174,1.01434,1.01434,1.0174,1.01668,1
,1,1.02433,1.03114,1.0315,1.0315,1.03114,1.02433,1
,1,1.03119,1.04354,1.04694,1.04694,1.04354,1.03119,1
,1,1.03739,1.05469,1.06087,1.06087,1.05469,1.03739,1
,1,1.04297,1.06475,1.0734,1.0734,1.06475,1.04297,1
,1,1.048,1.07381,1.0847,1.0847,1.07381,1.048,1
,1,1.05253,1.08198,1.09488,1.09488,1.08198,1.05253,1
,1,1.05661,1.08933,1.10406,1.10406,1.08933,1.05661,1
,1,1.06029,1.09596,1.11232,1.11232,1.09596,1.06029,1
,1,1.06361,1.10193,1.11976,1.11976,1.10193,1.06361,1
0,10.125,1.093750.25,1.156250.375,1.18750.5,1.18750.625,1.156250.75,1.093750.875,1
