,theta=0.2,theta=0.4,theta=0.8
0,0.00036337794845281554,0.002517589553507097,0.014621733390978818
1,0.0003787894841819658,0.0027797154273889783,0.013851776306389547
2,0.00033928310608059495,0.0023869327376389573,0.01143488384646468
3,0.00036891067388314933,0.002300164143524849,0.009949460513918245
