x,rho,p,u
0.005,2.48279e+56,3.14366e+56,35.653
0.015,-2.24337e+56,-2.84527e+56,35.176
0.025,-7.45981e+56,-9.44309e+56,35.6549
0.035,4.48325e+56,5.6835e+56,35.1787
0.045,1.24759e+57,1.57842e+57,35.6588
0.055,-6.74048e+56,-8.53767e+56,35.1849
0.065,-1.75638e+57,-2.22018e+57,35.6647
0.075,9.05455e+56,1.14537e+57,35.1953
0.085,2.27412e+57,2.87116e+57,35.6721
0.095,-1.14492e+57,-1.44593e+57,35.2081
0.105,-2.79764e+57,-3.52703e+57,35.6797
0.115,1.39017e+57,1.75269e+57,35.2206
0.125,3.31613e+57,4.17464e+57,35.6859
0.135,-1.634e+57,-2.05709e+57,35.2306
0.145,-3.81137e+57,-4.79221e+57,35.6893
0.155,1.866e+57,2.34669e+57,35.2366
0.165,4.25967e+57,5.35153e+57,35.6885
0.175,-2.07321e+57,-2.60626e+57,35.2367
0.185,-4.63617e+57,-5.82173e+57,35.683
0.195,2.2407e+57,2.8176e+57,35.2287
0.205,4.92379e+57,6.17904e+57,35.6734
0.215,-2.35988e+57,-2.96814e+57,35.2141
0.225,-5.11252e+57,-6.40876e+57,35.6603
0.235,2.42714e+57,3.05095e+57,35.1946
0.245,5.19687e+57,6.50225e+57,35.646
0.255,-2.43106e+57,-3.04997e+57,35.1743
0.265,-5.18901e+57,-6.47827e+57,35.6298
0.275,2.36955e+57,2.96399e+57,35.1595
0.285,5.07585e+57,6.33466e+57,35.6014
0.295,-2.17029e+57,-2.70383e+57,35.0987
0.305,-4.88168e+57,-6.08642e+57,35.5795
0.315,1.71495e+57,2.1213e+57,35.0077
0.325,4.67361e+57,5.82777e+57,35.5515
0.335,-1.04279e+57,-1.24267e+57,34.7371
0.345,-4.36239e+57,-5.44541e+57,35.5217
0.355,3.34215e+56,-2.17653e+54,32.7722
0.365,3.87089e+57,4.84925e+57,35.4782
0.375,2.91712e+56,-1.44755e+56,38.2581
0.385,-3.28865e+57,-4.13784e+57,35.4416
0.395,-8.2706e+56,-9.57815e+56,36.0438
0.405,2.65502e+57,3.33964e+57,35.4549
0.415,1.24505e+57,1.52825e+57,35.7518
0.425,-1.96969e+57,-2.47949e+57,35.4043
0.435,-1.46704e+57,-1.81431e+57,35.6883
0.445,1.3142e+57,1.65369e+57,35.3903
0.455,1.48666e+57,1.84881e+57,35.6281
0.465,-7.51454e+56,-9.43919e+56,35.3408
0.475,-1.36371e+57,-1.69972e+57,35.5888
0.485,3.07038e+56,3.70126e+56,34.8804
0.495,1.14618e+57,1.43167e+57,35.5428
0.505,6.79399e+54,-8.71391e+56,60.8293
0.515,-8.91596e+56,-1.11324e+57,35.5235
0.525,-2.0354e+56,-2.29048e+56,36.1804
0.535,6.3539e+56,7.93355e+56,35.4983
0.545,3.16717e+56,3.84022e+56,35.8407
0.555,-3.79428e+56,-4.73515e+56,35.5083
0.565,-3.53545e+56,-4.32688e+56,35.7888
0.575,1.75668e+56,2.19566e+56,35.3544
0.585,3.16466e+56,3.93503e+56,35.6938
0.595,-4.28181e+55,-3.79434e+55,34.1135
0.605,-2.45617e+56,-3.07866e+56,35.6646
0.615,-4.10989e+55,-4.2221e+55,36.5846
0.625,1.64611e+56,2.08047e+56,35.6366
0.635,7.64629e+55,9.3532e+55,35.9983
0.645,-9.02091e+55,-1.15005e+56,35.6071
0.655,-8.13331e+55,-1.01464e+56,35.9181
0.665,3.54465e+55,4.53719e+55,35.3634
0.675,6.76355e+55,8.63439e+55,35.7966
0.685,-2.46403e+54,2.11056e+55,28.5292
0.695,-4.64713e+55,-6.01959e+55,35.7161
0.705,-1.39128e+55,-1.5714e+55,36.5292
0.715,2.62085e+55,3.43368e+55,35.6211
0.725,1.7913e+55,2.28492e+55,36.0851
0.735,-1.10762e+55,-1.45255e+55,35.4306
0.745,-1.52456e+55,-2.00109e+55,35.9479
0.755,1.93901e+54,1.78613e+54,34.2641
0.765,1.02287e+55,1.36466e+55,35.8705
0.775,2.29505e+54,2.71364e+54,36.6477
0.785,-5.46981e+54,-7.38695e+54,35.7917
0.795,-3.33372e+54,-4.42562e+54,36.1707
0.805,2.08502e+54,2.82943e+54,35.603
0.815,2.74096e+54,3.73577e+54,36.038
0.825,-2.39168e+53,-1.21499e+53,33.7303
0.835,-1.70035e+54,-2.36365e+54,35.9356
0.845,-4.71304e+53,-6.09153e+53,36.592
0.855,8.20692e+53,1.15715e+54,35.8192
0.865,5.72567e+53,8.02076e+53,36.1862
0.875,-2.51012e+53,-3.50135e+53,35.5096
0.885,-4.21379e+53,-6.02247e+53,36.0693
0.895,-2.22624e+52,1.41993e+52,39.1746
0.905,2.26991e+53,3.27921e+53,36.0409
0.915,9.8349e+52,1.41104e+53,36.2853
0.925,-7.97048e+52,-1.16054e+53,35.9186
0.935,-8.27319e+52,-1.20579e+53,36.1976
0.945,4.87045e+51,5.39367e+50,33.4271
0.955,4.4599e+52,6.56228e+52,36.1938
0.965,1.49848e+52,2.14118e+52,36.5591
0.975,-1.63515e+52,-2.43396e+52,36.1517
0.985,-7.29522e+51,-1.05488e+52,36.4935
0.995,0.125,0.1,0
1.5,0.125,0.1,0
