x,rho,p,u
0.005,4.18956e+15,1.05109e+15,20.0033
0.015,5.87476e+16,5.92694e+16,22.2058
0.025,-9.43028e+15,2.7708e+15,19.3897
0.035,-1.04107e+17,-1.05615e+17,22.1832
0.045,5.91884e+15,-4.36569e+16,15.4418
0.055,1.27069e+17,1.29286e+17,22.1823
0.065,1.05481e+16,-2.1888e+16,25.8688
0.075,-1.29905e+17,-1.32487e+17,22.2362
0.085,-2.61227e+16,-1.89307e+16,23.2295
0.095,1.14602e+17,1.18898e+17,22.2287
0.105,3.48521e+16,3.30503e+16,22.8364
0.115,-7.81972e+16,-8.37389e+16,22.1627
0.125,-3.10452e+16,-3.10154e+16,22.7243
0.135,3.6373e+16,5.26603e+16,22.4826
0.145,4.43487e+14,-6.72528e+17,-62.1037
0.155,-1.35753e+16,-3.51665e+16,24.9779
0.165,4.55283e+16,9.72287e+16,25.7001
0.175,1.95597e+16,3.15932e+16,26.8557
0.185,-8.62157e+16,-1.89663e+17,25.4909
0.195,-4.54791e+16,-8.64495e+16,26.3818
0.205,9.97991e+16,2.24686e+17,25.2569
0.215,7.54706e+16,1.55691e+17,26.0472
0.225,-8.03956e+16,-1.83742e+17,25.2228
0.235,-9.0021e+16,-1.97664e+17,25.7548
0.245,3.74758e+16,8.97039e+16,24.8835
0.255,7.55745e+16,1.70781e+17,25.6431
0.265,1.25223e+15,-2.074e+17,53.6393
0.275,-4.63739e+16,-1.09722e+17,25.4797
0.285,-1.56665e+16,-2.48633e+16,26.8469
0.295,2.17767e+16,5.49287e+16,25.2105
0.305,1.60605e+16,3.59824e+16,26.0893
0.315,-6.23947e+15,-1.59396e+16,25.1067
0.325,-1.07068e+16,-2.71234e+16,25.6183
0.335,-7.43784e+14,2.60738e+14,29.0113
0.345,4.41134e+15,1.16582e+16,25.4597
0.355,1.87381e+15,4.71689e+15,26.1104
0.365,-9.19189e+14,-2.59952e+15,24.9947
0.375,-9.49773e+14,-2.61801e+15,25.8204
0.385,-5.39591e+13,1.5203e+14,30.1763
0.395,2.48021e+14,7.53429e+14,25.619
0.405,1.01968e+14,2.96935e+14,26.1572
0.415,-1.95342e+13,-6.95256e+13,25.4213
0.425,-2.76474e+13,-9.46479e+13,25.8808
0.435,-5.93499e+12,-1.65352e+13,26.4455
0.445,1.97807e+12,5.82885e+12,26.0457
0.455,1.26535e+12,4.70804e+12,25.9664
0.465,2.31455e+11,3.4769e+12,22.2188
0.475,-2.71074e+10,-8.18233e+08,7.00646
0.485,-4.84978e+10,-8.84694e+08,7.12932
0.495,3.8574e+10,9.63256e+08,7.06066
0.505,5.58875e+10,9.66677e+08,7.14114
0.515,-4.43177e+10,-1.04086e+09,7.07523
0.525,-6.39327e+10,-1.13015e+09,7.1481
0.535,4.12845e+10,1.09166e+09,7.04621
0.545,7.05485e+10,1.38414e+09,7.14904
0.555,-3.50271e+10,-1.02062e+09,7.00211
0.565,-8.05005e+10,-1.81842e+09,7.14298
0.575,1.83172e+10,4.49649e+08,6.8678
0.585,9.15602e+10,2.23718e+09,7.14228
0.595,1.08345e+10,-5.81363e+08,7.66418
0.605,-8.98063e+10,-2.28226e+09,7.15324
0.615,-4.43015e+10,-6.88725e+08,7.30855
0.625,7.33869e+10,1.95546e+09,7.1619
0.635,7.28404e+10,1.64768e+09,7.2702
0.645,-3.31295e+10,-8.71511e+08,7.07768
0.655,-8.81823e+10,-2.28598e+09,7.27558
0.665,-1.75022e+10,1.92516e+08,7.63934
0.675,7.82927e+10,2.21516e+09,7.2894
0.685,6.07878e+10,1.41724e+09,7.42278
0.695,-4.40955e+10,-1.37173e+09,7.26357
0.705,-8.58204e+10,-2.45781e+09,7.40946
0.715,-1.47931e+09,4.49896e+09,11.2092
0.725,7.35621e+10,2.35906e+09,7.41135
0.735,4.335e+10,1.12169e+09,7.55678
0.745,-3.37963e+10,-1.17951e+09,7.37706
0.755,-5.72534e+10,-1.9077e+09,7.52701
0.765,-8.81578e+09,2.30444e+08,7.98235
0.775,4.2473e+10,1.57774e+09,7.51719
0.785,3.2414e+10,1.06435e+09,7.65732
0.795,-1.09747e+10,-2.82615e+08,7.33963
0.805,-2.9866e+10,-1.17931e+09,7.68425
0.815,-1.15984e+10,-3.23879e+08,7.86725
0.825,8.97272e+09,5.61202e+07,7.59742
0.835,9.87645e+09,4.97813e+08,7.82098
0.845,1.03988e+10,5.61856e+08,8.23382
0.855,2.8394e+09,-1.76207e+08,8.82939
0.865,-1.2357e+10,-6.90901e+08,8.22954
0.875,-8.71625e+09,-4.60059e+08,8.40733
0.885,3.52247e+09,2.53447e+08,8.27693
0.895,2.19225e+09,-2.54564e+08,7.83309
0.905,-2.2261e+09,-4.53092e+08,9.37633
0.915,6.45267e+09,1.01412e+09,8.90319
0.925,1.02509e+10,1.37041e+09,9.0379
0.935,-4.73315e+09,-6.42484e+08,8.48649
0.945,-1.31864e+10,-1.68286e+09,8.95142
0.955,-3.66071e+09,-1.6473e+08,9.54957
0.965,7.86798e+09,1.23643e+09,8.88738
0.975,6.12553e+09,8.69504e+08,9.03622
0.985,-2.10864e+09,-4.29495e+08,8.85131
0.995,0.125,0.1,0
1.5,0.125,0.1,0
