x,rho,p,u
0.005,1.71469e+82,1.91259e+82,39.0511
0.015,-3.33312e+82,-3.74601e+82,38.8469
0.025,-5.11934e+82,-5.7087e+82,39.0509
0.035,6.62539e+82,7.44471e+82,38.8469
0.045,8.45499e+82,9.42598e+82,39.0507
0.055,-9.83244e+82,-1.10455e+83,38.8467
0.065,-1.16708e+83,-1.30068e+83,39.0502
0.075,1.29045e+83,1.44916e+83,38.8461
0.085,1.47106e+83,1.63877e+83,39.0494
0.095,-1.5785e+83,-1.77184e+83,38.8451
0.105,-1.75127e+83,-1.94992e+83,39.048
0.115,1.84115e+83,2.06548e+83,38.8435
0.125,2.00116e+83,2.22674e+83,39.0458
0.135,-2.0718e+83,-2.32268e+83,38.8409
0.145,-2.21408e+83,-2.46183e+83,39.0425
0.155,2.26387e+83,2.53602e+83,38.8372
0.165,2.3838e+83,2.64819e+83,39.0381
0.175,-2.41134e+83,-2.69874e+83,38.832
0.185,-2.50503e+83,-2.77985e+83,39.0322
0.195,2.50935e+83,2.8053e+83,38.8253
0.205,2.57397e+83,2.8525e+83,39.0247
0.215,-2.55432e+83,-2.8516e+83,38.8166
0.225,-2.59022e+83,-2.86543e+83,39.0155
0.235,2.54617e+83,2.83721e+83,38.8061
0.245,2.55693e+83,2.82221e+83,39.0042
0.255,-2.48859e+83,-2.7662e+83,38.7935
0.265,-2.48099e+83,-2.73086e+83,38.99
0.275,2.38609e+83,2.64447e+83,38.776
0.285,2.37897e+83,2.60774e+83,38.9776
0.295,-2.25031e+83,-2.48394e+83,38.7582
0.305,-2.2583e+83,-2.46404e+83,38.962
0.315,2.04404e+83,2.24722e+83,38.7148
0.325,2.16727e+83,2.34969e+83,38.9551
0.335,-1.69169e+83,-1.85115e+83,38.7267
0.345,-2.12697e+83,-2.28622e+83,38.966
0.355,1.39172e+83,1.51429e+83,38.7765
0.365,2.0534e+83,2.20126e+83,38.946
0.375,-1.09013e+83,-1.18487e+83,38.5649
0.385,-1.92941e+83,-2.07517e+83,38.8962
0.395,7.36775e+82,7.73982e+82,38.2218
0.405,1.78629e+83,1.9244e+83,38.8717
0.415,-4.95542e+82,-5.12188e+82,38.1361
0.425,-1.61838e+83,-1.74822e+83,38.8446
0.435,2.86897e+82,2.83804e+82,37.947
0.445,1.43429e+83,1.55509e+83,38.8033
0.455,-9.61626e+81,1.4669e+81,36.1383
0.465,-1.24903e+83,-1.35657e+83,38.7712
0.475,-5.95076e+81,1.58472e+82,42.9551
0.485,1.06195e+83,1.15503e+83,38.7426
0.495,1.75008e+82,1.40774e+82,39.8212
0.505,-8.76715e+82,-9.54742e+82,38.7377
0.515,-2.61487e+82,-2.68807e+82,39.1931
0.525,6.9174e+82,7.53735e+82,38.7419
0.535,3.32075e+82,3.5357e+82,38.9994
0.545,-5.02169e+82,-5.48435e+82,38.6871
0.555,-3.65247e+82,-3.90019e+82,38.9627
0.565,3.39644e+82,3.71892e+82,38.5721
0.575,3.46148e+82,3.70368e+82,38.9214
0.585,-2.17234e+82,-2.3727e+82,38.413
0.595,-3.12378e+82,-3.35866e+82,38.867
0.605,1.10595e+82,1.16745e+82,38.1343
0.615,2.73857e+82,2.95777e+82,38.81
0.625,-1.70737e+81,3.19053e+80,36.0994
0.635,-2.25361e+82,-2.42828e+82,38.8114
0.645,-4.70166e+81,-4.62176e+81,39.3665
0.655,1.6702e+82,1.799e+82,38.7943
0.665,7.96356e+81,8.37088e+81,39.0498
0.675,-1.07859e+82,-1.16545e+82,38.6737
0.685,-8.98559e+81,-9.45312e+81,39.0289
0.695,5.81343e+81,6.23943e+81,38.4928
0.705,8.50176e+81,9.01954e+81,38.9622
0.715,-2.03715e+81,-2.07636e+81,38.1625
0.725,-7.06575e+81,-7.54718e+81,38.903
0.735,-5.2212e+80,2.49936e+79,41.1059
0.745,5.21203e+81,5.58978e+81,38.8569
0.755,1.94908e+81,1.96404e+81,39.3448
0.765,-3.37406e+81,-3.62774e+81,38.7998
0.775,-2.46212e+81,-2.602e+81,39.1095
0.785,1.77911e+81,1.90999e+81,38.7447
0.795,2.37999e+81,2.53728e+81,39.0501
0.805,-5.77116e+80,-6.01514e+80,38.4496
0.815,-1.93479e+81,-2.07108e+81,39.0323
0.825,-2.08286e+80,-1.57023e+80,40.1477
0.835,1.34048e+81,1.44127e+81,39.0158
0.845,5.9012e+80,6.17832e+80,39.3162
0.855,-7.97634e+80,-8.63507e+80,38.9152
0.865,-6.80747e+80,-7.26062e+80,39.2373
0.875,3.60167e+80,3.87544e+80,38.6837
0.885,6.13923e+80,6.6442e+80,39.1603
0.895,-5.26063e+79,-1.50279e+79,36.9948
0.905,-4.60891e+80,-5.02658e+80,39.1194
0.915,-1.15651e+80,-1.20019e+80,39.7803
0.925,2.9458e+80,3.25658e+80,39.0946
0.935,1.72009e+80,2.00061e+80,39.4307
0.945,-1.58323e+80,-1.84885e+80,39.1261
0.955,-1.48658e+80,-1.83549e+80,39.3704
0.965,7.07227e+79,9.18857e+79,39.1383
0.975,8.24908e+79,1.06456e+80,39.3497
0.985,-2.02843e+79,-2.81274e+79,38.9
0.995,0.125,0.1,0
1.5,0.125,0.1,0
