x,rho,p,u
0.005,1,1,0
0.015,1,1,0
0.025,1,1,0
0.035,1,1,0
0.045,1,1,0
0.055,1,1,0
0.065,1,1,0
0.075,1,1,0
0.085,1,1,0
0.095,1,1,0
0.105,1,1,0
0.115,1,1,0
0.125,1,1,0
0.135,1,1,0
0.145,1,1,0
0.155,1,1,0
0.165,1,1,0
0.175,1,1,2.15436e-16
0.185,1,1,-3.98151e-15
0.195,1,1,6.81275e-14
0.205,1,1,-1.02887e-12
0.215,1,1,1.36422e-11
0.225,1,1,-1.59856e-10
0.235,1,1,1.66213e-09
0.245,1,1,-1.53811e-08
0.255,1,1,1.26941e-07
0.265,0.999999,0.999999,-9.35558e-07
0.275,1.00001,1.00001,6.16051e-06
0.285,0.999969,0.999957,-3.62389e-05
0.295,1.00016,1.00023,0.000190155
0.305,0.999249,0.998948,-0.000890081
0.315,1.00312,1.00436,0.00366761
0.325,0.988625,0.984029,-0.0136687
0.335,1.03586,1.04931,0.0400649
0.345,0.905156,0.86481,-0.125837
0.355,1.19697,1.25205,0.17325
0.365,0.707807,0.566416,-0.49125
0.375,1.24847,1.30864,0.199988
0.385,0.983873,0.978036,-0.0235291
0.395,77.6536,17.6395,5.56792
0.405,-369.858,-68.5806,5.50726
0.415,666.912,139.819,5.30242
0.425,-144.333,39.6127,3.76669
0.435,-2476.11,-413.753,5.48172
0.445,4845.25,812.595,5.3296
0.455,1701.14,54.0942,6.09968
0.465,-15676.4,-2443.59,5.43131
0.475,8137.15,1116.07,4.92158
0.485,31224.3,4658.95,5.5197
0.495,-32141.4,-5175.69,5.33605
0.505,-51491,-7370.31,5.60151
0.515,63407.6,9554.68,5.51458
0.525,75285.8,10913.1,5.63379
0.535,-88484.2,-13348.2,5.55704
0.545,-92658.1,-13926.8,5.64082
0.555,96739,15639.8,5.51956
0.565,106683,16346.4,5.68851
0.575,-60368.5,-10156.6,5.29382
0.585,-112387,-18682.3,5.69598
0.595,10072.9,-4285.4,3.70896
0.605,92669.5,17368,5.66381
0.615,20035,1502.13,6.33865
0.625,-55233.3,-11464,5.67634
0.635,-34523.3,-6489.27,6.01811
0.645,17401,3969.52,5.56916
0.655,26346.9,6529.24,5.92005
0.665,4815.51,638.355,6.70998
0.675,-10765.6,-3233.45,5.85409
0.685,-7995.53,-2665.17,6.19359
0.695,522.651,-562.69,3.41289
0.705,3614.18,1563.02,6.17542
0.715,1711.16,821.759,6.57556
0.725,-279.345,-57.2513,5.27578
0.735,-633.194,-425.629,6.34425
0.745,-378.495,-313.325,6.94359
0.755,-68.0984,-44.064,8.2645
0.765,43.9397,56.4962,5.87296
0.775,47.8483,95.7138,6.87046
0.785,23.5192,60.3614,7.30257
0.795,5.89763,20.3795,7.21532
0.805,0.716266,3.59855,5.35665
0.815,0.129538,0.111015,0.0734532
0.825,0.125,0.1,7.64037e-07
0.835,0.125,0.1,3.20352e-11
0.845,0.125,0.1,5.85398e-15
0.855,0.125,0.1,0
0.865,0.125,0.1,0
0.875,0.125,0.1,0
0.885,0.125,0.1,0
0.895,0.125,0.1,0
0.905,0.125,0.1,0
0.915,0.125,0.1,0
0.925,0.125,0.1,0
0.935,0.125,0.1,0
0.945,0.125,0.1,0
0.955,0.125,0.1,0
0.965,0.125,0.1,0
0.975,0.125,0.1,0
0.985,0.125,0.1,0
0.995,0.125,0.1,0
1.5,0.125,0.1,0
