x,rho,p,u
0.005,1.6264e+31,-2.08855e+92,1.18814e+31
0.015,4.16967e+31,-4.23783e+92,1.88862e+31
0.025,1.1386e+32,-5.30516e+92,2.12185e+31
0.035,2.55233e+33,-1.2891e+94,2.32225e+31
0.045,2.68042e+33,-6.05893e+96,2.67729e+31
0.055,-2.58539e+33,-1.58156e+95,2.48578e+31
0.065,-2.26854e+33,6.10032e+96,2.31391e+31
0.075,4.20586e+32,-1.75476e+95,5.39872e+31
0.085,8.50254e+32,-8.55659e+95,6.92699e+31
0.095,-5.01311e+32,-1.05432e+96,8.45825e+30
0.105,-1.03211e+33,5.18137e+95,3.94009e+31
0.115,6.7001e+33,-2.94457e+97,3.99782e+32
0.125,1.324e+34,-3.01523e+98,3.9771e+32
0.135,-2.03438e+34,-3.19397e+97,3.9397e+32
0.145,-6.83605e+33,2.94541e+98,4.05973e+32
0.155,2.81558e+34,-3.93262e+98,3.88946e+32
0.165,-9.00288e+33,-1.96109e+100,-1.31241e+33
0.175,-4.60396e+32,1.81712e+99,-1.99431e+33
0.185,-2.30125e+33,-2.083e+98,4.10149e+32
0.195,-1.12343e+34,8.96773e+98,6.16546e+32
0.205,4.22091e+34,-4.9378e+99,7.2603e+33
0.215,4.86466e+35,-3.02849e+102,7.24821e+33
0.225,-5.38014e+34,-1.29121e+101,6.88012e+33
0.235,-6.68353e+35,2.72275e+102,7.20408e+33
0.245,1.35698e+35,-5.38326e+101,6.72392e+33
0.255,3.89493e+35,-9.46638e+102,6.83525e+33
0.265,-1.62462e+35,-7.02373e+101,6.17367e+33
0.275,-2.4604e+35,9.45141e+102,1.34664e+33
0.285,7.10028e+35,-1.07538e+105,9.06509e+34
0.295,-4.14845e+35,-4.4389e+104,7.4361e+34
0.305,-4.98659e+35,7.36191e+104,9.65629e+34
0.315,1.42922e+35,2.62717e+104,5.04781e+34
0.325,-1.93259e+33,9.16882e+105,4.84478e+36
0.335,2.29476e+36,-3.40242e+104,8.80808e+34
0.345,3.96905e+36,-3.27784e+105,8.62121e+34
0.355,-2.49413e+36,-1.64864e+104,8.60311e+34
0.365,-4.3601e+36,3.2005e+105,6.80789e+34
0.375,4.47243e+36,-2.14331e+106,1.10344e+36
0.385,4.66574e+36,-1.58309e+109,2.17788e+36
0.395,-2.00501e+37,-2.70352e+109,1.39855e+36
0.405,2.63844e+37,1.93373e+109,1.14843e+36
0.415,2.51338e+37,-3.12891e+108,1.74384e+36
0.425,1.8583e+37,-1.08322e+110,2.36033e+36
0.435,-4.00991e+37,-4.39554e+108,1.42893e+36
0.445,-2.75807e+37,9.19576e+109,1.67545e+36
0.455,6.54905e+37,-7.47016e+109,1.30562e+36
0.465,-1.66084e+37,-5.47419e+108,1.0731e+36
0.475,-4.24968e+37,6.39977e+109,1.16487e+36
0.485,2.90974e+37,-1.83413e+109,4.82171e+36
0.495,7.85759e+36,-5.78025e+109,1.16742e+37
0.505,-5.10358e+37,-3.26066e+109,8.08814e+36
0.515,8.39316e+36,2.67713e+109,1.03727e+37
0.525,4.90074e+37,2.2413e+109,9.34245e+36
0.535,-8.55095e+37,-1.26613e+109,9.69353e+36
0.545,-1.56164e+37,2.22079e+109,1.01091e+37
0.555,1.02208e+38,-6.95628e+109,9.60061e+36
0.565,4.48522e+37,-1.54205e+110,1.0242e+37
0.575,4.99265e+37,-2.10363e+110,1.0654e+37
0.585,3.08516e+37,-4.81653e+110,1.52732e+37
0.595,-6.94177e+37,-2.36143e+110,8.84167e+36
