x,rho,p,u
0.005,-1.55477e+65,-1.8609e+65,36.9587
0.015,2.06556e+65,2.4932e+65,36.8035
0.025,4.66648e+65,5.58464e+65,36.9596
0.035,-4.13579e+65,-4.99102e+65,36.8049
0.045,-7.77965e+65,-9.30803e+65,36.9613
0.055,6.20921e+65,7.49073e+65,36.807
0.065,1.08813e+66,1.30142e+66,36.9634
0.075,-8.27333e+65,-9.97644e+65,36.8093
0.085,-1.39399e+66,-1.66641e+66,36.9654
0.095,1.03013e+66,1.2415e+66,36.8115
0.105,1.69032e+66,2.0194e+66,36.9671
0.115,-1.22514e+66,-1.47553e+66,36.813
0.125,-1.9699e+66,-2.35165e+66,36.9678
0.135,1.40688e+66,1.69307e+66,36.8132
0.145,2.22394e+66,2.65263e+66,36.9671
0.155,-1.569e+66,-1.88646e+66,36.8116
0.165,-2.44285e+66,-2.91097e+66,36.9644
0.175,1.70486e+66,2.0478e+66,36.8079
0.185,2.6173e+66,3.11568e+66,36.9595
0.195,-1.8083e+66,-2.16981e+66,36.8015
0.205,-2.73981e+66,-3.25788e+66,36.9519
0.215,1.87477e+66,2.24708e+66,36.7922
0.225,2.80595e+66,3.33244e+66,36.9414
0.235,-1.90216e+66,-2.27716e+66,36.7796
0.245,-2.8144e+66,-3.33751e+66,36.9283
0.255,1.89039e+66,2.25975e+66,36.7643
0.265,2.76563e+66,3.27449e+66,36.9112
0.275,-1.839e+66,-2.19493e+66,36.7439
0.285,-2.66902e+66,-3.15447e+66,36.8899
0.295,1.75051e+66,2.08614e+66,36.7159
0.305,2.55281e+66,3.00496e+66,36.8785
0.315,-1.6366e+66,-1.94465e+66,36.6971
0.325,-2.44323e+66,-2.8658e+66,36.8658
0.335,1.34964e+66,1.60268e+66,36.4959
0.345,2.33384e+66,2.74041e+66,36.8297
0.355,-9.55682e+65,-1.10261e+66,36.1496
0.365,-2.21252e+66,-2.60393e+66,36.7978
0.375,6.3798e+65,7.22594e+65,36.0347
0.385,2.04956e+66,2.42294e+66,36.7582
0.395,-3.25859e+65,-3.37852e+65,35.6847
0.405,-1.84863e+66,-2.19524e+66,36.7161
0.415,1.36102e+64,-1.63027e+66,11.9575
0.425,1.60741e+66,1.91524e+66,36.6814
0.435,2.29435e+65,1.78696e+65,37.9958
0.445,-1.33953e+66,-1.60211e+66,36.6544
0.455,-3.92289e+65,-4.43752e+65,37.1432
0.465,1.07464e+66,1.28788e+66,36.6566
0.475,5.30038e+65,6.24306e+65,36.9118
0.485,-7.84617e+65,-9.41886e+65,36.6083
0.495,-6.08946e+65,-7.22143e+65,36.8529
0.505,5.14815e+65,6.1797e+65,36.5952
0.515,6.00222e+65,7.14356e+65,36.8018
0.525,-2.86366e+65,-3.43332e+65,36.5425
0.535,-5.31922e+65,-6.33617e+65,36.7636
0.545,9.76474e+64,1.08989e+65,35.944
0.555,4.28748e+65,5.10393e+65,36.725
0.565,3.59354e+64,9.09558e+63,38.7494
0.575,-3.17811e+65,-3.77383e+65,36.7033
0.585,-1.17518e+65,-1.29379e+65,37.2642
0.595,2.11108e+65,2.50501e+65,36.6542
0.605,1.47187e+65,1.70905e+65,36.9979
0.615,-1.19451e+65,-1.41455e+65,36.5626
0.625,-1.44065e+65,-1.6881e+65,36.9294
0.635,4.87612e+64,5.58672e+64,36.2111
0.645,1.21605e+65,1.43392e+65,36.8803
0.655,-1.71233e+63,6.30281e+64,22.9157
0.665,-8.98366e+64,-1.0655e+65,36.8254
0.675,-2.52416e+64,-2.73406e+64,37.4614
0.685,5.68665e+64,6.75651e+64,36.7939
0.695,3.60415e+64,4.17513e+64,37.1588
0.705,-2.86347e+64,-3.40516e+64,36.7103
0.715,-3.50414e+64,-4.11886e+64,37.0789
0.725,8.36619e+63,9.52027e+63,36.2903
0.735,2.7359e+64,3.2463e+64,37.0433
0.745,3.38139e+63,2.76747e+63,38.23
0.755,-1.78155e+64,-2.13129e+64,37.0172
0.765,-8.29689e+63,-9.62341e+63,37.3619
0.775,9.41381e+63,1.13789e+64,36.978
0.785,8.76525e+63,1.0434e+64,37.2577
0.795,-3.42094e+63,-4.14975e+63,36.7592
0.805,-6.96294e+63,-8.47459e+63,37.1501
0.815,-7.95337e+61,6.13132e+63,56.7443
0.825,4.55147e+63,5.62699e+63,37.0722
0.835,1.53783e+63,1.75273e+63,37.7127
0.845,-2.43362e+63,-3.04728e+63,36.979
0.855,-1.77799e+63,-2.19012e+63,37.3895
0.865,9.59078e+62,1.20332e+63,36.7795
0.875,1.43366e+63,1.8131e+63,37.2712
0.885,-1.24814e+62,-6.7258e+61,35.138
0.895,-9.25536e+62,-1.19179e+63,37.1938
0.905,-2.39802e+62,-2.88104e+62,37.8003
0.915,4.79714e+62,6.26546e+62,37.1085
0.925,3.18965e+62,4.13064e+62,37.4445
0.935,-1.78859e+62,-2.34988e+62,36.9304
0.945,-2.55191e+62,-3.37381e+62,37.3445
0.955,2.79655e+61,2.85559e+61,35.8632
0.965,1.49608e+62,2.00322e+62,37.2929
0.975,1.30624e+61,1.12919e+61,38.6529
0.985,-4.83142e+61,-6.50541e+61,37.2809
0.995,0.125,0.1,0
1.5,0.125,0.1,0
