#theta=0.2 theta=0.4 theta=0.8
0.0003204285821929218 0.0027593324617604864 0.020622328486583415
0.000345581558521984 0.0027060539477394715 0.018669461691218366
0.00037054436249022175 0.002972536090103271 0.019801084853100562
0.000399670872037026 0.0027493281591662263 0.015870593935947357
