t,phi1,phi2,phi1dot,phi2dot,deltaE
21.15,-0.949261,26.8164,-0.545117,-0.259451,-0.00124116
21.2,-0.965662,26.7734,-0.408392,-0.323296,-0.00124116
21.25,-0.980957,26.7296,-0.270368,-0.38724,-0.00124116
21.3,-0.995073,26.685,-0.131351,-0.451004,-0.00124116
21.35,-1.00794,26.6397,0.00832986,-0.514288,-0.00124116
21.4,-1.01949,26.594,0.148335,-0.576774,-0.00124115
21.45,-1.02966,26.5478,0.288313,-0.638126,-0.00124115
21.5,-1.03839,26.5012,0.427905,-0.698,-0.00124114
21.55,-1.04565,26.4542,0.566747,-0.756046,-0.00124114
21.6,-1.05137,26.407,0.704475,-0.811908,-0.00124113
21.65,-1.05553,26.3595,0.840723,-0.865228,-0.00124112
21.7,-1.0581,26.3117,0.975124,-0.915649,-0.00124111
21.75,-1.05903,26.2636,1.10731,-0.962809,-0.0012411
21.8,-1.0583,26.2151,1.2369,-1.00634,-0.0012411
21.85,-1.0559,26.1663,1.36352,-1.04588,-0.00124109
21.9,-1.05179,26.117,1.48677,-1.08103,-0.00124108
21.95,-1.04594,26.0671,1.60624,-1.11139,-0.00124106
22,-1.03833,26.0165,1.72147,-1.13653,-0.00124105
22.05,-1.02893,25.9651,1.832,-1.156,-0.00124104
22.1,-1.01769,25.9126,1.93729,-1.16929,-0.00124102
22.15,-1.00457,25.859,2.03678,-1.17584,-0.00124101
22.2,-0.989492,25.804,2.12982,-1.17506,-0.00124099
22.25,-0.972384,25.7472,2.21569,-1.16623,-0.00124096
22.3,-0.953141,25.6884,2.29356,-1.14859,-0.00124093
22.35,-0.931631,25.6271,2.36251,-1.12124,-0.0012409
22.4,-0.907679,25.563,2.42146,-1.08317,-0.00124084
22.45,-0.881062,25.4953,2.4692,-1.03324,-0.00124076
22.5,-0.851481,25.4233,2.50436,-0.970152,-0.00124062
22.55,-0.818539,25.346,2.52547,-0.892523,-0.00124031
22.6,-0.781691,25.2621,2.53104,-0.799003,-0.00123958
22.65,-0.740194,25.1697,2.52003,-0.688699,-0.00123753
22.7,-0.693029,25.0664,2.49295,-0.562369,-0.00123113
22.75,-0.638906,24.949,2.4552,-0.425713,-0.00121136
22.8,-0.576691,24.8147,2.4248,-0.297256,-0.00117164
22.85,-0.507251,24.6651,2.44113,-0.217088,-0.00118468
22.9,-0.435944,24.5125,2.54036,-0.222334,-0.00124293
22.95,-0.369417,24.3724,2.70403,-0.295451,-0.00130644
23,-0.310068,24.2502,2.88783,-0.392718,-0.00134076
23.05,-0.257186,24.1442,3.06555,-0.488268,-0.00135216
23.1,-0.209421,24.0512,3.22764,-0.572734,-0.00135576
23.15,-0.165606,23.9688,3.37175,-0.643865,-0.00135699
23.2,-0.12485,23.895,3.4981,-0.701922,-0.00135745
23.25,-0.0864863,23.8285,3.60768,-0.747938,-0.00135765
23.3,-0.0500022,23.7683,3.70165,-0.783095,-0.00135773
23.35,-0.0149969,23.7138,3.78112,-0.808506,-0.00135778
23.4,0.018852,23.6645,3.84705,-0.825147,-0.0013578
23.45,0.0518102,23.62,3.90028,-0.833844,-0.00135781
23.5,0.0841004,23.5802,3.94148,-0.835281,-0.00135782
23.55,0.115913,23.5449,3.97123,-0.830011,-0.00135782
23.6,0.147411,23.5139,3.98997,-0.818473,-0.00135783
23.65,0.178737,23.4874,3.99806,-0.801008,-0.00135783
23.7,0.210011,23.4652,3.99576,-0.77787,-0.00135783
23.75,0.241338,23.4474,3.98329,-0.749245,-0.00135783
23.8,0.272803,23.434,3.9608,-0.715257,-0.00135783
23.85,0.304473,23.4251,3.9284,-0.675986,-0.00135783
23.9,0.336398,23.4208,3.88617,-0.631481,-0.00135784
23.95,0.368606,23.4209,3.83418,-0.581772,-0.00135784
24,0.401106,23.4257,3.7725,-0.526882,-0.00135784
24.05,0.433886,23.4351,3.70121,-0.466842,-0.00135785
24.1,0.466912,23.449,3.62041,-0.401704,-0.00135786
24.15,0.500128,23.4675,3.53026,-0.33155,-0.00135786
24.2,0.533455,23.4904,3.43093,-0.25651,-0.00135787
24.25,0.566795,23.5177,3.32269,-0.17677,-0.00135788
24.3,0.600029,23.5491,3.20585,-0.0925822,-0.00135789
24.35,0.63302,23.5846,3.08081,-0.0042781,-0.0013579
24.4,0.665617,23.6239,2.94807,0.0877266,-0.00135791
24.45,0.697656,23.6667,2.80818,0.182925,-0.00135792
24.5,0.728964,23.7129,2.66182,0.280718,-0.00135793
24.55,0.759361,23.7622,2.50974,0.380414,-0.00135793
24.6,0.788668,23.8143,2.35278,0.481236,-0.00135792
24.65,0.816703,23.8689,2.19185,0.582329,-0.00135792
24.7,0.843292,23.9258,2.02792,0.682777,-0.0013579
24.75,0.868267,23.9847,1.86198,0.781615,-0.00135788
24.8,0.89147,24.0455,1.69509,0.877851,-0.00135785
24.85,0.912753,24.1078,1.52827,0.970477,-0.00135781
24.9,0.931982,24.1716,1.36257,1.05849,-0.00135777
24.95,0.949032,24.2366,1.19898,1.14092,-0.00135773
25,0.963791,24.3029,1.0385,1.2168,-0.00135768
25.05,0.976156,24.3703,0.882069,1.28522,-0.00135762
25.1,0.986031,24.4388,0.730586,1.34529,-0.00135756
25.15,0.993322,24.5086,0.58493,1.39617,-0.0013575
25.2,0.997937,24.5796,0.445951,1.43702,-0.00135743
25.25,0.999777,24.6521,0.314492,1.46704,-0.00135736
25.3,0.99873,24.7263,0.191402,1.48541,-0.00135728
25.35,0.994665,24.8024,0.0775576,1.49129,-0.00135718
25.4,0.987421,24.881,-0.0261188,1.48381,-0.00135707
25.45,0.976788,24.9626,-0.118645,1.46204,-0.00135693
25.5,0.962495,25.0479,-0.19898,1.42502,-0.00135673
25.55,0.944175,25.138,-0.266076,1.3718,-0.00135637
25.6,0.921334,25.234,-0.319043,1.30161,-0.00135561
25.65,0.893299,25.3379,-0.357643,1.2144,-0.00135366
25.7,0.859199,25.4518,-0.383591,1.11215,-0.00134815
25.75,0.818074,25.5784,-0.403808,1.00216,-0.00133432
25.8,0.769552,25.7192,-0.43649,0.903235,-0.00131989
25.85,0.71561,25.87,-0.512005,0.846623,-0.00133749
25.9,0.661471,26.0195,-0.646779,0.849853,-0.00135896
25.95,0.611932,26.1569,-0.820728,0.893858,-0.00138598
26,0.568408,26.2795,-1.00526,0.950753,-0.0014009
26.05,0.530313,26.3889,-1.18454,1.00515,-0.00140636
26.1,0.496634,26.4877,-1.35276,1.05149,-0.00140825
26.15,0.466475,26.5778,-1.50856,1.08859,-0.00140894
26.2,0.439129,26.661,-1.65226,1.11689,-0.00140921
26.25,0.414051,26.7383,-1.78476,1.13736,-0.00140933
26.3,0.390814,26.8106,-1.90707,1.15108,-0.00140938
26.35,0.36908,26.8787,-2.02016,1.15907,-0.0014094
26.4,0.348571,26.9429,-2.12492,1.16224,-0.00140941
26.45,0.329056,27.0037,-2.2221,1.16141,-0.00140942
26.5,0.310335,27.0613,-2.31238,1.15725,-0.00140942
26.55,0.292237,27.116,-2.39632,1.15035,-0.00140942
26.6,0.274605,27.1679,-2.47439,1.14122,-0.00140942
26.65,0.257299,27.217,-2.54698,1.13025,-0.00140942
26.7,0.240188,27.2635,-2.61441,1.1178,-0.00140941
26.75,0.223151,27.3073,-2.67692,1.1041,-0.00140941
26.8,0.206073,27.3486,-2.73469,1.08937,-0.00140941
26.85,0.188843,27.3871,-2.78785,1.07375,-0.00140941
26.9,0.171356,27.423,-2.83646,1.05731,-0.00140941
26.95,0.15351,27.456,-2.88055,1.04008,-0.0014094
27,0.135208,27.4862,-2.92007,1.02205,-0.0014094
27.05,0.116357,27.5134,-2.95496,1.00315,-0.0014094
27.1,0.096869,27.5375,-2.9851,0.983297,-0.0014094
27.15,0.076662,27.5584,-3.01036,0.962346,-0.0014094
27.2,0.0556612,27.5759,-3.03055,0.94014,-0.00140941
27.25,0.0338005,27.5899,-3.04549,0.916494,-0.00140941
27.3,0.0110234,27.6003,-3.05498,0.891208,-0.00140941
27.35,-0.0127152,27.607,-3.05879,0.86407,-0.00140941
27.4,-0.0374479,27.6098,-3.05671,0.834861,-0.00140941
27.45,-0.0631936,27.6087,-3.04852,0.803359,-0.00140941
27.5,-0.0899573,27.6036,-3.03401,0.769343,-0.00140942
27.55,-0.117729,27.5944,-3.01297,0.732593,-0.00140942
27.6,-0.146483,27.5812,-2.9852,0.692891,-0.00140942
27.65,-0.17618,27.5638,-2.95051,0.65002,-0.00140942
27.7,-0.206766,27.5424,-2.90873,0.603769,-0.00140942
27.75,-0.238172,27.5169,-2.85968,0.553927,-0.00140943
27.8,-0.270315,27.4874,-2.80319,0.500287,-0.00140943
27.85,-0.303099,27.454,-2.73913,0.442653,-0.00140943
27.9,-0.336413,27.4167,-2.66736,0.380843,-0.00140943
27.95,-0.370135,27.3758,-2.58779,0.314699,-0.00140944
28,-0.404127,27.3312,-2.50036,0.244099,-0.00140944
28.05,-0.438239,27.2832,-2.40506,0.168973,-0.00140945
28.1,-0.472309,27.232,-2.30196,0.0893193,-0.00140946
28.15,-0.506163,27.1778,-2.19121,0.0052227,-0.00140946
28.2,-0.539616,27.1207,-2.07305,-0.0831293,-0.00140947
28.25,-0.572475,27.061,-1.94786,-0.175431,-0.00140948
28.3,-0.604543,26.999,-1.81611,-0.27125,-0.00140949
28.35,-0.635618,26.935,-1.67843,-0.370021,-0.00140949
28.4,-0.665503,26.8691,-1.53556,-0.47105,-0.00140949
28.45,-0.694004,26.8016,-1.38834,-0.573526,-0.00140948
28.5,-0.720933,26.7328,-1.23772,-0.676534,-0.00140947
28.55,-0.746117,26.6629,-1.08472,-0.77908,-0.00140945
28.6,-0.769395,26.592,-0.930426,-0.880113,-0.00140942
28.65,-0.79062,26.5204,-0.775925,-0.978553,-0.00140939
28.7,-0.809661,26.4482,-0.622327,-1.07331,-0.00140935
28.75,-0.826404,26.3754,-0.470722,-1.1633,-0.0014093
28.8,-0.840745,26.3021,-0.32218,-1.24747,-0.00140925
28.85,-0.852594,26.2284,-0.177733,-1.3248,-0.0014092
28.9,-0.861869,26.154,-0.038384,-1.3943,-0.00140914
28.95,-0.868494,26.0791,0.0948917,-1.45499,-0.00140907
29,-0.872392,26.0034,0.221135,-1.50594,-0.001409
29.05,-0.873482,25.9267,0.339385,-1.54621,-0.00140892
29.1,-0.871672,25.8488,0.44866,-1.57482,-0.00140884
29.15,-0.866851,25.7693,0.547929,-1.59078,-0.00140874
29.2,-0.85888,25.6878,0.636087,-1.59302,-0.00140863
29.25,-0.847575,25.6038,0.71192,-1.58036,-0.00140849
29.3,-0.832696,25.5165,0.774084,-1.55152,-0.0014083
29.35,-0.813912,25.425,0.821091,-1.50508,-0.001408
29.4,-0.790768,25.3281,0.851365,-1.43956,-0.00140744
29.45,-0.762626,25.2241,0.863461,-1.35364,-0.0014061
29.5,-0.728593,25.1106,0.856776,-1.24692,-0.00140219
29.55,-0.687456,24.9846,0.833704,-1.12204,-0.00138951
29.6,-0.637852,24.8423,0.805598,-0.990772,-0.00135485
29.65,-0.579494,24.6824,0.804243,-0.885563,-0.00133576
29.7,-0.516249,24.513,0.876976,-0.854708,-0.00139718
29.75,-0.455862,24.3516,1.02912,-0.904623,-0.00146063
29.8,-0.402921,24.2078,1.2159,-0.991372,-0.00150977
29.85,-0.357478,24.0815,1.4023,-1.08043,-0.00152716
29.9,-0.318173,23.969,1.5748,-1.15856,-0.00153242
29.95,-0.283702,23.8674,1.73012,-1.22261,-0.00153411
30,-0.253069,23.7741,1.86856,-1.273,-0.00153472
30.05,-0.225536,23.6876,1.9915,-1.31113,-0.00153497
30.1,-0.200553,23.6066,2.10051,-1.33865,-0.00153508
30.15,-0.177696,23.5303,2.19712,-1.3571,-0.00153514
30.2,-0.156633,23.458,2.2827,-1.36787,-0.00153517
30.25,-0.137096,23.3891,2.35844,-1.37217,-0.00153519
30.3,-0.11886,23.3233,2.4254,-1.37107,-0.0015352
30.35,-0.101738,23.2603,2.48449,-1.36548,-0.0015352
30.4,-0.0855637,23.1999,2.5365,-1.35621,-0.0015352
30.45,-0.0701918,23.1419,2.58211,-1.34395,-0.0015352
30.5,-0.0554903,23.0861,2.62194,-1.3293,-0.0015352
30.55,-0.0413379,23.0324,2.65648,-1.31278,-0.0015352
30.6,-0.0276214,22.9809,2.68617,-1.29484,-0.0015352
30.65,-0.0142343,22.9314,2.7114,-1.27584,-0.0015352
30.7,-0.00107511,22.884,2.73248,-1.25611,-0.0015352
30.75,0.0119533,22.8386,2.74966,-1.23589,-0.0015352
30.8,0.0249436,22.7952,2.76316,-1.21541,-0.00153519
30.85,0.0379845,22.754,2.77312,-1.19481,-0.00153519
30.9,0.0511593,22.715,2.77967,-1.17422,-0.00153519
30.95,0.064546,22.6781,2.7829,-1.15371,-0.00153519
31,0.0782149,22.6436,2.78286,-1.13333,-0.00153519
31.05,0.0922278,22.6113,2.77957,-1.1131,-0.00153519
31.1,0.106636,22.5813,2.77304,-1.09302,-0.00153519
31.15,0.121479,22.5538,2.76328,-1.07308,-0.00153519
31.2,0.136782,22.5285,2.75027,-1.05326,-0.00153519
31.25,0.152555,22.5056,2.73403,-1.03354,-0.00153519
31.3,0.168792,22.485,2.71454,-1.01391,-0.00153519
31.35,0.185474,22.4666,2.69184,-0.994337,-0.00153519
31.4,0.202563,22.4503,2.66593,-0.974832,-0.00153519
31.45,0.220009,22.4359,2.63687,-0.955393,-0.0015352
31.5,0.237749,22.4234,2.6047,-0.93603,-0.0015352
31.55,0.255711,22.4124,2.56948,-0.916754,-0.0015352
31.6,0.273813,22.4028,2.53128,-0.897582,-0.0015352
31.65,0.291968,22.3944,2.49017,-0.878528,-0.00153519
31.7,0.310085,22.387,2.44622,-0.859608,-0.00153519
31.75,0.328073,22.3804,2.39951,-0.840833,-0.00153519
31.8,0.345837,22.3743,2.35013,-0.822214,-0.00153519
31.85,0.363287,22.3686,2.29816,-0.80376,-0.00153519
31.9,0.380334,22.3629,2.24367,-0.785476,-0.00153519
31.95,0.396893,22.3572,2.18675,-0.767371,-0.00153519
32,0.412883,22.3512,2.1275,-0.749452,-0.00153519
32.05,0.428228,22.3448,2.066,-0.731731,-0.00153519
32.1,0.442858,22.3378,2.00236,-0.714226,-0.00153519
32.15,0.456707,22.3301,1.93668,-0.696957,-0.00153519
32.2,0.469718,22.3215,1.86907,-0.679957,-0.00153519
32.25,0.481837,22.3119,1.79966,-0.663265,-0.00153519
32.3,0.493019,22.3012,1.72857,-0.646931,-0.00153519
32.35,0.503224,22.2892,1.65596,-0.63102,-0.00153519
32.4,0.512417,22.276,1.58197,-0.615605,-0.00153519
32.45,0.520574,22.2615,1.50676,-0.600774,-0.00153519
32.5,0.527672,22.2455,1.43051,-0.58663,-0.00153519
32.55,0.533697,22.2281,1.3534,-0.573286,-0.00153519
32.6,0.538641,22.2092,1.27562,-0.56087,-0.00153518
32.65,0.542501,22.1887,1.19739,-0.549522,-0.00153518
32.7,0.545279,22.1667,1.11891,-0.53939,-0.00153518
32.75,0.546985,22.1431,1.04039,-0.530637,-0.00153518
32.8,0.547632,22.118,0.962068,-0.52343,-0.00153518
32.85,0.547238,22.0912,0.884164,-0.517946,-0.00153518
32.9,0.545826,22.0629,0.80691,-0.514366,-0.00153517
32.95,0.543424,22.033,0.730537,-0.512874,-0.00153517
33,0.540064,22.0015,0.655274,-0.513656,-0.00153517
33.05,0.535783,21.9684,0.581349,-0.516898,-0.00153517
33.1,0.530622,21.9337,0.50898,-0.522779,-0.00153517
33.15,0.524627,21.8975,0.438381,-0.531476,-0.00153517
33.2,0.517845,21.8597,0.369754,-0.543156,-0.00153516
33.25,0.510332,21.8204,0.303286,-0.557975,-0.00153516
33.3,0.502144,21.7795,0.239149,-0.576073,-0.00153516
33.35,0.493345,21.7371,0.177496,-0.597572,-0.00153516
33.4,0.484,21.6931,0.118456,-0.622576,-0.00153516
33.45,0.474181,21.6476,0.0621301,-0.651158,-0.00153516
33.5,0.463961,21.6006,0.00859075,-0.683368,-0.00153516
33.55,0.453422,21.552,-0.0421251,-0.719217,-0.00153517
33.6,0.442646,21.5019,-0.0900189,-0.758683,-0.00153517
33.65,0.431721,21.4502,-0.135135,-0.8017,-0.00153517
33.7,0.42074,21.397,-0.177563,-0.848158,-0.00153518
33.75,0.4098,21.3422,-0.217446,-0.897895,-0.00153518
33.8,0.399001,21.2858,-0.254981,-0.950697,-0.00153519
33.85,0.38845,21.2279,-0.290423,-1.00629,-0.0015352
33.9,0.378255,21.1683,-0.324092,-1.06433,-0.0015352
33.95,0.368531,21.107,-0.356373,-1.12443,-0.00153521
34,0.3594,21.044,-0.387726,-1.18611,-0.00153522
34.05,0.350986,20.9792,-0.418683,-1.24881,-0.00153522
34.1,0.343422,20.9125,-0.449861,-1.3119,-0.00153522
34.15,0.33685,20.8438,-0.481961,-1.37467,-0.00153523
34.2,0.331421,20.7729,-0.515781,-1.4363,-0.00153522
34.25,0.327298,20.6996,-0.55222,-1.49587,-0.00153521
34.3,0.324663,20.6239,-0.592289,-1.55235,-0.00153519
34.35,0.323717,20.5452,-0.637124,-1.60459,-0.00153516
34.4,0.324693,20.4633,-0.688,-1.65128,-0.00153511
34.45,0.327863,20.3776,-0.746345,-1.69097,-0.00153504
34.5,0.333552,20.2876,-0.81374,-1.72205,-0.0015349
34.55,0.342164,20.1924,-0.891911,-1.74273,-0.00153466
34.6,0.354207,20.0908,-0.982641,-1.75119,-0.00153416
34.65,0.370338,19.9814,-1.08751,-1.74578,-0.001533
34.7,0.391392,19.8621,-1.20712,-1.72577,-0.00152992
34.75,0.418363,19.7304,-1.33914,-1.69334,-0.0015219
34.8,0.452041,19.5839,-1.4736,-1.65818,-0.00150891
34.85,0.49172,19.4236,-1.58738,-1.64296,-0.00151877
34.9,0.533252,19.258,-1.65525,-1.67221,-0.00153663
34.95,0.570587,19.1001,-1.68255,-1.73973,-0.00155282
35,0.600429,18.9564,-1.69813,-1.81594,-0.0015696
35.05,0.622576,18.8266,-1.72257,-1.87973,-0.00157697
35.1,0.637896,18.7082,-1.76374,-1.92288,-0.00157983
35.15,0.647317,18.5988,-1.82308,-1.94372,-0.00158111
35.2,0.651591,18.4965,-1.89962,-1.94306,-0.00158182
35.25,0.651299,18.4,-1.9916,-1.92253,-0.0015823
35.3,0.646893,18.3084,-2.097,-1.88406,-0.00158266
35.35,0.638734,18.2209,-2.21381,-1.82959,-0.00158294
35.4,0.62713,18.1372,-2.34004,-1.76105,-0.00158318
35.45,0.612347,18.0569,-2.47371,-1.68036,-0.00158337
35.5,0.594632,17.9799,-2.61291,-1.58938,-0.00158353
35.55,0.574217,17.9061,-2.75574,-1.48996,-0.00158366
35.6,0.551332,17.8355,-2.90034,-1.38393,-0.00158376
35.65,0.526201,17.7682,-3.0449,-1.27303,-0.00158383
35.7,0.499053,17.7044,-3.18768,-1.15899,-0.00158388
35.75,0.470113,17.6441,-3.32701,-1.04341,-0.00158391
35.8,0.439607,17.5877,-3.46134,-0.927811,-0.00158393
35.85,0.407759,17.5351,-3.58923,-0.813584,-0.00158392
35.9,0.374784,17.4868,-3.7094,-0.701972,-0.00158391
35.95,0.340889,17.4428,-3.82071,-0.594069,-0.0015839
36,0.306268,17.4033,-3.92219,-0.490806,-0.00158387
36.05,0.271097,17.3685,-4.01304,-0.392952,-0.00158385
36.1,0.235535,17.3385,-4.09261,-0.30112,-0.00158383
36.15,0.199717,17.3134,-4.16039,-0.215781,-0.00158381
36.2,0.163755,17.2934,-4.21602,-0.137272,-0.00158379
36.25,0.127735,17.2783,-4.25926,-0.0658233,-0.00158377
36.3,0.0917178,17.2684,-4.28994,-0.00157196,-0.00158376
36.35,0.0557389,17.2635,-4.30797,0.0554115,-0.00158375
36.4,0.0198066,17.2637,-4.31333,0.105103,-0.00158373
36.45,-0.0160961,17.269,-4.30601,0.147502,-0.00158373
36.5,-0.0520119,17.2794,-4.28602,0.182612,-0.00158372
36.55,-0.0880096,17.2948,-4.25334,0.21042,-0.00158371
36.6,-0.124185,17.3154,-4.20793,0.230877,-0.0015837
36.65,-0.160662,17.3412,-4.14972,0.243885,-0.00158368
36.7,-0.197597,17.3723,-4.07855,0.249283,-0.00158366
36.75,-0.235184,17.4089,-3.99422,0.246836,-0.00158363
36.8,-0.273661,17.4514,-3.89646,0.236241,-0.00158358
36.85,-0.313326,17.5001,-3.78495,0.217138,-0.00158347
36.9,-0.354547,17.5556,-3.65939,0.189175,-0.00158325
36.95,-0.397794,17.6189,-3.51964,0.152148,-0.00158274
37,-0.44366,17.6909,-3.36612,0.106355,-0.00158147
37.05,-0.492883,17.7732,-3.20056,0.0534109,-0.00157823
37.1,-0.546292,17.8677,-3.02797,-0.00190318,-0.00157037
37.15,-0.604492,17.9754,-2.86011,-0.0481665,-0.00155758
37.2,-0.666915,18.0951,-2.71834,-0.0645618,-0.00155702
37.25,-0.730592,18.2197,-2.62388,-0.030651,-0.00157323
37.3,-0.79117,18.3388,-2.57471,0.0505848,-0.00159311
37.35,-0.846012,18.4464,-2.54829,0.155738,-0.00160977
37.4,-0.894792,18.5418,-2.52498,0.264506,-0.0016175
37.45,-0.938184,18.6266,-2.49503,0.366673,-0.00162041
37.5,-0.977001,18.7028,-2.45491,0.4584,-0.00162149
37.55,-1.01193,18.7721,-2.40391,0.538761,-0.00162192
37.6,-1.04351,18.8359,-2.34247,0.608006,-0.00162211
37.65,-1.07215,18.8951,-2.27139,0.666815,-0.00162221
37.7,-1.09816,18.9506,-2.19157,0.71599,-0.00162226
37.75,-1.12177,19.0029,-2.10389,0.756319,-0.00162229
37.8,-1.14317,19.0526,-2.00915,0.788535,-0.00162231
37.85,-1.1625,19.1,-1.90806,0.813295,-0.00162232
37.9,-1.17987,19.1455,-1.80125,0.831185,-0.00162234
37.95,-1.19537,19.1894,-1.68929,0.842717,-0.00162235
38,-1.20906,19.2319,-1.57266,0.848347,-0.00162235
38.05,-1.22102,19.2733,-1.45178,0.848471,-0.00162236
38.1,-1.23127,19.3136,-1.32704,0.843442,-0.00162237
38.15,-1.23985,19.353,-1.19877,0.833572,-0.00162237
38.2,-1.24679,19.3916,-1.06727,0.819143,-0.00162238
38.25,-1.25212,19.4296,-0.932811,0.800406,-0.00162239
38.3,-1.25585,19.467,-0.795639,0.777595,-0.00162239
38.35,-1.25801,19.5039,-0.655986,0.750926,-0.0016224
38.4,-1.25861,19.5403,-0.51407,0.720603,-0.0016224
38.45,-1.25768,19.5762,-0.370099,0.686825,-0.00162241
38.5,-1.25522,19.6117,-0.224282,0.649788,-0.00162241
38.55,-1.25127,19.6467,-0.076825,0.609687,-0.00162242
38.6,-1.24585,19.6813,0.0720616,0.566719,-0.00162242
38.65,-1.23898,19.7153,0.222161,0.521088,-0.00162243
38.7,-1.2307,19.7488,0.373249,0.473003,-0.00162243
38.75,-1.22104,19.7816,0.525091,0.422684,-0.00162243
38.8,-1.21005,19.8138,0.677443,0.370354,-0.00162244
38.85,-1.19776,19.8451,0.830049,0.316248,-0.00162244
38.9,-1.18423,19.8755,0.982643,0.260608,-0.00162245
38.95,-1.16951,19.9048,1.13495,0.203681,-0.00162245
39,-1.15365,19.933,1.28668,0.14572,-0.00162245
39.05,-1.13673,19.9599,1.43755,0.0869823,-0.00162245
39.1,-1.11879,19.9853,1.58726,0.0277272,-0.00162246
39.15,-1.09991,20.0092,1.73549,-0.0317846,-0.00162246
39.2,-1.08015,20.0313,1.88194,-0.0912927,-0.00162246
39.25,-1.05958,20.0514,2.02631,-0.150537,-0.00162246
39.3,-1.03825,20.0696,2.16826,-0.20926,-0.00162246
39.35,-1.01625,20.0855,2.3075,-0.267203,-0.00162246
39.4,-0.993614,20.099,2.44369,-0.324112,-0.00162246
39.45,-0.970407,20.1101,2.57652,-0.37973,-0.00162246
39.5,-0.946677,20.1186,2.70567,-0.433802,-0.00162246
39.55,-0.922465,20.1244,2.8308,-0.486068,-0.00162246
39.6,-0.897804,20.1273,2.95158,-0.536266,-0.00162246
39.65,-0.87272,20.1273,3.06768,-0.584125,-0.00162246
39.7,-0.847228,20.1243,3.17875,-0.629365,-0.00162246
39.75,-0.821332,20.1182,3.28441,-0.67169,-0.00162246
39.8,-0.795026,20.1089,3.3843,-0.710788,-0.00162246
39.85,-0.768292,20.0964,3.478,-0.74632,-0.00162246
39.9,-0.7411,20.0806,3.56508,-0.777919,-0.00162246
39.95,-0.713405,20.0614,3.64508,-0.80518,-0.00162246
40,-0.685151,20.0388,3.71749,-0.82765,-0.00162246
40.05,-0.656265,20.0128,3.78173,-0.844824,-0.00162246
40.1,-0.62666,19.9831,3.83719,-0.85613,-0.00162246
40.15,-0.596228,19.9497,3.88315,-0.860916,-0.00162245
40.2,-0.564843,19.9124,3.91881,-0.858438,-0.00162244
40.25,-0.532349,19.871,3.94326,-0.847841,-0.00162243
40.3,-0.498562,19.8253,3.95547,-0.828142,-0.00162241
40.35,-0.463254,19.7748,3.95425,-0.798207,-0.00162237
40.4,-0.426145,19.7191,3.93823,-0.756734,-0.0016223
40.45,-0.386879,19.6574,3.90587,-0.70224,-0.00162216
40.5,-0.344996,19.589,3.85546,-0.633082,-0.00162186
40.55,-0.299889,19.5125,3.78524,-0.547572,-0.00162108
40.6,-0.250733,19.4262,3.69378,-0.444349,-0.00161884
40.65,-0.196399,19.3276,3.58106,-0.323519,-0.00161168
40.7,-0.135397,19.2133,3.4519,-0.18998,-0.00158784
40.75,-0.0662029,19.0798,3.32471,-0.0622925,-0.00152949
40.8,0.0108832,18.9276,3.24497,0.01394,-0.00153387
40.85,0.0903132,18.7699,3.26273,-0.0113717,-0.00163442
40.9,0.16416,18.6251,3.36045,-0.12058,-0.00173546
40.95,0.229457,18.5003,3.48203,-0.257371,-0.00178703
41,0.287106,18.3932,3.59496,-0.389046,-0.00180272
41.05,0.338712,18.3001,3.6885,-0.50468,-0.00180734
41.1,0.385608,18.2181,3.76067,-0.602171,-0.00180884
41.15,0.428773,18.1449,3.81237,-0.682317,-0.00180939
41.2,0.468923,18.079,3.8453,-0.746728,-0.00180963
41.25,0.506591,18.0194,3.86128,-0.797126,-0.00180974
41.3,0.54218,17.9652,3.86196,-0.835119,-0.00180979
41.35,0.576005,17.9158,3.84886,-0.86214,-0.00180983
41.4,0.608318,17.8708,3.82329,-0.879445,-0.00180985
41.45,0.63932,17.8298,3.78641,-0.88813,-0.00180986
41.5,0.66918,17.7926,3.73922,-0.889148,-0.00180987
41.55,0.698033,17.759,3.68261,-0.883334,-0.00180987
41.6,0.725996,17.7288,3.61738,-0.871418,-0.00180987
41.65,0.753164,17.7018,3.54423,-0.854046,-0.00180988
41.7,0.779617,17.6781,3.46377,-0.831784,-0.00180988
41.75,0.80542,17.6574,3.37657,-0.80514,-0.00180988
41.8,0.830624,17.6397,3.28315,-0.774565,-0.00180988
41.85,0.855271,17.625,3.18396,-0.740464,-0.00180988
41.9,0.879389,17.6132,3.07945,-0.703206,-0.00180988
41.95,0.902998,17.6042,2.97,-0.663124,-0.00180988
42,0.926106,17.5979,2.85599,-0.620526,-0.00180988
42.05,0.948714,17.5942,2.73776,-0.575697,-0.00180988
42.1,0.970814,17.5932,2.61565,-0.528901,-0.00180988
42.15,0.992388,17.5946,2.48997,-0.480388,-0.00180987
42.2,1.01341,17.5985,2.36102,-0.430394,-0.00180987
42.25,1.03386,17.6046,2.22908,-0.379144,-0.00180987
42.3,1.05369,17.6129,2.09445,-0.326855,-0.00180987
42.35,1.07287,17.6233,1.95738,-0.273734,-0.00180987
42.4,1.09136,17.6357,1.81815,-0.219985,-0.00180987
42.45,1.1091,17.6499,1.677,-0.165806,-0.00180987
42.5,1.12605,17.6657,1.53418,-0.11139,-0.00180987
42.55,1.14215,17.6832,1.38992,-0.0569276,-0.00180987
42.6,1.15737,17.7022,1.24448,-0.00260606,-0.00180987
