t,phi1,phi2,phi1dot,phi2dot,deltaE
42.65,1.17165,17.7225,1.09806,0.0513903,-0.00180987
42.7,1.18493,17.744,0.950904,0.10488,-0.00180987
42.75,1.19719,17.7666,0.803212,0.157684,-0.00180987
42.8,1.20836,17.7902,0.655197,0.209627,-0.00180986
42.85,1.21841,17.8148,0.507061,0.260536,-0.00180986
42.9,1.2273,17.8402,0.358999,0.310242,-0.00180986
42.95,1.23499,17.8663,0.211202,0.358578,-0.00180986
43,1.24145,17.8931,0.0638527,0.405383,-0.00180986
43.05,1.24666,17.9205,-0.0828692,0.450495,-0.00180985
43.1,1.25057,17.9485,-0.228789,0.493756,-0.00180985
43.15,1.25318,17.977,-0.373733,0.535011,-0.00180985
43.2,1.25445,18.0061,-0.51753,0.574103,-0.00180985
43.25,1.25437,18.0357,-0.660008,0.610872,-0.00180984
43.3,1.25293,18.0658,-0.800991,0.645158,-0.00180984
43.35,1.25011,18.0964,-0.940297,0.676792,-0.00180984
43.4,1.24589,18.1275,-1.07773,0.705597,-0.00180983
43.45,1.24026,18.1593,-1.2131,0.731384,-0.00180983
43.5,1.2332,18.1918,-1.34617,0.753951,-0.00180983
43.55,1.2247,18.225,-1.47671,0.773073,-0.00180982
43.6,1.21473,18.259,-1.60445,0.788506,-0.00180982
43.65,1.20328,18.2939,-1.7291,0.799975,-0.00180982
43.7,1.19032,18.3299,-1.85033,0.807174,-0.00180981
43.75,1.17581,18.367,-1.96776,0.80976,-0.00180981
43.8,1.15971,18.4056,-2.08099,0.807342,-0.0018098
43.85,1.14197,18.4456,-2.18952,0.799482,-0.00180979
43.9,1.12252,18.4874,-2.29284,0.785679,-0.00180978
43.95,1.10127,18.5313,-2.39033,0.765367,-0.00180977
44,1.07813,18.5775,-2.48129,0.737904,-0.00180975
44.05,1.05295,18.6263,-2.56495,0.702563,-0.00180973
44.1,1.02556,18.6784,-2.64042,0.658527,-0.00180969
44.15,0.995752,18.7341,-2.70672,0.604893,-0.00180963
44.2,0.963234,18.7943,-2.76278,0.540693,-0.00180951
44.25,0.927631,18.8599,-2.80754,0.464968,-0.00180924
44.3,0.888448,18.932,-2.84008,0.376958,-0.00180858
44.35,0.845029,19.0122,-2.86014,0.276583,-0.00180681
44.4,0.796534,19.1026,-2.86926,0.165643,-0.0018019
44.45,0.742027,19.2053,-2.87352,0.0505942,-0.00178959
44.5,0.680983,19.3217,-2.88864,-0.0523341,-0.0017727
44.55,0.614672,19.4489,-2.94178,-0.11521,-0.00178055
44.6,0.547259,19.5769,-3.05227,-0.117791,-0.0018029
44.65,0.483316,19.6951,-3.20659,-0.072735,-0.00183018
44.7,0.424686,19.7988,-3.37633,-0.0078131,-0.00184765
44.75,0.371075,19.8887,-3.54246,0.0583248,-0.00185469
44.8,0.321564,19.9667,-3.69648,0.11741,-0.00185726
44.85,0.275259,20.0347,-3.83535,0.166547,-0.00185824
44.9,0.231436,20.0942,-3.95832,0.205083,-0.00185864
44.95,0.189531,20.1461,-4.06554,0.23322,-0.00185882
45,0.149103,20.1912,-4.15744,0.251431,-0.00185891
45.05,0.109805,20.2302,-4.2345,0.260234,-0.00185895
45.1,0.0713617,20.2633,-4.29717,0.260093,-0.00185898
45.15,0.0335514,20.2908,-4.34582,0.251397,-0.001859
45.2,-0.0038031,20.3129,-4.38075,0.234451,-0.00185902
45.25,-0.0408423,20.3296,-4.40219,0.209484,-0.00185903
45.3,-0.0776744,20.3412,-4.41031,0.176669,-0.00185904
45.35,-0.114378,20.3475,-4.40525,0.136135,-0.00185905
45.4,-0.151003,20.3487,-4.38713,0.0879877,-0.00185906
45.45,-0.187574,20.3447,-4.35607,0.032333,-0.00185907
45.5,-0.224087,20.3356,-4.31222,-0.0307055,-0.00185909
45.55,-0.26051,20.3214,-4.25576,-0.100963,-0.00185911
45.6,-0.296789,20.3021,-4.18696,-0.17821,-0.00185913
45.65,-0.332839,20.2779,-4.10617,-0.262137,-0.00185915
45.7,-0.368553,20.2488,-4.01383,-0.352329,-0.00185917
45.75,-0.4038,20.2149,-3.91052,-0.448251,-0.0018592
45.8,-0.43843,20.1765,-3.79695,-0.549239,-0.00185922
45.85,-0.47227,20.1336,-3.67399,-0.654485,-0.00185924
45.9,-0.505136,20.0864,-3.54261,-0.76304,-0.00185925
45.95,-0.536831,20.0353,-3.40397,-0.873815,-0.00185925
46,-0.56715,19.9804,-3.25934,-0.985586,-0.00185924
46.05,-0.595883,19.9218,-3.11009,-1.09701,-0.00185922
46.1,-0.62282,19.8599,-2.95773,-1.20666,-0.00185918
46.15,-0.64775,19.7947,-2.80382,-1.31301,-0.00185913
46.2,-0.670466,19.7265,-2.64998,-1.41447,-0.00185905
46.25,-0.690763,19.6553,-2.49787,-1.50945,-0.00185895
46.3,-0.708436,19.5812,-2.34917,-1.5963,-0.00185883
46.35,-0.723281,19.5042,-2.20558,-1.67337,-0.00185868
46.4,-0.735085,19.4241,-2.06879,-1.73903,-0.0018585
46.45,-0.743621,19.3407,-1.9405,-1.79161,-0.00185829
46.5,-0.748634,19.2538,-1.82245,-1.82947,-0.00185803
46.55,-0.749829,19.1627,-1.71636,-1.85092,-0.00185771
46.6,-0.746843,19.0668,-1.62397,-1.85432,-0.00185728
46.65,-0.739216,18.965,-1.54693,-1.83815,-0.00185661
46.7,-0.726351,18.8558,-1.48651,-1.80125,-0.00185534
46.75,-0.70748,18.7373,-1.44284,-1.74369,-0.00185237
46.8,-0.681699,18.6071,-1.41286,-1.66884,-0.00184507
46.85,-0.648353,18.4631,-1.38569,-1.58798,-0.00183411
46.9,-0.608317,18.3066,-1.33782,-1.52528,-0.00184291
46.95,-0.565713,18.146,-1.24491,-1.50597,-0.00185593
47,-0.526188,17.9935,-1.11172,-1.52617,-0.00187073
47.05,-0.4927,17.8551,-0.96416,-1.56071,-0.00188591
47.1,-0.465374,17.7305,-0.820926,-1.59133,-0.00189259
47.15,-0.44335,17.6173,-0.689409,-1.61094,-0.00189504
47.2,-0.425707,17.5132,-0.571186,-1.61811,-0.00189596
47.25,-0.411687,17.4164,-0.465602,-1.61362,-0.00189635
47.3,-0.400695,17.3255,-0.371279,-1.59894,-0.00189653
47.35,-0.39227,17.2396,-0.286695,-1.57564,-0.00189663
47.4,-0.386044,17.1577,-0.210383,-1.54524,-0.00189668
47.45,-0.381719,17.0794,-0.141004,-1.50911,-0.00189671
47.5,-0.379045,17.0041,-0.0773589,-1.4685,-0.00189673
47.55,-0.377812,16.9316,-0.0183788,-1.42448,-0.00189674
47.6,-0.377837,16.8615,0.0368827,-1.37804,-0.00189675
47.65,-0.378956,16.7937,0.089263,-1.33004,-0.00189675
47.7,-0.381024,16.7278,0.139502,-1.28122,-0.00189675
47.75,-0.383907,16.6638,0.188251,-1.23227,-0.00189674
47.8,-0.38748,16.6016,0.236083,-1.18377,-0.00189674
47.85,-0.39163,16.541,0.283496,-1.13623,-0.00189674
47.9,-0.396246,16.4819,0.330922,-1.09011,-0.00189673
47.95,-0.401227,16.4244,0.378731,-1.04578,-0.00189673
48,-0.406473,16.3684,0.427233,-1.00359,-0.00189672
48.05,-0.411891,16.3137,0.476686,-0.963789,-0.00189672
48.1,-0.417392,16.2605,0.527298,-0.926615,-0.00189671
48.15,-0.422887,16.2086,0.579227,-0.89224,-0.00189671
48.2,-0.428295,16.1581,0.632588,-0.860795,-0.00189671
48.25,-0.433536,16.1089,0.687456,-0.832374,-0.00189671
48.3,-0.438532,16.061,0.743865,-0.807028,-0.0018967
48.35,-0.44321,16.0145,0.801815,-0.784778,-0.0018967
48.4,-0.447499,15.9694,0.861272,-0.765609,-0.0018967
48.45,-0.451333,15.9256,0.922171,-0.74948,-0.0018967
48.5,-0.454648,15.8832,0.984422,-0.736323,-0.00189671
48.55,-0.457382,15.8422,1.04791,-0.726045,-0.00189671
48.6,-0.459481,15.8026,1.11249,-0.718535,-0.00189671
48.65,-0.460892,15.7643,1.17801,-0.713665,-0.00189671
48.7,-0.461568,15.7275,1.24429,-0.711292,-0.00189671
48.75,-0.461466,15.6922,1.31116,-0.711263,-0.00189671
48.8,-0.460551,15.6582,1.37841,-0.713418,-0.00189672
48.85,-0.458793,15.6257,1.44584,-0.717593,-0.00189672
48.9,-0.456169,15.5946,1.51324,-0.723627,-0.00189672
48.95,-0.452663,15.5649,1.58043,-0.731357,-0.00189672
49,-0.448271,15.5365,1.64718,-0.740632,-0.00189673
49.05,-0.442995,15.5094,1.71332,-0.751305,-0.00189673
49.1,-0.436847,15.4835,1.77865,-0.763245,-0.00189673
49.15,-0.429851,15.4588,1.84299,-0.776331,-0.00189673
49.2,-0.422037,15.435,1.9062,-0.790457,-0.00189673
49.25,-0.41345,15.4121,1.9681,-0.805532,-0.00189673
49.3,-0.404141,15.39,2.02857,-0.821477,-0.00189673
49.35,-0.394172,15.3684,2.08748,-0.838228,-0.00189673
49.4,-0.383612,15.3471,2.14471,-0.85573,-0.00189674
49.45,-0.372536,15.3261,2.20014,-0.873936,-0.00189674
49.5,-0.361026,15.3049,2.25369,-0.892808,-0.00189674
49.55,-0.349164,15.2835,2.30525,-0.912313,-0.00189674
49.6,-0.337036,15.2615,2.35473,-0.932419,-0.00189674
49.65,-0.324722,15.2388,2.40204,-0.953099,-0.00189674
49.7,-0.312302,15.2151,2.44711,-0.974325,-0.00189674
49.75,-0.299843,15.1903,2.48986,-0.996073,-0.00189674
49.8,-0.287407,15.1641,2.53021,-1.01832,-0.00189674
49.85,-0.275041,15.1364,2.5681,-1.04103,-0.00189674
49.9,-0.262778,15.1071,2.60346,-1.0642,-0.00189674
49.95,-0.250637,15.076,2.63624,-1.08779,-0.00189674
50,-0.238621,15.0431,2.66635,-1.11177,-0.00189674
50.05,-0.226717,15.0084,2.69375,-1.13609,-0.00189674
50.1,-0.2149,14.9717,2.71834,-1.16072,-0.00189674
50.15,-0.203131,14.9332,2.74003,-1.18556,-0.00189674
50.2,-0.191358,14.8927,2.75871,-1.21053,-0.00189674
50.25,-0.179522,14.8504,2.77423,-1.23549,-0.00189674
50.3,-0.167556,14.8062,2.78641,-1.26029,-0.00189674
50.35,-0.155384,14.7602,2.79503,-1.28471,-0.00189675
50.4,-0.142927,14.7123,2.79984,-1.3085,-0.00189675
50.45,-0.130099,14.6626,2.80052,-1.33138,-0.00189675
50.5,-0.116811,14.611,2.79672,-1.35298,-0.00189675
50.55,-0.102966,14.5574,2.78801,-1.37289,-0.00189675
50.6,-0.0884631,14.5019,2.77392,-1.39064,-0.00189675
50.65,-0.0731929,14.4444,2.75389,-1.40569,-0.00189675
50.7,-0.0570365,14.3846,2.72729,-1.41739,-0.00189675
50.75,-0.0398625,14.3225,2.69339,-1.42505,-0.00189674
50.8,-0.0215236,14.2579,2.65139,-1.42782,-0.00189673
50.85,-0.00185076,14.1904,2.60032,-1.42479,-0.00189671
50.9,0.0193539,14.1198,2.53912,-1.41486,-0.00189669
50.95,0.0423271,14.0455,2.46654,-1.39679,-0.00189665
51,0.0673595,13.9671,2.38116,-1.36917,-0.00189657
51.05,0.0948171,13.8837,2.28137,-1.33037,-0.00189642
51.1,0.125174,13.7943,2.16537,-1.27858,-0.00189609
51.15,0.159061,13.6975,2.03128,-1.21191,-0.00189523
51.2,0.19734,13.5914,1.87756,-1.12877,-0.00189271
51.25,0.241198,13.473,1.70426,-1.02915,-0.00188438
51.3,0.29219,13.3387,1.51686,-0.918416,-0.00185628
51.35,0.351766,13.1847,1.33656,-0.817538,-0.00179602
51.4,0.418869,13.0128,1.21341,-0.776092,-0.00184024
51.45,0.486509,12.8386,1.19103,-0.836885,-0.00193801
51.5,0.546684,12.6797,1.23743,-0.966954,-0.00203276
51.55,0.597269,12.5405,1.29754,-1.11046,-0.00207344
51.6,0.63947,12.4174,1.34497,-1.24049,-0.00208506
51.65,0.67486,12.3065,1.37231,-1.34933,-0.00208853
51.7,0.704656,12.2046,1.37899,-1.43619,-0.00208974
51.75,0.72972,12.1095,1.36643,-1.50234,-0.00209026
51.8,0.75066,12.0196,1.3365,-1.54956,-0.00209053
51.85,0.767908,11.9336,1.29103,-1.57956,-0.00209071
51.9,0.781774,11.8508,1.23165,-1.59394,-0.00209083
51.95,0.792489,11.7704,1.15983,-1.5941,-0.00209093
52,0.800221,11.6919,1.07683,-1.58129,-0.00209102
52.05,0.805097,11.6148,0.98383,-1.55663,-0.00209109
52.1,0.807215,11.5387,0.881862,-1.52115,-0.00209115
52.15,0.806651,11.4634,0.771914,-1.47581,-0.00209121
52.2,0.80347,11.3885,0.654921,-1.42154,-0.00209126
52.25,0.797725,11.314,0.531801,-1.35925,-0.00209132
52.3,0.78947,11.2396,0.403469,-1.28984,-0.00209136
52.35,0.778759,11.1653,0.270855,-1.21426,-0.00209141
52.4,0.765649,11.0909,0.134914,-1.13345,-0.00209145
52.45,0.75021,11.0165,-0.00336793,-1.04839,-0.00209148
52.5,0.732518,10.9419,-0.142974,-0.960117,-0.00209152
52.55,0.712666,10.8673,-0.282861,-0.869666,-0.00209154
52.6,0.690759,10.7927,-0.421972,-0.778097,-0.00209156
52.65,0.666918,10.7181,-0.559252,-0.686463,-0.00209158
52.7,0.641277,10.6438,-0.693674,-0.595787,-0.00209158
52.75,0.613984,10.5698,-0.824259,-0.507042,-0.00209158
52.8,0.585194,10.4963,-0.950104,-0.421118,-0.00209158
52.85,0.555071,10.4235,-1.0704,-0.338805,-0.00209158
52.9,0.52378,10.3515,-1.18447,-0.260767,-0.00209157
52.95,0.491482,10.2804,-1.29174,-0.187542,-0.00209156
53,0.458332,10.2103,-1.39178,-0.119529,-0.00209155
53.05,0.424475,10.1415,-1.48428,-0.0569989,-0.00209155
53.1,0.390042,10.0738,-1.56905,-0.000108811,-0.00209154
53.15,0.355146,10.0074,-1.64598,0.0510824,-0.00209154
53.2,0.319886,9.94213,-1.71503,0.0965917,-0.00209154
53.25,0.284342,9.87809,-1.77625,0.13649,-0.00209154
53.3,0.248581,9.81513,-1.82967,0.170882,-0.00209154
53.35,0.212654,9.75317,-1.87539,0.199888,-0.00209154
53.4,0.176598,9.69205,-1.91347,0.223631,-0.00209155
53.45,0.140444,9.63163,-1.944,0.242221,-0.00209155
53.5,0.10421,9.57175,-1.96704,0.25575,-0.00209155
53.55,0.0679123,9.51221,-1.98262,0.264283,-0.00209155
53.6,0.0315608,9.45283,-1.99077,0.267859,-0.00209155
53.65,-0.00483592,9.39343,-1.99148,0.266479,-0.00209155
53.7,-0.0412691,9.3338,-1.98471,0.260115,-0.00209155
53.75,-0.077728,9.27377,-1.97041,0.248704,-0.00209154
53.8,-0.114198,9.21314,-1.9485,0.232154,-0.00209154
53.85,-0.150659,9.15174,-1.91888,0.210343,-0.00209154
53.9,-0.187081,9.08942,-1.88143,0.183129,-0.00209154
53.95,-0.223426,9.02604,-1.83602,0.150358,-0.00209153
54,-0.259642,8.96149,-1.78254,0.111872,-0.00209153
54.05,-0.295661,8.89567,-1.72087,0.0675278,-0.00209153
54.1,-0.331402,8.82854,-1.65095,0.0172131,-0.00209153
54.15,-0.366764,8.76008,-1.57277,-0.0391307,-0.00209154
54.2,-0.401629,8.6903,-1.48637,-0.101487,-0.00209154
54.25,-0.435862,8.61925,-1.39192,-0.169738,-0.00209155
54.3,-0.469314,8.54703,-1.28969,-0.243647,-0.00209156
54.35,-0.501824,8.47376,-1.18008,-0.32284,-0.00209157
54.4,-0.533219,8.39956,-1.06364,-0.406797,-0.00209158
54.45,-0.563327,8.32461,-0.941057,-0.494854,-0.00209159
54.5,-0.591974,8.24905,-0.813157,-0.58621,-0.00209159
54.55,-0.618992,8.17306,-0.680869,-0.679943,-0.00209159
54.6,-0.644221,8.09676,-0.545218,-0.775039,-0.00209158
54.65,-0.667516,8.02029,-0.407292,-0.870416,-0.00209156
54.7,-0.688744,7.94374,-0.268215,-0.964952,-0.00209154
54.75,-0.707788,7.8672,-0.129125,-1.05751,-0.00209151
54.8,-0.724545,7.79069,0.00885123,-1.14696,-0.00209147
54.85,-0.738927,7.71422,0.144608,-1.2322,-0.00209143
54.9,-0.750859,7.63775,0.27707,-1.31216,-0.00209139
54.95,-0.760272,7.5612,0.405196,-1.38578,-0.00209134
55,-0.767104,7.48446,0.527972,-1.45207,-0.00209128
55.05,-0.771297,7.40738,0.644399,-1.51002,-0.00209122
55.1,-0.772787,7.32974,0.753479,-1.55865,-0.00209116
55.15,-0.771504,7.25131,0.854196,-1.59696,-0.00209108
55.2,-0.767362,7.17175,0.94549,-1.62389,-0.002091
55.25,-0.760253,7.09068,1.02622,-1.63834,-0.00209091
55.3,-0.750038,7.00763,1.09516,-1.6391,-0.00209079
55.35,-0.736529,6.922,1.15092,-1.62482,-0.00209065
55.4,-0.719474,6.83303,1.19193,-1.59399,-0.00209045
55.45,-0.698526,6.73974,1.21645,-1.54494,-0.00209013
55.5,-0.673203,6.64081,1.22256,-1.47582,-0.00208951
55.55,-0.642822,6.53446,1.20838,-1.38486,-0.00208802
55.6,-0.60641,6.41817,1.17276,-1.2711,-0.00208348
55.65,-0.562606,6.28846,1.11759,-1.13665,-0.00206783
55.7,-0.509778,6.14104,1.05461,-0.993612,-0.00201992
55.75,-0.447309,5.97376,1.02035,-0.879086,-0.00198614
55.8,-0.379376,5.79543,1.07355,-0.852667,-0.00208725
55.85,-0.314979,5.62611,1.22083,-0.921887,-0.00218652
55.9,-0.25919,5.47678,1.40572,-1.03098,-0.00225453
55.95,-0.211765,5.34626,1.58732,-1.13939,-0.00227603
56,-0.171059,5.2304,1.75137,-1.23304,-0.0022821
56.05,-0.135613,5.12566,1.89508,-1.30923,-0.002284
56.1,-0.104353,5.02948,2.01931,-1.36885,-0.00228468
56.15,-0.0765028,4.94009,2.12589,-1.41378,-0.00228496
56.2,-0.0514908,4.85617,2.21679,-1.44599,-0.0022851
56.25,-0.028887,4.77679,2.29381,-1.46729,-0.00228517
56.3,-0.00835751,4.70122,2.35857,-1.47931,-0.00228522
56.35,0.0103633,4.62891,2.41248,-1.48346,-0.00228524
56.4,0.0274921,4.55945,2.45677,-1.48096,-0.00228526
56.45,0.0432099,4.49249,2.49252,-1.47292,-0.00228528
56.5,0.0576711,4.42775,2.52069,-1.46026,-0.00228528
56.55,0.07101,4.36503,2.54211,-1.44382,-0.00228529
56.6,0.0833455,4.30415,2.55752,-1.42434,-0.00228529
56.65,0.0947851,4.24497,2.56758,-1.40248,-0.00228529
56.7,0.105427,4.18738,2.57287,-1.37881,-0.00228529
56.75,0.115362,4.13129,2.5739,-1.35384,-0.00228529
56.8,0.124677,4.07664,2.57113,-1.32802,-0.00228529
56.85,0.13345,4.02337,2.56496,-1.30174,-0.00228529
56.9,0.14176,3.97145,2.55574,-1.27535,-0.00228529
56.95,0.149676,3.92086,2.54377,-1.24914,-0.00228529
57,0.157267,3.87157,2.5293,-1.22337,-0.00228528
57.05,0.164594,3.82356,2.51256,-1.19823,-0.00228528
57.1,0.171712,3.77682,2.49372,-1.17391,-0.00228528
57.15,0.178669,3.73131,2.47294,-1.15053,-0.00228528
57.2,0.185501,3.68701,2.45033,-1.12821,-0.00228528
57.25,0.192235,3.64385,2.42598,-1.10703,-0.00228528
57.3,0.198886,3.60176,2.39999,-1.08705,-0.00228528
57.35,0.205453,3.56065,2.37241,-1.06831,-0.00228528
57.4,0.211924,3.52038,2.34331,-1.05087,-0.00228528
57.45,0.218273,3.48081,2.31273,-1.03475,-0.00228528
57.5,0.224463,3.44177,2.28074,-1.01999,-0.00228528
57.55,0.230448,3.40306,2.24741,-1.00663,-0.00228528
57.6,0.236179,3.3645,2.21281,-0.994715,-0.00228528
57.65,0.241605,3.32587,2.17701,-0.984311,-0.00228528
57.7,0.246676,3.28699,2.14013,-0.975482,-0.00228527
57.75,0.251351,3.24768,2.10226,-0.968309,-0.00228527
57.8,0.255594,3.20778,2.06351,-0.962879,-0.00228527
57.85,0.259385,3.16715,2.02401,-0.959292,-0.00228527
57.9,0.262711,3.12567,1.9839,-0.957652,-0.00228527
57.95,0.265574,3.08325,1.94329,-0.958065,-0.00228526
58,0.267989,3.03984,1.90232,-0.960637,-0.00228526
58.05,0.269981,2.99537,1.8611,-0.965462,-0.00228526
58.1,0.271583,2.94983,1.81973,-0.972627,-0.00228526
58.15,0.27284,2.90319,1.77831,-0.982197,-0.00228526
58.2,0.273801,2.85545,1.73688,-0.99422,-0.00228526
58.25,0.274525,2.80659,1.69549,-1.00872,-0.00228526
58.3,0.275072,2.75662,1.65413,-1.02568,-0.00228526
58.35,0.275507,2.70554,1.6128,-1.04506,-0.00228526
58.4,0.275901,2.65334,1.57141,-1.0668,-0.00228526
58.45,0.276324,2.6,1.52987,-1.09077,-0.00228526
58.5,0.276853,2.54552,1.48805,-1.11683,-0.00228527
58.55,0.277563,2.48987,1.44576,-1.14479,-0.00228527
58.6,0.278536,2.43301,1.40278,-1.17442,-0.00228528
58.65,0.279856,2.3749,1.35884,-1.20542,-0.00228528
58.7,0.281609,2.31549,1.31361,-1.23748,-0.00228528
58.75,0.283886,2.2547,1.26673,-1.27022,-0.00228529
58.8,0.286785,2.19244,1.21778,-1.30318,-0.00228529
58.85,0.290409,2.12861,1.16625,-1.33588,-0.00228529
58.9,0.29487,2.06306,1.1116,-1.36775,-0.00228529
58.95,0.30029,1.99563,1.0532,-1.39814,-0.00228529
59,0.306804,1.92612,0.990328,-1.42632,-0.00228529
59.05,0.314566,1.85429,0.922179,-1.45147,-0.00228528
59.1,0.323751,1.77981,0.847839,-1.47265,-0.00228527
59.15,0.334565,1.70231,0.76627,-1.48881,-0.00228524
59.2,0.347255,1.6213,0.676302,-1.49875,-0.00228519
59.25,0.362121,1.53615,0.576619,-1.50112,-0.00228511
59.3,0.379543,1.44603,0.465776,-1.49443,-0.00228493
59.35,0.400006,1.34985,0.342262,-1.47711,-0.00228452
59.4,0.424147,1.24613,0.20473,-1.44775,-0.00228348
59.45,0.452802,1.13286,0.0526374,-1.40568,-0.00228053
59.5,0.487028,1.0074,-0.11196,-1.35279,-0.00227192
59.55,0.52789,0.866952,-0.279934,-1.29793,-0.00225228
59.6,0.575402,0.71085,-0.427599,-1.2643,-0.00224693
59.65,0.626222,0.545999,-0.521601,-1.28445,-0.00228018
59.7,0.673872,0.386487,-0.55753,-1.36176,-0.00230904
59.75,0.714017,0.241406,-0.567713,-1.46295,-0.00233766
59.8,0.746099,0.111233,-0.580298,-1.55918,-0.00234973
59.85,0.77105,-0.0067647,-0.607266,-1.63802,-0.00235386
59.9,0.789914,-0.115381,-0.651825,-1.69596,-0.00235542
59.95,0.803523,-0.216784,-0.713856,-1.73295,-0.00235614
60,0.812497,-0.312564,-0.792145,-1.75004,-0.00235655
60.05,0.817291,-0.40387,-0.885183,-1.74864,-0.00235683
60.1,0.818254,-0.491538,-0.99143,-1.73022,-0.00235705
60.15,0.815654,-0.576175,-1.10939,-1.6962,-0.00235724
60.2,0.809714,-0.658214,-1.23762,-1.64798,-0.0023574
60.25,0.800621,-0.737954,-1.3747,-1.58694,-0.00235754
60.3,0.788546,-0.815588,-1.51923,-1.51442,-0.00235766
60.35,0.773651,-0.891219,-1.6698,-1.43181,-0.00235778
60.4,0.756095,-0.964873,-1.825,-1.34048,-0.00235787
60.45,0.736043,-1.03651,-1.98338,-1.24185,-0.00235796
60.5,0.713665,-1.10605,-2.14349,-1.13732,-0.00235803
60.55,0.68914,-1.17333,-2.30388,-1.02832,-0.00235808
60.6,0.66266,-1.23818,-2.46311,-0.91625,-0.00235812
60.65,0.634422,-1.30039,-2.61977,-0.802462,-0.00235815
60.7,0.604634,-1.35972,-2.77253,-0.688259,-0.00235817
60.75,0.573508,-1.4159,-2.92012,-0.574854,-0.00235817
60.8,0.541258,-1.4687,-3.06139,-0.463356,-0.00235817
60.85,0.508096,-1.51784,-3.19529,-0.354753,-0.00235816
60.9,0.474229,-1.56308,-3.32092,-0.249898,-0.00235815
60.95,0.439852,-1.6042,-3.43752,-0.149505,-0.00235813
61,0.405148,-1.64099,-3.54445,-0.0541509,-0.00235812
61.05,0.370283,-1.67329,-3.64122,0.0357201,-0.0023581
61.1,0.335401,-1.70094,-3.72746,0.119788,-0.00235809
61.15,0.300625,-1.72385,-3.80292,0.19784,-0.00235807
61.2,0.266054,-1.74195,-3.86743,0.269761,-0.00235806
61.25,0.231763,-1.7552,-3.92091,0.335511,-0.00235806
61.3,0.197801,-1.7636,-3.96336,0.395107,-0.00235805
61.35,0.164195,-1.76716,-3.99481,0.44861,-0.00235804
61.4,0.130946,-1.76592,-4.01531,0.496104,-0.00235804
61.45,0.0980351,-1.75995,-4.02494,0.537679,-0.00235804
61.5,0.0654195,-1.74929,-4.02377,0.573415,-0.00235803
61.55,0.0330382,-1.73401,-4.01183,0.603368,-0.00235803
61.6,0.000810236,-1.71415,-3.98914,0.627553,-0.00235803
61.65,-0.0313645,-1.68975,-3.95566,0.645932,-0.00235803
61.7,-0.0636056,-1.66081,-3.91129,0.658401,-0.00235802
61.75,-0.0960537,-1.62731,-3.85585,0.664777,-0.00235802
61.8,-0.128873,-1.58914,-3.78907,0.664785,-0.00235801
61.85,-0.162255,-1.54618,-3.71059,0.658049,-0.002358
61.9,-0.196426,-1.49817,-3.61994,0.644079,-0.00235797
61.95,-0.231657,-1.44479,-3.51653,0.622272,-0.00235792
62,-0.268279,-1.38553,-3.3997,0.591917,-0.00235782
62.05,-0.306702,-1.3197,-3.26871,0.552242,-0.00235759
62.1,-0.347449,-1.24632,-3.12291,0.502541,-0.00235703
62.15,-0.391195,-1.16404,-2.96208,0.442512,-0.00235556
62.2,-0.438809,-1.07101,-2.78732,0.373136,-0.00235142
62.25,-0.491343,-0.964906,-2.6033,0.298883,-0.00233996
62.3,-0.549729,-0.843579,-2.42317,0.232593,-0.00231732
62.35,-0.613586,-0.707854,-2.27445,0.201245,-0.00231494
62.4,-0.679298,-0.566082,-2.18753,0.234381,-0.00234759
62.45,-0.741225,-0.431322,-2.1592,0.327744,-0.00238478
62.5,-0.796229,-0.310679,-2.1572,0.448142,-0.00241225
62.55,-0.844221,-0.204102,-2.15637,0.569723,-0.00242313
62.6,-0.886177,-0.109105,-2.14577,0.681096,-0.0024268
62.65,-0.923101,-0.0231971,-2.1221,0.778652,-0.00242809
62.7,-0.955786,0.055594,-2.08508,0.861908,-0.00242859
62.75,-0.984825,0.128754,-2.03552,0.931502,-0.00242881
62.8,-1.01066,0.197402,-1.97451,0.988411,-0.00242892
62.85,-1.0336,0.262396,-1.90316,1.03366,-0.00242899
62.9,-1.05392,0.324404,-1.82251,1.0682,-0.00242903
62.95,-1.07177,0.383956,-1.73348,1.09289,-0.00242907
63,-1.08732,0.441483,-1.63688,1.10851,-0.00242909
63.05,-1.10067,0.497336,-1.53343,1.11571,-0.00242912
63.1,-1.11191,0.551806,-1.42375,1.11511,-0.00242913
63.15,-1.12109,0.605135,-1.3084,1.10721,-0.00242915
63.2,-1.12828,0.657525,-1.18787,1.09251,-0.00242917
63.25,-1.13351,0.709144,-1.06263,1.07143,-0.00242918
63.3,-1.13682,0.760128,-0.933093,1.04438,-0.0024292
63.35,-1.13824,0.810589,-0.799641,1.01172,-0.00242921
63.4,-1.13779,0.86061,-0.662655,0.973836,-0.00242922
63.45,-1.13552,0.910253,-0.522498,0.931067,-0.00242923
63.5,-1.13143,0.959555,-0.379535,0.883773,-0.00242925
63.55,-1.12557,1.00853,-0.234133,0.832312,-0.00242926
63.6,-1.11797,1.05717,-0.0866659,0.77705,-0.00242927
63.65,-1.10867,1.10544,0.0624822,0.718361,-0.00242928
63.7,-1.09772,1.1533,0.212915,0.656631,-0.00242929
63.75,-1.08517,1.20066,0.364224,0.592255,-0.0024293
63.8,-1.07109,1.24744,0.515993,0.525635,-0.00242931
63.85,-1.05554,1.29351,0.667796,0.457176,-0.00242931
