x1,x2,y1,y2
-1.41983,-1.45222,-1.40857,-2.40805
-1.35157,-1.48497,-1.4742,-2.46526
-1.26976,-1.51619,-1.54522,-2.51438
-1.17159,-1.54299,-1.62092,-2.54939
-1.0574,-1.55967,-1.69762,-2.56233
-0.93538,-1.5596,-1.76779,-2.54904
-0.817066,-1.54129,-1.82549,-2.51505
-0.707898,-1.50862,-1.87053,-2.46957
-0.607946,-1.46597,-1.90536,-2.41897
-0.515693,-1.41646,-1.93237,-2.36668
-0.42958,-1.36207,-1.95332,-2.31451
-0.348329,-1.30413,-1.96943,-2.26344
-0.270935,-1.24354,-1.98156,-2.21405
-0.196607,-1.18093,-1.99031,-2.16666
-0.124711,-1.11682,-1.99611,-2.1215
-0.0547326,-1.05157,-1.99925,-2.0787
0.0137547,-0.985509,-1.99995,-2.03832
0.0811045,-0.918893,-1.99835,-2.00043
0.147612,-0.851952,-1.99455,-1.96503
0.213522,-0.784884,-1.98857,-1.93213
0.279031,-0.717867,-1.98044,-1.90173
0.344293,-0.651057,-1.97014,-1.87382
0.409417,-0.584595,-1.95765,-1.84837
0.474466,-0.518602,-1.94291,-1.82537
0.539459,-0.453184,-1.92587,-1.8048
0.604367,-0.388425,-1.9065,-1.78665
0.669114,-0.324385,-1.88475,-1.77091
0.733577,-0.261102,-1.86061,-1.75759
0.797586,-0.198588,-1.83408,-1.74669
0.860932,-0.136822,-1.80521,-1.73822
0.923366,-0.0757567,-1.77409,-1.73221
0.984612,-0.0153138,-1.74084,-1.72867
1.04437,0.0446142,-1.70566,-1.72762
1.10234,0.10416,-1.66879,-1.72908
1.15821,0.163478,-1.63051,-1.73305
1.21167,0.222739,-1.59118,-1.73953
1.26246,0.28212,-1.55119,-1.74849
1.31033,0.341804,-1.51097,-1.75989
1.35506,0.401966,-1.47099,-1.77366
1.39649,0.46277,-1.43172,-1.78972
1.43448,0.52436,-1.39365,-1.80798
1.46896,0.586863,-1.35726,-1.82833
1.49987,0.650376,-1.32303,-1.85063
1.52719,0.714975,-1.2914,-1.87476
1.55093,0.780708,-1.26279,-1.90057
1.5711,0.847602,-1.23759,-1.92791
1.58774,0.91566,-1.21617,-1.95665
1.60086,0.98487,-1.19886,-1.98661
1.61044,1.0552,-1.18595,-2.01764
1.61646,1.12661,-1.17774,-2.04955
1.61881,1.19904,-1.1745,-2.08213
1.61735,1.27243,-1.17651,-2.11514
1.61182,1.34668,-1.18408,-2.14829
1.60186,1.42169,-1.19752,-2.18116
1.58692,1.49729,-1.21725,-2.21322
1.56624,1.57324,-1.24374,-2.24372
1.53873,1.64913,-1.27762,-2.2715
1.50287,1.7242,-1.31961,-2.29481
1.45663,1.79694,-1.37048,-2.31079
1.39781,1.86433,-1.43043,-2.31494
1.32586,1.92069,-1.49736,-2.30121
1.24554,1.95888,-1.56481,-2.26563
1.16607,1.97591,-1.6249,-2.21154
1.0937,1.97514,-1.67446,-2.14677
1.02977,1.96158,-1.71452,-2.07747
0.973423,1.93904,-1.74713,-2.00709
0.923457,1.91002,-1.77404,-1.93742
0.878781,1.87613,-1.79659,-1.86941
0.838509,1.83844,-1.81574,-1.80362
0.801934,1.79771,-1.83219,-1.74034
0.76848,1.75449,-1.84647,-1.6798
0.737674,1.70921,-1.85899,-1.62209
0.709118,1.66218,-1.87007,-1.56731
0.682468,1.61368,-1.87996,-1.51549
0.657422,1.56393,-1.88886,-1.46666
0.633712,1.5131,-1.89695,-1.42083
0.611092,1.46135,-1.90435,-1.37799
0.589334,1.40884,-1.9112,-1.33813
0.568225,1.35569,-1.91758,-1.30122
0.547563,1.302,-1.92358,-1.26721
0.527152,1.2479,-1.92928,-1.23608
0.506804,1.19347,-1.93472,-1.20775
0.486335,1.13881,-1.93997,-1.18216
0.465563,1.08401,-1.94506,-1.15923
0.444311,1.02916,-1.95002,-1.13888
0.422403,0.974328,-1.95489,-1.12099
0.399669,0.919598,-1.95966,-1.10545
0.375944,0.865041,-1.96435,-1.09212
0.351068,0.810729,-1.96895,-1.08085
0.324891,0.756727,-1.97344,-1.07148
0.297276,0.703099,-1.97778,-1.06383
0.268101,0.649903,-1.98195,-1.0577
0.237264,0.597194,-1.98588,-1.0529
0.204686,0.545023,-1.9895,-1.0492
0.170312,0.493436,-1.99274,-1.04638
0.134119,0.442475,-1.9955,-1.04423
0.0961153,0.39218,-1.99769,-1.04252
0.0563385,0.342587,-1.99921,-1.04105
0.0148596,0.29373,-1.99994,-1.03962
-0.0282208,0.245643,-1.9998,-1.03803
-0.0727748,0.198358,-1.99868,-1.03613
-0.11865,0.151908,-1.99648,-1.03377
-0.165676,0.106326,-1.99313,-1.03083
-0.213663,0.0616443,-1.98855,-1.0272
-0.262414,0.0178987,-1.98271,-1.0228
-0.311721,-0.0248759,-1.97556,-1.01758
-0.361378,-0.0666439,-1.96708,-1.0115
-0.411174,-0.10737,-1.95728,-1.00454
-0.460907,-0.147018,-1.94617,-0.996707
-0.510377,-0.185554,-1.93378,-0.988008
-0.559395,-0.222945,-1.92018,-0.978475
-0.607783,-0.25916,-1.90541,-0.96815
-0.655375,-0.294169,-1.88957,-0.957086
-0.702015,-0.327948,-1.87275,-0.945344
-0.747565,-0.360473,-1.85503,-0.932992
-0.791897,-0.391723,-1.83655,-0.920106
-0.834901,-0.421685,-1.8174,-0.906766
-0.876479,-0.450344,-1.79772,-0.893057
-0.916547,-0.477692,-1.77762,-0.879064
-0.955034,-0.503725,-1.75725,-0.864877
-0.991882,-0.528441,-1.73671,-0.850585
-1.02705,-0.551841,-1.71615,-0.836277
-1.06049,-0.57393,-1.69569,-0.822042
-1.09219,-0.594717,-1.67545,-0.807967
-1.12213,-0.614212,-1.65555,-0.794139
-1.1503,-0.632427,-1.6361,-0.780639
-1.1767,-0.649376,-1.61722,-0.767549
-1.20133,-0.665076,-1.599,-0.754945
-1.22422,-0.679543,-1.58155,-0.7429
-1.24536,-0.692795,-1.56495,-0.731483
-1.26479,-0.704849,-1.54929,-0.72076
-1.28251,-0.715724,-1.53465,-0.710791
-1.29856,-0.725435,-1.5211,-0.701631
-1.31294,-0.734001,-1.5087,-0.693333
-1.3257,-0.741436,-1.49751,-0.685941
-1.33684,-0.747754,-1.48757,-0.679498
-1.34638,-0.752968,-1.47893,-0.67404
-1.35436,-0.757087,-1.47163,-0.669597
-1.36078,-0.76012,-1.4657,-0.666196
-1.36566,-0.762074,-1.46116,-0.663857
-1.36901,-0.762951,-1.45802,-0.662596
-1.37085,-0.762753,-1.45629,-0.662425
-1.37117,-0.761478,-1.45599,-0.663347
-1.36999,-0.759122,-1.4571,-0.665363
-1.36731,-0.755678,-1.45961,-0.668469
-1.36312,-0.751135,-1.46353,-0.672655
-1.35743,-0.745483,-1.4688,-0.677905
-1.35023,-0.738704,-1.47543,-0.684201
-1.34152,-0.730782,-1.48335,-0.691516
-1.33128,-0.721697,-1.49254,-0.699823
-1.31953,-0.711425,-1.50295,-0.709087
-1.30624,-0.699943,-1.51451,-0.719271
-1.29142,-0.687223,-1.52717,-0.730331
-1.27506,-0.673237,-1.54085,-0.742222
-1.25716,-0.657956,-1.55549,-0.754894
-1.23773,-0.641349,-1.57099,-0.768293
-1.21678,-0.623384,-1.58727,-0.782366
-1.19433,-0.60403,-1.60423,-0.797053
-1.1704,-0.583254,-1.62178,-0.812297
-1.14503,-0.561026,-1.63979,-0.828038
-1.11825,-0.537314,-1.65817,-0.844217
-1.09011,-0.512091,-1.6768,-0.860778
-1.0607,-0.485328,-1.69556,-0.877666
-1.03008,-0.457002,-1.71433,-0.894831
-0.998338,-0.427091,-1.73301,-0.912231
-0.965587,-0.395579,-1.75147,-0.92983
-0.931943,-0.362452,-1.7696,-0.947602
-0.897532,-0.327704,-1.7873,-0.965535
-0.862494,-0.291334,-1.80447,-0.983629
-0.826978,-0.25335,-1.82102,-1.0019
-0.791136,-0.213765,-1.83687,-1.02039
-0.755123,-0.172603,-1.85197,-1.03915
-0.71909,-0.129899,-1.86626,-1.05826
-0.68318,-0.0856975,-1.8797,-1.07782
-0.647525,-0.0400531,-1.89228,-1.09794
-0.612236,0.00696696,-1.90399,-1.11876
-0.577402,0.0552847,-1.91484,-1.14043
-0.543086,0.104812,-1.92485,-1.16313
-0.509321,0.15545,-1.93406,-1.18701
-0.476108,0.207092,-1.9425,-1.21227
-0.443418,0.259624,-1.95023,-1.23908
-0.411193,0.312929,-1.95727,-1.2676
-0.379348,0.366883,-1.96369,-1.29801
-0.347773,0.42136,-1.96953,-1.33044
-0.316337,0.476235,-1.97482,-1.36505
-0.284893,0.531381,-1.9796,-1.40194
-0.253277,0.586672,-1.9839,-1.44123
-0.221312,0.641979,-1.98772,-1.48301
-0.188809,0.697176,-1.99107,-1.52735
-0.155568,0.752132,-1.99394,-1.57432
-0.121373,0.806717,-1.99631,-1.62396
-0.0859992,0.860791,-1.99815,-1.6763
-0.0491999,0.914209,-1.99939,-1.73136
-0.0107087,0.966815,-1.99997,-1.78915
0.0297693,1.01843,-1.99978,-1.84964
0.0725653,1.06887,-1.99868,-1.91282
0.118059,1.1179,-1.99651,-1.97861
0.166696,1.16524,-1.99304,-2.04693
0.219007,1.21057,-1.98797,-2.11763
0.275649,1.25344,-1.98091,-2.19051
0.337448,1.29329,-1.97133,-2.26522
0.405472,1.32931,-1.95847,-2.34124
0.481137,1.36036,-1.94126,-2.41767
0.566311,1.38467,-1.91815,-2.49286
0.663286,1.39939,-1.88681,-2.56367
0.773822,1.40016,-1.84423,-2.62379
0.895069,1.38186,-1.78853,-2.66205
1.01419,1.34416,-1.72378,-2.66777
1.11719,1.29454,-1.65888,-2.64303
1.20102,1.24058,-1.59923,-2.59845
1.26876,1.1859,-1.54605,-2.54261
1.32391,1.13187,-1.49909,-2.48048
1.36915,1.07898,-1.45789,-2.41486
1.40637,1.02737,-1.42202,-2.34741
1.4369,0.977095,-1.39116,-2.27918
1.46171,0.928162,-1.36506,-2.21083
1.48151,0.88057,-1.34356,-2.14285
1.4968,0.834324,-1.3265,-2.07558
1.50798,0.789438,-1.31378,-2.00926
1.51531,0.745936,-1.30531,-1.9441
1.519,0.703856,-1.30101,-1.88026
1.51918,0.663243,-1.3008,-1.81788
1.51592,0.624151,-1.3046,-1.75708
1.50927,0.586638,-1.31229,-1.69797
1.49922,0.550769,-1.32376,-1.64068
1.48575,0.516601,-1.33886,-1.58532
1.46883,0.484192,-1.3574,-1.53202
1.4484,0.453587,-1.37918,-1.48089
1.42442,0.424813,-1.40394,-1.43208
1.39684,0.39788,-1.43138,-1.38571
1.36563,0.372769,-1.46118,-1.34193
1.33081,0.349432,-1.49297,-1.30086
1.29238,0.327784,-1.52635,-1.26262
1.25042,0.307707,-1.56091,-1.22731
1.20502,0.289045,-1.59622,-1.195
1.15633,0.271611,-1.63184,-1.16572
1.10452,0.255194,-1.66735,-1.13947
1.04978,0.239562,-1.70234,-1.11621
0.99235,0.224476,-1.73645,-1.09584
0.932465,0.209701,-1.76932,-1.07823
0.870373,0.195012,-1.80068,-1.06319
0.806322,0.180207,-1.83026,-1.05053
0.740551,0.165115,-1.85784,-1.04
0.673291,0.149597,-1.88326,-1.03136
0.604755,0.133551,-1.90638,-1.02435
0.535142,0.116912,-1.92708,-1.01873
0.464634,0.099653,-1.94528,-1.01427
0.3934,0.0817786,-1.96093,-1.01072
0.321594,0.0633235,-1.97398,-1.0079
0.249359,0.0443486,-1.98439,-1.00563
0.176828,0.0249355,-1.99217,-1.00377
0.104127,0.00518307,-1.99729,-1.00219
0.0313746,-0.0147974,-1.99975,-1.00082
-0.0413151,-0.0348864,-1.99957,-0.999594
-0.113831,-0.0549601,-1.99676,-0.998492
-0.186065,-0.0748944,-1.99133,-0.997525
-0.257909,-0.0945688,-1.9833,-0.996731
-0.329254,-0.11387,-1.97271,-0.996182
-0.399991,-0.132697,-1.95959,-0.995979
-0.470007,-0.150963,-1.94399,-0.996249
-0.539184,-0.168601,-1.92595,-0.99715
-0.607398,-0.185567,-1.90554,-0.998862
-0.674518,-0.201843,-1.88282,-1.00159
-0.7404,-0.217441,-1.8579,-1.00555
-0.804894,-0.232409,-1.83089,-1.01097
-0.867834,-0.246824,-1.80191,-1.0181
-0.929045,-0.260803,-1.77112,-1.02718
-0.98834,-0.274493,-1.73873,-1.03843
-1.04553,-0.288073,-1.70496,-1.05207
-1.10041,-0.301745,-1.67006,-1.06828
-1.15278,-0.315729,-1.63435,-1.08723
-1.20247,-0.330254,-1.59815,-1.10902
-1.24929,-0.345546,-1.56182,-1.13374
-1.2931,-0.361821,-1.52575,-1.16143
-1.33376,-0.379275,-1.49033,-1.19207
-1.37119,-0.398077,-1.45597,-1.22564
-1.40532,-0.418364,-1.42305,-1.26205
-1.43612,-0.440241,-1.39197,-1.30122
-1.46358,-0.463778,-1.36306,-1.34305
-1.48772,-0.489013,-1.33667,-1.3874
-1.50859,-0.515955,-1.31307,-1.43417
-1.52624,-0.544591,-1.29252,-1.48324
-1.5407,-0.574889,-1.27524,-1.53448
-1.55204,-0.606801,-1.26141,-1.58779
-1.56029,-0.640272,-1.25119,-1.64306
-1.56548,-0.675244,-1.24469,-1.70019
-1.5676,-0.711656,-1.24202,-1.75908
-1.56663,-0.74945,-1.24325,-1.81964
-1.56248,-0.788575,-1.24846,-1.88176
-1.55505,-0.828985,-1.2577,-1.94533
-1.54416,-0.870645,-1.27105,-2.01021
-1.52959,-0.913529,-1.28855,-2.07625
-1.51099,-0.957621,-1.3103,-2.14324
-1.48795,-1.00292,-1.33641,-2.21091
-1.45988,-1.04941,-1.36702,-2.2789
