t,phi1,phi2,phi1dot,phi2dot,deltaE
21.3,-0.430638,15.282,-2.22264,0.645739,-0.000862572
21.35,-0.453639,15.2677,-2.15857,0.624873,-0.000862572
21.4,-0.476052,15.2536,-2.09155,0.603469,-0.000862572
21.45,-0.497826,15.2397,-2.02166,0.581525,-0.000862572
21.5,-0.518918,15.2261,-1.94903,0.559038,-0.000862572
21.55,-0.539285,15.2128,-1.87375,0.536011,-0.000862572
21.6,-0.558889,15.1998,-1.79593,0.512446,-0.000862572
21.65,-0.577694,15.1873,-1.7157,0.488351,-0.000862572
21.7,-0.595669,15.1752,-1.63318,0.463735,-0.000862572
21.75,-0.612785,15.1636,-1.54847,0.438609,-0.000862572
21.8,-0.629014,15.1525,-1.46171,0.412988,-0.000862572
21.85,-0.644335,15.142,-1.37301,0.386887,-0.000862572
21.9,-0.658724,15.132,-1.28251,0.360325,-0.000862572
21.95,-0.672165,15.1225,-1.19032,0.333321,-0.000862572
22,-0.684639,15.1137,-1.09657,0.305898,-0.000862572
22.05,-0.696133,15.1054,-1.00138,0.278078,-0.000862572
22.1,-0.706634,15.0977,-0.904889,0.249885,-0.000862572
22.15,-0.716132,15.0905,-0.807211,0.221345,-0.000862572
22.2,-0.724616,15.084,-0.708473,0.192484,-0.000862572
22.25,-0.73208,15.078,-0.608798,0.163328,-0.000862572
22.3,-0.738517,15.0727,-0.50831,0.133906,-0.000862572
22.35,-0.743923,15.0679,-0.407129,0.104244,-0.000862572
22.4,-0.748295,15.0636,-0.305379,0.0743708,-0.000862572
22.45,-0.751629,15.06,-0.203179,0.0443136,-0.000862572
22.5,-0.753925,15.0569,-0.100649,0.0141002,-0.000862572
22.55,-0.755184,15.0543,0.00209213,-0.0162421,-0.000862572
22.6,-0.755407,15.0523,0.104925,-0.0466865,-0.000862572
22.65,-0.754596,15.0508,0.207733,-0.0772067,-0.000862572
22.7,-0.752756,15.0498,0.310397,-0.107777,-0.000862572
22.75,-0.749892,15.0494,0.412802,-0.138374,-0.000862572
22.8,-0.74601,15.0494,0.514831,-0.168973,-0.000862572
22.85,-0.74112,15.05,0.616369,-0.199552,-0.000862572
22.9,-0.735231,15.051,0.7173,-0.230091,-0.000862572
22.95,-0.728354,15.0524,0.817509,-0.260571,-0.000862572
23,-0.720504,15.0543,0.916883,-0.290973,-0.000862572
23.05,-0.711697,15.0566,1.01531,-0.321284,-0.000862572
23.1,-0.70195,15.0592,1.11267,-0.351489,-0.000862572
23.15,-0.691285,15.0622,1.20886,-0.381578,-0.000862572
23.2,-0.679726,15.0655,1.30377,-0.411542,-0.000862572
23.25,-0.667298,15.069,1.39728,-0.441375,-0.000862573
23.3,-0.654033,15.0727,1.48928,-0.471074,-0.000862573
23.35,-0.639964,15.0765,1.57968,-0.500637,-0.000862573
23.4,-0.625129,15.0804,1.66836,-0.530066,-0.000862573
23.45,-0.609568,15.0843,1.75522,-0.559365,-0.000862573
23.5,-0.593327,15.0881,1.84015,-0.588537,-0.000862573
23.55,-0.576457,15.0917,1.92305,-0.61759,-0.000862573
23.6,-0.559012,15.0949,2.00382,-0.646529,-0.000862574
23.65,-0.541052,15.0977,2.08235,-0.675362,-0.000862574
23.7,-0.522639,15.0999,2.15855,-0.704094,-0.000862574
23.75,-0.503842,15.1014,2.23231,-0.732728,-0.000862575
23.8,-0.484732,15.1021,2.30353,-0.761265,-0.000862575
23.85,-0.465384,15.1017,2.37209,-0.789701,-0.000862576
23.9,-0.445875,15.1,2.4379,-0.818028,-0.000862576
23.95,-0.426283,15.097,2.50085,-0.846234,-0.000862577
24,-0.406686,15.0925,2.56083,-0.8743,-0.000862577
24.05,-0.387162,15.0861,2.61773,-0.902204,-0.000862577
24.1,-0.36778,15.0779,2.67144,-0.929919,-0.000862578
24.15,-0.348608,15.0676,2.72186,-0.957416,-0.000862577
24.2,-0.329703,15.0551,2.7689,-0.984667,-0.000862577
24.25,-0.311113,15.0402,2.81245,-1.01164,-0.000862576
24.3,-0.29287,15.0229,2.85244,-1.03832,-0.000862576
24.35,-0.274996,15.0031,2.8888,-1.06467,-0.000862575
24.4,-0.257497,14.9808,2.92146,-1.09067,-0.000862575
24.45,-0.240362,14.9558,2.95035,-1.11631,-0.000862575
24.5,-0.223567,14.9283,2.97542,-1.14155,-0.000862575
24.55,-0.207073,14.8982,2.99659,-1.16635,-0.000862575
24.6,-0.19083,14.8656,3.0138,-1.19067,-0.000862576
24.65,-0.174775,14.8305,3.02694,-1.21443,-0.000862578
24.7,-0.158836,14.7929,3.0359,-1.23752,-0.000862579
24.75,-0.142933,14.753,3.04052,-1.25981,-0.000862581
24.8,-0.12698,14.7108,3.0406,-1.28112,-0.000862583
24.85,-0.110883,14.6662,3.03591,-1.30122,-0.000862585
24.9,-0.0945455,14.6193,3.02617,-1.31982,-0.000862587
24.95,-0.0778624,14.5702,3.01102,-1.3366,-0.000862588
25,-0.060724,14.5187,2.99005,-1.35114,-0.000862589
25.05,-0.0430129,14.4649,2.96278,-1.36297,-0.000862589
25.1,-0.0246025,14.4085,2.92866,-1.37153,-0.000862587
25.15,-0.00535439,14.3496,2.88703,-1.37618,-0.000862583
25.2,0.0148852,14.2879,2.83715,-1.37617,-0.000862577
25.25,0.0362906,14.2231,2.77814,-1.37062,-0.000862565
25.3,0.059064,14.1551,2.70901,-1.35854,-0.000862545
25.35,0.0834446,14.0833,2.6286,-1.33877,-0.00086251
25.4,0.109724,14.0071,2.53559,-1.30998,-0.000862444
25.45,0.138265,13.926,2.42845,-1.27062,-0.00086231
25.5,0.169535,13.8389,2.30551,-1.21902,-0.000862007
25.55,0.204151,13.7444,2.16502,-1.15338,-0.000861229
25.6,0.242951,13.6406,2.00554,-1.07224,-0.00085896
25.65,0.287083,13.5249,1.82714,-0.975563,-0.000851555
25.7,0.338045,13.3937,1.63488,-0.868292,-0.000826843
25.75,0.397279,13.2432,1.44824,-0.769647,-0.000771591
25.8,0.464007,13.0748,1.31398,-0.725875,-0.000800585
25.85,0.531811,12.9026,1.27699,-0.780992,-0.000891565
25.9,0.592688,12.7447,1.3114,-0.908086,-0.000981203
25.95,0.644139,12.6059,1.36301,-1.05209,-0.0010228
26,0.687203,12.4834,1.40392,-1.18456,-0.00103496
26.05,0.723423,12.3731,1.42582,-1.29684,-0.00103858
26.1,0.75402,12.272,1.42771,-1.38768,-0.00103983
26.15,0.779865,12.1777,1.4108,-1.45813,-0.00104036
26.2,0.801571,12.0886,1.37685,-1.50983,-0.00104063
26.25,0.819575,12.0036,1.32758,-1.54444,-0.0010408
26.3,0.83419,11.9217,1.26458,-1.56345,-0.00104092
26.35,0.845647,11.8423,1.18924,-1.56821,-0.00104101
26.4,0.854113,11.7647,1.1028,-1.55993,-0.00104109
26.45,0.859715,11.6885,1.00634,-1.53965,-0.00104116
26.5,0.862547,11.6134,0.900883,-1.50836,-0.00104122
26.55,0.862684,11.539,0.787339,-1.46698,-0.00104128
26.6,0.860184,11.4651,0.666594,-1.41636,-0.00104133
26.65,0.855098,11.3915,0.539509,-1.35736,-0.00104138
26.7,0.847473,11.3181,0.406947,-1.29083,-0.00104142
26.75,0.837357,11.2446,0.269783,-1.21767,-0.00104147
26.8,0.824804,11.1711,0.128924,-1.13876,-0.00104151
26.85,0.809874,11.0975,-0.0146912,-1.05505,-0.00104155
26.9,0.792639,11.0237,-0.160082,-0.967533,-0.00104158
26.95,0.773185,10.9499,-0.306237,-0.877211,-0.00104161
27,0.751611,10.876,-0.452118,-0.785128,-0.00104163
27.05,0.728033,10.8023,-0.596681,-0.692326,-0.00104165
27.1,0.702581,10.7287,-0.738893,-0.599834,-0.00104166
27.15,0.6754,10.6554,-0.877762,-0.508639,-0.00104167
27.2,0.646645,10.5827,-1.01236,-0.419655,-0.00104167
27.25,0.61648,10.5107,-1.14184,-0.333706,-0.00104166
27.3,0.585071,10.4395,-1.26549,-0.251497,-0.00104166
27.35,0.552587,10.3693,-1.38268,-0.173603,-0.00104165
27.4,0.519188,10.3003,-1.49295,-0.100463,-0.00104164
27.45,0.485027,10.2326,-1.59595,-0.0323832,-0.00104164
27.5,0.450245,10.1662,-1.69144,0.0304541,-0.00104163
27.55,0.414968,10.1013,-1.77931,0.0879739,-0.00104163
27.6,0.379306,10.0379,-1.8595,0.140189,-0.00104163
27.65,0.343352,9.97596,-1.93203,0.187177,-0.00104163
27.7,0.307186,9.91543,-1.99698,0.229065,-0.00104163
27.75,0.270871,9.85627,-2.05444,0.266008,-0.00104163
27.8,0.234459,9.79839,-2.10452,0.298171,-0.00104163
27.85,0.197991,9.74168,-2.14733,0.325726,-0.00104164
27.9,0.161498,9.68601,-2.18301,0.348834,-0.00104164
27.95,0.125005,9.63125,-2.21165,0.367644,-0.00104164
28,0.0885297,9.57726,-2.23336,0.382285,-0.00104164
28.05,0.0520871,9.52388,-2.24821,0.392869,-0.00104164
28.1,0.015688,9.47097,-2.25627,0.39948,-0.00104164
28.15,-0.020659,9.41835,-2.25761,0.402183,-0.00104164
28.2,-0.0569464,9.36587,-2.25226,0.401018,-0.00104164
28.25,-0.0931672,9.31338,-2.24024,0.395999,-0.00104164
28.3,-0.129314,9.2607,-2.22157,0.38712,-0.00104164
28.35,-0.16538,9.20769,-2.19625,0.374349,-0.00104164
28.4,-0.201353,9.15419,-2.16425,0.357633,-0.00104164
28.45,-0.237222,9.10006,-2.12554,0.336897,-0.00104164
28.5,-0.272969,9.04514,-2.08009,0.31205,-0.00104164
28.55,-0.308573,8.98931,-2.02783,0.28298,-0.00104164
28.6,-0.344004,8.93245,-1.9687,0.249569,-0.00104164
28.65,-0.379224,8.87446,-1.90265,0.211689,-0.00104163
28.7,-0.414188,8.81524,-1.82961,0.16922,-0.00104163
28.75,-0.448836,8.75475,-1.74955,0.122052,-0.00104163
28.8,-0.483095,8.69293,-1.66244,0.070105,-0.00104164
28.85,-0.51688,8.6298,-1.56832,0.0133426,-0.00104164
28.9,-0.550089,8.56537,-1.46728,-0.0482106,-0.00104164
28.95,-0.582607,8.49971,-1.35946,-0.114451,-0.00104165
29,-0.614305,8.43291,-1.24513,-0.185179,-0.00104166
29.05,-0.645044,8.36507,-1.12463,-0.260087,-0.00104166
29.1,-0.674676,8.29634,-0.998424,-0.338748,-0.00104167
29.15,-0.70305,8.22688,-0.867085,-0.420622,-0.00104167
29.2,-0.730014,8.15685,-0.731289,-0.505053,-0.00104167
29.25,-0.75542,8.0864,-0.591805,-0.591291,-0.00104167
29.3,-0.779128,8.01569,-0.449475,-0.678503,-0.00104166
29.35,-0.801008,7.94485,-0.30519,-0.765804,-0.00104165
29.4,-0.820943,7.874,-0.159875,-0.852273,-0.00104163
29.45,-0.838831,7.80322,-0.0144572,-0.93698,-0.00104161
29.5,-0.854583,7.73258,0.130142,-1.019,-0.00104158
29.55,-0.868124,7.66209,0.273027,-1.09744,-0.00104156
29.6,-0.879391,7.59175,0.413331,-1.17142,-0.00104152
29.65,-0.888332,7.52152,0.550223,-1.24011,-0.00104149
29.7,-0.894901,7.45132,0.682902,-1.30271,-0.00104146
29.75,-0.899059,7.38105,0.810592,-1.35844,-0.00104142
29.8,-0.900765,7.31057,0.932529,-1.40654,-0.00104138
29.85,-0.899978,7.23968,1.04795,-1.44625,-0.00104134
29.9,-0.89665,7.16817,1.15607,-1.4768,-0.00104129
29.95,-0.89072,7.09577,1.25606,-1.49739,-0.00104124
30,-0.882111,7.02215,1.34705,-1.50714,-0.00104118
30.05,-0.870721,6.94691,1.42806,-1.50512,-0.00104111
30.1,-0.856412,6.86959,1.498,-1.49027,-0.00104102
30.15,-0.839,6.78959,1.55563,-1.4614,-0.00104091
30.2,-0.818233,6.70615,1.59956,-1.41717,-0.00104075
30.25,-0.793767,6.61831,1.6282,-1.35606,-0.00104048
30.3,-0.765126,6.52479,1.63984,-1.27647,-0.00103992
30.35,-0.731636,6.42383,1.63287,-1.17692,-0.00103849
30.4,-0.692349,6.31303,1.60652,-1.05681,-0.00103414
30.45,-0.645959,6.18906,1.56315,-0.918791,-0.00101944
30.5,-0.590948,6.04799,1.51482,-0.775299,-0.000976798
30.55,-0.526852,5.88816,1.49651,-0.661961,-0.000948687
30.6,-0.457669,5.7182,1.56172,-0.633228,-0.00103016
30.65,-0.391675,5.55677,1.7159,-0.695587,-0.00111501
30.7,-0.333602,5.41434,1.9077,-0.798466,-0.00117456
30.75,-0.283311,5.29014,2.09845,-0.903641,-0.00119438
30.8,-0.239279,5.18042,2.27375,-0.996936,-0.00120016
30.85,-0.200111,5.08191,2.43023,-1.0751,-0.00120198
30.9,-0.164758,4.99219,2.56825,-1.13857,-0.00120263
30.95,-0.132451,4.90957,2.68926,-1.18883,-0.00120289
31,-0.102615,4.83284,2.7949,-1.22754,-0.001203
31.05,-0.0748123,4.76112,2.88672,-1.25629,-0.00120306
31.1,-0.0486951,4.69376,2.96611,-1.27645,-0.00120309
31.15,-0.0239825,4.63029,3.03428,-1.28926,-0.00120311
31.2,-0.000440011,4.57033,3.09227,-1.29576,-0.00120312
31.25,0.0221328,4.51364,3.14098,-1.29685,-0.00120312
31.3,0.0439111,4.46,3.18119,-1.29329,-0.00120312
31.35,0.0650514,4.4093,3.21354,-1.28574,-0.00120312
31.4,0.0856957,4.36145,3.2386,-1.27476,-0.00120312
31.45,0.105975,4.3164,3.25684,-1.26081,-0.00120312
31.5,0.12601,4.27413,3.26865,-1.24427,-0.00120312
31.55,0.145917,4.23466,3.27436,-1.22548,-0.00120312
31.6,0.165801,4.19803,3.27424,-1.20467,-0.00120312
31.65,0.185764,4.16429,3.26849,-1.18205,-0.00120312
31.7,0.205898,4.13352,3.25728,-1.15777,-0.00120312
31.75,0.22629,4.10578,3.24074,-1.13192,-0.00120311
31.8,0.247015,4.08116,3.21896,-1.10459,-0.00120311
31.85,0.26814,4.05973,3.19202,-1.07581,-0.00120311
31.9,0.289719,4.04157,3.15996,-1.04561,-0.00120311
31.95,0.311795,4.02672,3.12285,-1.014,-0.00120311
32,0.334396,4.01523,3.08071,-0.980981,-0.00120311
32.05,0.357536,4.00712,3.03361,-0.946542,-0.00120312
32.1,0.381216,4.00239,2.98159,-0.910682,-0.00120312
32.15,0.405422,4.00102,2.92471,-0.873396,-0.00120312
32.2,0.430129,4.00297,2.86304,-0.834678,-0.00120312
32.25,0.455299,4.00818,2.79664,-0.794526,-0.00120312
32.3,0.480886,4.01657,2.72561,-0.752931,-0.00120312
32.35,0.506836,4.02806,2.65002,-0.709883,-0.00120312
32.4,0.533088,4.04256,2.56994,-0.665368,-0.00120312
32.45,0.559577,4.05996,2.48547,-0.619365,-0.00120312
32.5,0.586234,4.08016,2.39667,-0.571846,-0.00120312
32.55,0.612988,4.10304,2.30362,-0.52278,-0.00120312
32.6,0.639766,4.12852,2.2064,-0.47213,-0.00120312
32.65,0.666494,4.15647,2.10507,-0.419861,-0.00120312
32.7,0.693095,4.18679,1.99971,-0.365936,-0.00120312
32.75,0.719491,4.21938,1.8904,-0.310328,-0.00120312
32.8,0.745604,4.25412,1.77722,-0.253019,-0.00120312
32.85,0.771351,4.29091,1.66026,-0.194006,-0.00120313
32.9,0.796647,4.32962,1.53965,-0.133309,-0.00120313
32.95,0.821405,4.37013,1.41552,-0.0709766,-0.00120313
33,0.845534,4.41232,1.28803,-0.00708733,-0.00120313
33.05,0.868942,4.45604,1.15736,0.0582411,-0.00120313
33.1,0.891532,4.50117,1.02375,0.12485,-0.00120313
33.15,0.913207,4.54754,0.88745,0.192537,-0.00120313
33.2,0.933872,4.59503,0.748764,0.261054,-0.00120313
33.25,0.953428,4.64348,0.608021,0.330112,-0.00120313
33.3,0.971783,4.69275,0.465588,0.399381,-0.00120313
33.35,0.988847,4.7427,0.321859,0.468497,-0.00120313
33.4,1.00453,4.79321,0.177248,0.537065,-0.00120312
33.45,1.01877,4.84416,0.0321872,0.604673,-0.00120311
33.5,1.03147,4.89545,-0.112881,0.670892,-0.00120311
33.55,1.04259,4.947,-0.257513,0.735288,-0.0012031
33.6,1.05206,4.99875,-0.401266,0.797426,-0.00120309
33.65,1.05984,5.05066,-0.543702,0.856873,-0.00120308
33.7,1.06588,5.1027,-0.684392,0.913203,-0.00120307
33.75,1.07014,5.15489,-0.822912,0.965999,-0.00120306
33.8,1.07261,5.20723,-0.958846,1.01485,-0.00120305
33.85,1.07325,5.25979,-1.09178,1.05934,-0.00120303
33.9,1.07204,5.31262,-1.2213,1.09906,-0.00120302
33.95,1.06895,5.36583,-1.34698,1.13361,-0.00120301
34,1.06395,5.41951,-1.46837,1.16253,-0.00120299
34.05,1.05703,5.47381,-1.58502,1.18539,-0.00120298
34.1,1.04814,5.5289,-1.69642,1.2017,-0.00120296
34.15,1.03724,5.58498,-1.80202,1.21093,-0.00120294
34.2,1.02427,5.64226,-1.90122,1.21249,-0.00120292
34.25,1.00917,5.70104,-1.99333,1.20574,-0.00120289
34.3,0.991833,5.76162,-2.07759,1.18994,-0.00120286
34.35,0.97214,5.82442,-2.15312,1.16426,-0.00120282
34.4,0.949933,5.88989,-2.21892,1.12775,-0.00120277
34.45,0.925,5.95865,-2.27385,1.07932,-0.00120269
34.5,0.897061,6.03143,-2.31662,1.01777,-0.00120256
34.55,0.865738,6.10922,-2.34581,0.941779,-0.00120229
34.6,0.83052,6.19331,-2.36001,0.850051,-0.00120165
34.65,0.7907,6.28544,-2.35817,0.741689,-0.0011999
34.7,0.745311,6.388,-2.34059,0.617242,-0.00119454
34.75,0.693115,6.50404,-2.31188,0.481608,-0.00117791
34.8,0.632947,6.63654,-2.28786,0.351118,-0.00114174
34.85,0.565331,6.78458,-2.30474,0.262702,-0.00114407
34.9,0.495052,6.93727,-2.40076,0.255602,-0.00119708
34.95,0.428841,7.07906,-2.56442,0.319316,-0.00125644
35,0.369595,7.20336,-2.75257,0.411399,-0.0012923
35.05,0.316838,7.31137,-2.93715,0.504203,-0.00130468
35.1,0.269263,7.40611,-3.10739,0.587173,-0.00130861
35.15,0.225691,7.49019,-3.26039,0.657528,-0.00130994
35.2,0.185215,7.56556,-3.39609,0.715302,-0.00131044
35.25,0.14715,7.63357,-3.51538,0.761421,-0.00131065
35.3,0.110974,7.69522,-3.61936,0.79701,-0.00131074
35.35,0.0762768,7.75118,-3.70907,0.823149,-0.00131078
35.4,0.0427282,7.80194,-3.78546,0.840786,-0.00131081
35.45,0.0100564,7.84786,-3.84933,0.850726,-0.00131082
35.5,-0.0219674,7.88917,-3.90132,0.85363,-0.00131083
35.55,-0.053539,7.92601,-3.94198,0.85003,-0.00131083
35.6,-0.084828,7.95846,-3.97172,0.840341,-0.00131083
35.65,-0.115982,7.98656,-3.99087,0.824878,-0.00131083
35.7,-0.14713,8.01031,-3.99966,0.803867,-0.00131083
35.75,-0.178383,8.02966,-3.99825,0.777457,-0.00131083
35.8,-0.209834,8.04457,-3.98677,0.745737,-0.00131084
35.85,-0.241559,8.05498,-3.96525,0.708746,-0.00131084
35.9,-0.273616,8.06081,-3.93374,0.666484,-0.00131084
35.95,-0.306045,8.06201,-3.89225,0.618929,-0.00131084
36,-0.338862,8.05852,-3.84078,0.566049,-0.00131085
36.05,-0.372064,8.05033,-3.77934,0.507813,-0.00131085
36.1,-0.405626,8.03742,-3.70797,0.44421,-0.00131086
36.15,-0.439498,8.01981,-3.62675,0.375257,-0.00131087
36.2,-0.473607,7.99757,-3.53578,0.301014,-0.00131088
36.25,-0.507858,7.97078,-3.43525,0.221601,-0.00131089
36.3,-0.542133,7.93958,-3.32542,0.137206,-0.0013109
36.35,-0.576295,7.90412,-3.20662,0.0481011,-0.00131091
36.4,-0.610188,7.8646,-3.07929,-0.0453512,-0.00131092
36.45,-0.643642,7.82124,-2.94395,-0.142685,-0.00131093
36.5,-0.676473,7.7743,-2.80124,-0.24333,-0.00131094
36.55,-0.708491,7.72404,-2.65192,-0.346605,-0.00131094
36.6,-0.7395,7.67074,-2.49682,-0.451724,-0.00131094
36.65,-0.769305,7.61467,-2.33688,-0.557807,-0.00131094
36.7,-0.797713,7.55613,-2.17313,-0.663887,-0.00131093
36.75,-0.824538,7.49536,-2.00664,-0.768931,-0.0013109
36.8,-0.849604,7.43264,-1.83854,-0.871857,-0.00131088
36.85,-0.872745,7.36816,-1.66997,-0.97156,-0.00131084
36.9,-0.89381,7.30214,-1.50208,-1.06693,-0.00131079
36.95,-0.912657,7.23472,-1.33601,-1.15685,-0.00131074
37,-0.929162,7.16601,-1.17285,-1.24026,-0.00131068
37.05,-0.943206,7.0961,-1.01367,-1.31612,-0.00131062
37.1,-0.954684,7.02498,-0.859498,-1.38342,-0.00131055
37.15,-0.963491,6.95264,-0.711325,-1.44119,-0.00131048
37.2,-0.969527,6.87897,-0.570109,-1.48851,-0.0013104
37.25,-0.972684,6.80382,-0.436795,-1.52446,-0.00131032
37.3,-0.972845,6.72695,-0.312327,-1.54813,-0.00131022
37.35,-0.96987,6.64804,-0.197676,-1.55858,-0.00131011
37.4,-0.96359,6.56663,-0.0938567,-1.55486,-0.00130998
37.45,-0.953784,6.48214,-0.00194516,-1.53593,-0.00130982
37.5,-0.940165,6.39381,0.076921,-1.50074,-0.00130958
37.55,-0.922345,6.30058,0.141595,-1.44825,-0.00130917
37.6,-0.899798,6.20105,0.191111,-1.37762,-0.00130829
37.65,-0.871803,6.09333,0.225236,-1.2888,-0.00130597
37.7,-0.837424,5.97494,0.245997,-1.18409,-0.00129929
37.75,-0.79565,5.8431,0.261514,-1.07203,-0.00128272
37.8,-0.74623,5.69663,0.292947,-0.974409,-0.00126948
37.85,-0.691692,5.54069,0.373494,-0.925364,-0.00129335
37.9,-0.637856,5.38811,0.515924,-0.938803,-0.00131877
37.95,-0.589357,5.24903,0.694467,-0.989951,-0.00134802
38,-0.547188,5.12523,0.879964,-1.05032,-0.00136214
38.05,-0.510552,5.01456,1.05795,-1.10585,-0.00136705
38.1,-0.478381,4.9144,1.22361,-1.15197,-0.00136872
38.15,-0.44977,4.82261,1.37614,-1.18802,-0.00136933
38.2,-0.424021,4.73761,1.51619,-1.21475,-0.00136957
38.25,-0.400596,4.65823,1.64483,-1.23332,-0.00136968
38.3,-0.379081,4.58359,1.76319,-1.24493,-0.00136972
38.35,-0.359141,4.51306,1.87236,-1.25068,-0.00136975
38.4,-0.340509,4.44613,1.9733,-1.25158,-0.00136976
38.45,-0.322957,4.38243,2.06683,-1.24849,-0.00136976
38.5,-0.306292,4.32168,2.15369,-1.24217,-0.00136976
38.55,-0.290346,4.26365,2.23451,-1.23326,-0.00136976
38.6,-0.274968,4.20817,2.30983,-1.22232,-0.00136976
38.65,-0.260022,4.15514,2.38008,-1.20982,-0.00136976
38.7,-0.24538,4.10448,2.44565,-1.19615,-0.00136976
38.75,-0.230926,4.05613,2.50684,-1.18163,-0.00136975
38.8,-0.216547,4.01008,2.56391,-1.16652,-0.00136975
38.85,-0.202135,3.96633,2.61703,-1.15102,-0.00136975
38.9,-0.187586,3.92493,2.66633,-1.13528,-0.00136975
38.95,-0.172801,3.88591,2.7119,-1.11939,-0.00136975
39,-0.157682,3.84934,2.75378,-1.1034,-0.00136975
39.05,-0.142135,3.81532,2.79195,-1.08732,-0.00136974
39.1,-0.126069,3.78393,2.82636,-1.07111,-0.00136974
39.15,-0.1094,3.75528,2.85695,-1.0547,-0.00136974
39.2,-0.092046,3.72948,2.88359,-1.038,-0.00136975
39.25,-0.0739348,3.70664,2.90617,-1.02089,-0.00136975
39.3,-0.0550015,3.68686,2.92454,-1.00324,-0.00136975
39.35,-0.0351909,3.67026,2.93854,-0.984907,-0.00136975
39.4,-0.0144595,3.65691,2.94803,-0.965742,-0.00136975
39.45,0.00722427,3.64689,2.95285,-0.945602,-0.00136975
39.5,0.0298787,3.64026,2.95288,-0.924349,-0.00136976
39.55,0.0535086,3.63705,2.94797,-0.901855,-0.00136976
39.6,0.0781059,3.63727,2.93803,-0.878002,-0.00136976
39.65,0.103649,3.64093,2.92296,-0.852679,-0.00136976
39.7,0.130107,3.64798,2.90267,-0.825786,-0.00136976
39.75,0.157436,3.65841,2.8771,-0.797226,-0.00136976
39.8,0.185585,3.67214,2.84617,-0.766904,-0.00136976
39.85,0.214497,3.68913,2.80985,-0.734722,-0.00136976
39.9,0.244107,3.7093,2.76807,-0.700577,-0.00136976
39.95,0.274347,3.73258,2.72077,-0.664359,-0.00136976
40,0.305147,3.7589,2.6679,-0.625947,-0.00136976
40.05,0.336431,3.78818,2.6094,-0.585211,-0.00136976
40.1,0.368125,3.82035,2.5452,-0.542011,-0.00136976
40.15,0.400147,3.85534,2.47524,-0.496199,-0.00136977
40.2,0.432417,3.89307,2.39945,-0.447625,-0.00136977
40.25,0.464849,3.93348,2.31776,-0.396135,-0.00136977
40.3,0.497352,3.97648,2.23012,-0.341587,-0.00136977
40.35,0.52983,4.02198,2.13649,-0.283851,-0.00136977
40.4,0.562182,4.0699,2.03687,-0.222822,-0.00136977
40.45,0.594296,4.12012,1.93126,-0.158433,-0.00136977
40.5,0.626055,4.17252,1.81973,-0.0906662,-0.00136978
40.55,0.657331,4.22696,1.7024,-0.0195645,-0.00136978
40.6,0.687991,4.28329,1.57948,0.0547529,-0.00136979
40.65,0.717892,4.34133,1.45122,0.132082,-0.00136979
40.7,0.746888,4.4009,1.31798,0.212125,-0.00136979
40.75,0.77483,4.46181,1.18021,0.294488,-0.0013698
40.8,0.801569,4.52387,1.03843,0.378684,-0.0013698
40.85,0.826958,4.58686,0.893262,0.464136,-0.00136979
40.9,0.850855,4.65062,0.74538,0.550194,-0.00136979
40.95,0.87313,4.71495,0.595515,0.636146,-0.00136978
41,0.893659,4.7797,0.444435,0.721239,-0.00136976
41.05,0.912333,4.84475,0.292928,0.804697,-0.00136974
41.1,0.929055,4.90997,0.141784,0.885738,-0.00136972
41.15,0.943742,4.97529,-0.00822103,0.963586,-0.0013697
41.2,0.956321,5.04067,-0.156328,1.03749,-0.00136967
41.25,0.966733,5.10608,-0.301808,1.10671,-0.00136965
41.3,0.974926,5.17154,-0.44396,1.17056,-0.00136962
41.35,0.980857,5.2371,-0.582107,1.22835,-0.00136959
41.4,0.984486,5.30285,-0.715597,1.27945,-0.00136956
41.45,0.985776,5.36888,-0.843786,1.32321,-0.00136953
41.5,0.984687,5.43536,-0.966029,1.35899,-0.00136949
41.55,0.981175,5.50248,-1.08167,1.38615,-0.00136945
41.6,0.975187,5.57046,-1.19,1.404,-0.00136941
41.65,0.966653,5.63959,-1.2903,1.41183,-0.00136937
41.7,0.955483,5.71022,-1.38173,1.40885,-0.00136931
41.75,0.941561,5.78275,-1.46338,1.39416,-0.00136925
41.8,0.924726,5.85771,-1.53422,1.36679,-0.00136917
41.85,0.904768,5.93574,-1.59307,1.32561,-0.00136905
41.9,0.881397,6.01765,-1.6386,1.26936,-0.00136887
41.95,0.854219,6.10454,-1.66936,1.19669,-0.00136852
42,0.822686,6.19782,-1.6839,1.10627,-0.0013677
42.05,0.786033,6.29946,-1.68126,0.997294,-0.00136541
42.1,0.743206,6.41214,-1.66222,0.870784,-0.00135816
42.15,0.692876,6.53924,-1.63306,0.733376,-0.00133568
42.2,0.633992,6.68363,-1.61441,0.606251,-0.0012956
42.25,0.567962,6.8426,-1.64916,0.533126,-0.00132461
42.3,0.500987,7.00218,-1.76973,0.547505,-0.00138329
42.35,0.439629,7.14753,-1.94949,0.623792,-0.0014457
42.4,0.385719,7.27476,-2.14429,0.718483,-0.0014755
42.45,0.338301,7.38633,-2.33103,0.808864,-0.00148494
42.5,0.295998,7.48549,-2.50208,0.887494,-0.00148789
42.55,0.257671,7.57485,-2.65597,0.953041,-0.00148889
42.6,0.222463,7.65628,-2.79336,1.00622,-0.00148927
42.65,0.189732,7.73112,-2.91549,1.04833,-0.00148943
42.7,0.158989,7.80033,-3.02367,1.08071,-0.0014895
