t,phi1,phi2,phi1dot,phi2dot,deltaE
64.15,0.328363,1.68212,1.2508,-1.43853,-0.00197565
64.2,0.345445,1.60125,1.14794,-1.43508,-0.0019756
64.25,0.36476,1.51587,1.03426,-1.42351,-0.00197549
64.3,0.38673,1.42503,0.908331,-1.40233,-0.00197524
64.35,0.411904,1.32749,0.768703,-1.37002,-0.00197464
64.4,0.441013,1.22156,0.61429,-1.32541,-0.001973
64.45,0.475015,1.1049,0.445363,-1.26864,-0.00196808
64.5,0.515086,0.974591,0.266312,-1.20389,-0.00195381
64.55,0.562175,0.828004,0.0921041,-1.14576,-0.00192852
64.6,0.615325,0.666689,-0.0447756,-1.1261,-0.00194481
64.65,0.669393,0.501738,-0.114269,-1.17402,-0.00198109
64.7,0.717854,0.34739,-0.13145,-1.27332,-0.00202127
64.75,0.75804,0.208949,-0.134186,-1.38523,-0.00204593
64.8,0.790355,0.08477,-0.145157,-1.48645,-0.00205455
64.85,0.815936,-0.0282705,-0.172343,-1.56861,-0.00205744
64.9,0.835794,-0.132845,-0.217323,-1.6299,-0.00205855
64.95,0.85069,-0.23095,-0.279449,-1.67076,-0.00205909
65,0.861174,-0.324036,-0.357407,-1.69241,-0.00205941
65.05,0.867654,-0.413165,-0.449748,-1.69618,-0.00205963
65.1,0.870432,-0.49912,-0.555061,-1.68343,-0.00205981
65.15,0.869743,-0.582479,-0.672002,-1.65543,-0.00205996
65.2,0.865773,-0.663666,-0.799292,-1.61342,-0.00206009
65.25,0.858681,-0.742986,-0.935688,-1.55861,-0.00206021
65.3,0.848608,-0.820643,-1.07996,-1.49218,-0.00206032
65.35,0.835688,-0.896761,-1.23088,-1.41536,-0.00206042
65.4,0.820051,-0.971392,-1.38717,-1.32936,-0.00206051
65.45,0.801834,-1.04452,-1.54756,-1.23545,-0.00206059
65.5,0.781183,-1.11608,-1.71071,-1.13493,-0.00206066
65.55,0.758252,-1.18596,-1.87529,-1.0291,-0.00206072
65.6,0.733211,-1.25397,-2.03994,-0.919302,-0.00206076
65.65,0.706243,-1.31993,-2.2033,-0.806837,-0.0020608
65.7,0.677541,-1.3836,-2.36406,-0.692991,-0.00206082
65.75,0.64731,-1.44472,-2.52095,-0.578986,-0.00206084
65.8,0.615763,-1.503,-2.67278,-0.465963,-0.00206084
65.85,0.583117,-1.55818,-2.81846,-0.354959,-0.00206084
65.9,0.54959,-1.60996,-2.95703,-0.24689,-0.00206083
65.95,0.515396,-1.65807,-3.08764,-0.142542,-0.00206082
66,0.480741,-1.70226,-3.20958,-0.0425624,-0.00206081
66.05,0.445817,-1.74229,-3.32229,0.0525336,-0.00206079
66.1,0.410804,-1.77797,-3.42531,0.142361,-0.00206078
66.15,0.375861,-1.80913,-3.51833,0.226653,-0.00206077
66.2,0.341124,-1.83563,-3.60113,0.305248,-0.00206076
66.25,0.306709,-1.85739,-3.67359,0.378073,-0.00206075
66.3,0.272706,-1.87435,-3.73566,0.445133,-0.00206074
66.35,0.239181,-1.88649,-3.78736,0.50649,-0.00206073
66.4,0.206175,-1.89382,-3.82878,0.562248,-0.00206073
66.45,0.173707,-1.89639,-3.85999,0.61254,-0.00206073
66.5,0.141771,-1.89426,-3.88114,0.657515,-0.00206072
66.55,0.110341,-1.88751,-3.89234,0.697316,-0.00206072
66.6,0.0793732,-1.87624,-3.89371,0.732076,-0.00206072
66.65,0.0488037,-1.86052,-3.88533,0.7619,-0.00206072
66.7,0.0185528,-1.84045,-3.86728,0.786852,-0.00206072
66.75,-0.0114751,-1.8161,-3.83956,0.806947,-0.00206072
66.8,-0.041391,-1.78753,-3.80212,0.822137,-0.00206072
66.85,-0.0713213,-1.75475,-3.75484,0.832303,-0.00206072
66.9,-0.101409,-1.71777,-3.69754,0.837243,-0.00206071
66.95,-0.131817,-1.67651,-3.62991,0.83666,-0.00206071
67,-0.162729,-1.63085,-3.55158,0.830153,-0.0020607
67.05,-0.19436,-1.58061,-3.46204,0.817207,-0.00206069
67.1,-0.226959,-1.52547,-3.36068,0.79718,-0.00206066
67.15,-0.260827,-1.46503,-3.24675,0.769307,-0.0020606
67.2,-0.296329,-1.39868,-3.11942,0.73271,-0.00206046
67.25,-0.333928,-1.32558,-2.97779,0.68646,-0.00206014
67.3,-0.374216,-1.24456,-2.82116,0.62976,-0.00205933
67.35,-0.417966,-1.15401,-2.64942,0.562431,-0.00205707
67.4,-0.466175,-1.05173,-2.46445,0.486209,-0.00205044
67.45,-0.519994,-0.935077,-2.27343,0.40802,-0.00203258
67.5,-0.580157,-0.802263,-2.09557,0.346677,-0.00200722
67.55,-0.64517,-0.656586,-1.96559,0.336226,-0.00202822
67.6,-0.709778,-0.510095,-1.9067,0.398875,-0.00206815
67.65,-0.768525,-0.375254,-1.89752,0.512145,-0.00211026
67.7,-0.819665,-0.255774,-1.90264,0.639742,-0.00213207
67.75,-0.863845,-0.149828,-1.90216,0.761203,-0.00213955
67.8,-0.902189,-0.0545592,-1.88897,0.869003,-0.00214201
67.85,-0.935663,0.0324581,-1.86148,0.961302,-0.0021429
67.9,-0.964992,0.113062,-1.82011,1.03834,-0.00214327
67.95,-0.990711,0.188623,-1.76594,1.10106,-0.00214345
68,-1.01321,0.260174,-1.70014,1.15052,-0.00214355
68.05,-1.03277,0.32851,-1.62384,1.18777,-0.00214361
68.1,-1.04962,0.394254,-1.53804,1.21376,-0.00214366
68.15,-1.0639,0.457905,-1.44366,1.22933,-0.0021437
68.2,-1.07576,0.519865,-1.34146,1.23523,-0.00214373
68.25,-1.08528,0.580468,-1.23215,1.23212,-0.00214376
68.3,-1.09252,0.639986,-1.11634,1.22059,-0.00214378
68.35,-1.09756,0.698645,-0.994589,1.20117,-0.0021438
68.4,-1.10043,0.756632,-0.867409,1.17437,-0.00214383
68.45,-1.10117,0.814096,-0.735284,1.14064,-0.00214385
68.5,-1.0998,0.871157,-0.598678,1.10044,-0.00214387
68.55,-1.09638,0.927903,-0.458046,1.05422,-0.00214389
68.6,-1.09092,0.984393,-0.313848,1.00244,-0.0021439
68.65,-1.08345,1.04066,-0.166552,0.94555,-0.00214392
68.7,-1.07403,1.09671,-0.0166429,0.884033,-0.00214394
68.75,-1.0627,1.15251,0.135377,0.818387,-0.00214396
68.8,-1.0495,1.20802,0.288983,0.749127,-0.00214397
68.85,-1.03451,1.26316,0.44363,0.676791,-0.00214399
68.9,-1.0178,1.31783,0.59876,0.601924,-0.002144
68.95,-0.999455,1.37189,0.753802,0.525082,-0.00214401
69,-0.979567,1.42521,0.908183,0.446819,-0.00214402
69.05,-0.95824,1.47762,1.06134,0.367674,-0.00214403
69.1,-0.935588,1.52892,1.21271,0.288166,-0.00214403
69.15,-0.91173,1.57893,1.36179,0.208782,-0.00214404
69.2,-0.886793,1.62744,1.50807,0.129967,-0.00214404
69.25,-0.860906,1.67422,1.65111,0.0521166,-0.00214404
69.3,-0.834199,1.71908,1.7905,-0.0244239,-0.00214404
69.35,-0.806806,1.76179,1.92589,-0.0993642,-0.00214403
69.4,-0.778856,1.80215,2.05696,-0.172467,-0.00214403
69.45,-0.750477,1.83996,2.18344,-0.243543,-0.00214403
69.5,-0.721792,1.87503,2.30511,-0.312451,-0.00214403
69.55,-0.692918,1.90718,2.42176,-0.379082,-0.00214402
69.6,-0.663967,1.93624,2.53323,-0.443363,-0.00214402
69.65,-0.635042,1.96205,2.63937,-0.505243,-0.00214402
69.7,-0.606241,1.98448,2.74005,-0.564689,-0.00214402
69.75,-0.577648,2.0034,2.83515,-0.621681,-0.00214402
69.8,-0.54934,2.0187,2.92456,-0.676209,-0.00214402
69.85,-0.521383,2.03031,3.0082,-0.728268,-0.00214401
69.9,-0.493829,2.03814,3.08598,-0.777856,-0.00214401
69.95,-0.466717,2.04216,3.15781,-0.824977,-0.00214401
70,-0.440072,2.04235,3.22362,-0.869632,-0.00214401
70.05,-0.413903,2.0387,3.28335,-0.911823,-0.00214401
70.1,-0.388206,2.03124,3.33693,-0.95155,-0.00214401
70.15,-0.362959,2.02001,3.38429,-0.988804,-0.00214401
70.2,-0.338128,2.00505,3.42536,-1.02357,-0.00214401
70.25,-0.313662,1.98645,3.46007,-1.0558,-0.00214401
70.3,-0.289501,1.96428,3.48831,-1.08545,-0.00214401
70.35,-0.265569,1.9386,3.50996,-1.11242,-0.00214401
70.4,-0.241781,1.90951,3.52487,-1.13659,-0.00214401
70.45,-0.218042,1.87706,3.53282,-1.15778,-0.00214401
70.5,-0.194248,1.8413,3.53357,-1.17575,-0.00214402
70.55,-0.170285,1.80226,3.5268,-1.19022,-0.00214402
70.6,-0.146028,1.75995,3.51213,-1.20081,-0.00214402
70.65,-0.121342,1.71433,3.4891,-1.20708,-0.00214402
70.7,-0.0960781,1.66534,3.45714,-1.20849,-0.00214401
70.75,-0.0700713,1.61284,3.41562,-1.20438,-0.00214401
70.8,-0.0431352,1.55666,3.36373,-1.19399,-0.002144
70.85,-0.0150552,1.49652,3.30058,-1.1764,-0.00214398
70.9,0.0144211,1.43207,3.2251,-1.15056,-0.00214395
70.95,0.045598,1.3628,3.13603,-1.11521,-0.00214389
71,0.0788527,1.28803,3.03196,-1.06893,-0.00214375
71.05,0.114667,1.2068,2.91129,-1.01013,-0.00214343
71.1,0.153673,1.1178,2.77242,-0.937167,-0.00214261
71.15,0.196725,1.01916,2.6141,-0.848762,-0.00214018
71.2,0.244988,0.90823,2.43671,-0.745225,-0.00213229
71.25,0.299973,0.781471,2.2459,-0.632106,-0.00210619
71.3,0.363103,0.635373,2.06226,-0.529754,-0.00204941
71.35,0.433515,0.47156,1.93361,-0.485509,-0.00207986
71.4,0.504784,0.304557,1.90374,-0.542353,-0.00217377
71.45,0.569157,0.151957,1.9453,-0.671955,-0.00226493
71.5,0.624323,0.0185823,2.0044,-0.8196,-0.00230631
71.55,0.671369,-0.0985411,2.05346,-0.957188,-0.00231843
71.6,0.711841,-0.203307,2.08418,-1.07607,-0.00232202
71.65,0.746966,-0.298766,2.09552,-1.17497,-0.00232323
71.7,0.777622,-0.387123,2.08868,-1.25491,-0.00232372
71.75,0.804433,-0.469968,2.06539,-1.31753,-0.00232396
71.8,0.827847,-0.548479,2.02741,-1.36447,-0.00232409
71.85,0.848192,-0.623552,1.97633,-1.39724,-0.00232418
71.9,0.865707,-0.695884,1.91353,-1.4172,-0.00232425
71.95,0.880572,-0.766034,1.84025,-1.42552,-0.0023243
72,0.892922,-0.834457,1.75756,-1.42322,-0.00232435
72.05,0.902857,-0.90153,1.6664,-1.41123,-0.00232438
72.1,0.910454,-0.967571,1.56762,-1.39037,-0.00232442
72.15,0.915771,-1.03285,1.46198,-1.36139,-0.00232445
72.2,0.918854,-1.09759,1.3502,-1.32498,-0.00232448
72.25,0.919738,-1.162,1.23294,-1.28181,-0.0023245
72.3,0.918454,-1.22622,1.11086,-1.23252,-0.00232453
72.35,0.91503,-1.29041,0.984583,-1.17773,-0.00232455
72.4,0.909497,-1.35466,0.854752,-1.11809,-0.00232457
72.45,0.901885,-1.41906,0.722011,-1.05424,-0.00232459
72.5,0.892233,-1.48366,0.58702,-0.986857,-0.00232461
72.55,0.880586,-1.54848,0.450462,-0.916619,-0.00232463
72.6,0.867,-1.61353,0.313039,-0.844237,-0.00232464
72.65,0.851539,-1.67879,0.175467,-0.770435,-0.00232466
72.7,0.83428,-1.74419,0.0384739,-0.695944,-0.00232467
72.75,0.815311,-1.80967,-0.0972172,-0.621494,-0.00232467
72.8,0.794729,-1.87515,-0.230898,-0.547794,-0.00232468
72.85,0.772643,-1.9405,-0.36189,-0.475518,-0.00232468
72.9,0.749163,-2.00562,-0.489563,-0.405291,-0.00232467
72.95,0.724408,-2.07041,-0.613345,-0.337672,-0.00232467
73,0.698492,-2.13474,-0.732732,-0.273146,-0.00232467
73.05,0.67153,-2.19853,-0.847294,-0.212116,-0.00232466
73.1,0.643626,-2.26171,-0.956678,-0.154906,-0.00232466
73.15,0.614877,-2.32423,-1.0606,-0.101763,-0.00232465
73.2,0.585368,-2.38607,-1.15882,-0.0528683,-0.00232465
73.25,0.555173,-2.44725,-1.25118,-0.00834844,-0.00232465
73.3,0.52435,-2.50782,-1.33752,0.031709,-0.00232465
73.35,0.492947,-2.56785,-1.41772,0.0672422,-0.00232465
73.4,0.461002,-2.62744,-1.49168,0.0982016,-0.00232465
73.45,0.428541,-2.68672,-1.55927,0.124538,-0.00232464
73.5,0.395584,-2.74584,-1.62038,0.146192,-0.00232464
73.55,0.362145,-2.80495,-1.67485,0.163086,-0.00232464
73.6,0.328235,-2.86425,-1.72254,0.175119,-0.00232464
73.65,0.293864,-2.92389,-1.76324,0.18216,-0.00232463
73.7,0.259042,-2.98409,-1.79674,0.184044,-0.00232463
73.75,0.223782,-3.045,-1.8228,0.180575,-0.00232463
73.8,0.188104,-3.10683,-1.84114,0.171524,-0.00232462
73.85,0.152035,-3.16974,-1.85147,0.156629,-0.00232462
73.9,0.115612,-3.23388,-1.85346,0.135607,-0.00232461
73.95,0.0788844,-3.29941,-1.84681,0.108157,-0.0023246
74,0.0419173,-3.36643,-1.83119,0.073977,-0.0023246
74.05,0.00479239,-3.43504,-1.8063,0.0327801,-0.0023246
74.1,-0.0323899,-3.50529,-1.77189,-0.0156846,-0.00232459
74.15,-0.0695093,-3.57721,-1.72777,-0.0716057,-0.0023246
74.2,-0.106426,-3.65079,-1.67385,-0.135081,-0.0023246
74.25,-0.142979,-3.72598,-1.61017,-0.206089,-0.00232462
74.3,-0.178994,-3.80271,-1.5369,-0.284461,-0.00232463
74.35,-0.214279,-3.88085,-1.45439,-0.369859,-0.00232465
74.4,-0.248631,-3.96028,-1.36318,-0.461764,-0.00232466
74.45,-0.281844,-4.04086,-1.264,-0.559462,-0.00232468
74.5,-0.313709,-4.12242,-1.15774,-0.662062,-0.00232469
74.55,-0.34402,-4.20481,-1.04548,-0.768499,-0.00232469
74.6,-0.37258,-4.2879,-0.928447,-0.877565,-0.00232469
74.65,-0.399203,-4.37156,-0.807963,-0.987939,-0.00232467
74.7,-0.423714,-4.4557,-0.685445,-1.09821,-0.00232464
74.75,-0.445955,-4.54026,-0.562359,-1.20692,-0.0023246
74.8,-0.465781,-4.6252,-0.440199,-1.31259,-0.00232455
74.85,-0.483061,-4.71055,-0.320465,-1.4137,-0.00232449
74.9,-0.497674,-4.79637,-0.204654,-1.50879,-0.00232441
74.95,-0.509505,-4.88276,-0.0942517,-1.59635,-0.00232432
75,-0.518444,-4.96991,0.00925696,-1.67493,-0.00232422
75.05,-0.524376,-5.05804,0.104377,-1.74303,-0.0023241
75.1,-0.527174,-5.14745,0.18958,-1.79914,-0.00232397
75.15,-0.526693,-5.23854,0.263272,-1.84169,-0.00232381
75.2,-0.522753,-5.3318,0.323758,-1.869,-0.00232362
75.25,-0.515126,-5.4279,0.369191,-1.87926,-0.00232337
75.3,-0.50351,-5.52766,0.397531,-1.87047,-0.00232304
75.35,-0.487493,-5.63223,0.406513,-1.84042,-0.00232253
75.4,-0.466499,-5.74313,0.39369,-1.78673,-0.00232154
75.45,-0.439708,-5.86251,0.356725,-1.70716,-0.0023191
75.5,-0.405938,-5.99343,0.294483,-1.60071,-0.00231132
75.55,-0.363557,-6.14016,0.210748,-1.47137,-0.0022834
75.6,-0.310862,-6.3074,0.125417,-1.33935,-0.00221317
75.65,-0.248621,-6.49453,0.0928745,-1.25951,-0.00226429
75.7,-0.18453,-6.68507,0.168244,-1.28759,-0.00237698
75.75,-0.128007,-6.85851,0.318149,-1.39076,-0.00249079
75.8,-0.081526,-7.0103,0.479701,-1.5064,-0.00253858
75.85,-0.0436688,-7.14453,0.624465,-1.60619,-0.00255153
75.9,-0.012669,-7.26572,0.745594,-1.68333,-0.00255528
75.95,0.0128158,-7.37724,0.843403,-1.73814,-0.00255658
76,0.033734,-7.48148,0.92011,-1.77284,-0.00255714
76.05,0.0507579,-7.58009,0.978238,-1.78995,-0.00255743
76.1,0.0643751,-7.67432,1.02016,-1.79184,-0.00255761
76.15,0.0749479,-7.76509,1.048,-1.78062,-0.00255773
76.2,0.0827523,-7.8531,1.06362,-1.75816,-0.00255782
76.25,0.0880032,-7.93895,1.0687,-1.72612,-0.00255789
76.3,0.0908717,-8.02308,1.06472,-1.68598,-0.00255795
76.35,0.0914963,-8.10589,1.05304,-1.6391,-0.00255799
76.4,0.0899923,-8.18771,1.03488,-1.5867,-0.00255802
76.45,0.0864572,-8.26882,1.0114,-1.52994,-0.00255805
76.5,0.0809756,-8.34947,0.983677,-1.46989,-0.00255807
76.55,0.0736229,-8.42989,0.952753,-1.40759,-0.00255808
76.6,0.0644683,-8.51029,0.919615,-1.34402,-0.00255809
76.65,0.0535772,-8.59084,0.885232,-1.28017,-0.00255809
76.7,0.0410137,-8.67173,0.850556,-1.21697,-0.00255809
76.75,0.0268429,-8.7531,0.816532,-1.15538,-0.00255808
76.8,0.0111333,-8.83511,0.784103,-1.09634,-0.00255807
76.85,-0.00603966,-8.91788,0.754221,-1.0408,-0.00255806
76.9,-0.0245902,-9.00153,0.727849,-0.98973,-0.00255804
76.95,-0.0444175,-9.08613,0.705956,-0.94409,-0.00255802
77,-0.0653997,-9.17173,0.689515,-0.904854,-0.00255799
77.05,-0.0873878,-9.25833,0.679478,-0.872968,-0.00255797
77.1,-0.1102,-9.34585,0.676738,-0.849323,-0.00255795
77.15,-0.133616,-9.43417,0.682079,-0.834689,-0.00255794
77.2,-0.157378,-9.52305,0.696096,-0.829649,-0.00255794
77.25,-0.181197,-9.61223,0.719122,-0.834517,-0.00255795
77.3,-0.204763,-9.70137,0.751162,-0.84928,-0.00255797
77.35,-0.227764,-9.79014,0.791876,-0.87357,-0.002558
77.4,-0.249904,-9.87825,0.840591,-0.906689,-0.00255803
77.45,-0.270915,-9.96542,0.896372,-0.947673,-0.00255806
77.5,-0.290572,-10.0515,0.958105,-0.995378,-0.00255809
77.55,-0.308691,-10.1364,1.02458,-1.04857,-0.00255812
77.6,-0.325125,-10.22,1.09455,-1.10598,-0.00255814
77.65,-0.339766,-10.3024,1.1668,-1.16636,-0.00255815
77.7,-0.352528,-10.3838,1.24016,-1.22853,-0.00255815
77.75,-0.363348,-10.4641,1.31351,-1.29134,-0.00255815
77.8,-0.372176,-10.5437,1.38576,-1.35371,-0.00255815
77.85,-0.378973,-10.6225,1.45589,-1.41459,-0.00255813
77.9,-0.383699,-10.7009,1.52291,-1.47298,-0.00255812
77.95,-0.38632,-10.7791,1.58581,-1.52789,-0.0025581
78,-0.386794,-10.8573,1.64361,-1.57832,-0.00255807
78.05,-0.385073,-10.9358,1.6953,-1.62327,-0.00255804
78.1,-0.3811,-11.0149,1.73982,-1.66166,-0.002558
78.15,-0.374797,-11.0949,1.77603,-1.6924,-0.00255795
78.2,-0.36607,-11.1761,1.80274,-1.71427,-0.0025579
78.25,-0.354793,-11.2591,1.81859,-1.72595,-0.00255782
78.3,-0.340803,-11.3443,1.82209,-1.72596,-0.00255773
78.35,-0.323886,-11.4324,1.81156,-1.71263,-0.0025576
78.4,-0.303754,-11.5242,1.78505,-1.68406,-0.00255741
78.45,-0.28002,-11.6207,1.74036,-1.63806,-0.00255709
78.5,-0.252146,-11.7233,1.675,-1.5722,-0.00255644
78.55,-0.219377,-11.8339,1.58638,-1.48393,-0.00255478
78.6,-0.180621,-11.9553,1.47246,-1.37127,-0.00254952
78.65,-0.134315,-12.0912,1.33412,-1.23518,-0.00252995
78.7,-0.0784395,-12.247,1.18305,-1.08747,-0.00246112
78.75,-0.011848,-12.4261,1.06192,-0.970912,-0.00239673
78.8,0.0609038,-12.6189,1.04746,-0.962324,-0.00258591
78.85,0.128843,-12.801,1.14854,-1.0705,-0.00275386
78.9,0.186157,-12.9602,1.28968,-1.21977,-0.00285238
78.95,0.233546,-13.0988,1.42166,-1.36071,-0.00287926
79,0.273042,-13.2222,1.52986,-1.47856,-0.0028863
79.05,0.306285,-13.3344,1.6125,-1.57144,-0.00288848
79.1,0.334421,-13.4383,1.67144,-1.64111,-0.00288931
79.15,0.358242,-13.5359,1.70923,-1.69006,-0.0028897
79.2,0.378306,-13.6288,1.72838,-1.72076,-0.00288993
79.25,0.395014,-13.7178,1.73114,-1.73541,-0.00289008
79.3,0.40866,-13.804,1.71947,-1.73595,-0.00289019
79.35,0.419462,-13.8879,1.69509,-1.72407,-0.00289027
79.4,0.427584,-13.9702,1.65953,-1.70128,-0.00289034
79.45,0.43315,-14.0512,1.61415,-1.66892,-0.0028904
79.5,0.436254,-14.1313,1.56018,-1.62821,-0.00289045
79.55,0.43697,-14.2109,1.49878,-1.58031,-0.00289049
79.6,0.435355,-14.2903,1.43104,-1.5263,-0.00289053
79.65,0.431455,-14.3698,1.35801,-1.46723,-0.00289056
79.7,0.425311,-14.4495,1.28072,-1.40414,-0.00289058
79.75,0.416958,-14.5298,1.20023,-1.33807,-0.0028906
79.8,0.406435,-14.6108,1.11759,-1.27011,-0.00289062
79.85,0.393786,-14.6926,1.03391,-1.20137,-0.00289062
79.9,0.379062,-14.7755,0.950344,-1.13301,-0.00289063
79.95,0.362333,-14.8595,0.868097,-1.06626,-0.00289062
80,0.343687,-14.9447,0.788442,-1.00242,-0.00289061
80.05,0.323238,-15.0312,0.712697,-0.942834,-0.00289059
80.1,0.301136,-15.1189,0.642201,-0.888858,-0.00289056
80.15,0.277564,-15.2078,0.578271,-0.841843,-0.00289053
80.2,0.252749,-15.2976,0.522132,-0.803045,-0.0028905
80.25,0.226954,-15.3882,0.474842,-0.77355,-0.00289048
80.3,0.200473,-15.4792,0.4372,-0.754187,-0.00289047
80.35,0.173617,-15.5703,0.409684,-0.745459,-0.00289047
80.4,0.146702,-15.6613,0.392416,-0.747511,-0.00289048
80.45,0.120028,-15.7518,0.385172,-0.760139,-0.00289051
80.5,0.0938683,-15.8417,0.387433,-0.782837,-0.00289054
80.55,0.0684645,-15.9307,0.398455,-0.814873,-0.00289057
80.6,0.0440221,-16.0187,0.41734,-0.855355,-0.00289061
80.65,0.0207143,-16.1058,0.443098,-0.903298,-0.00289064
80.7,-0.00131373,-16.192,0.474693,-0.957669,-0.00289067
80.75,-0.0219394,-16.2773,0.511069,-1.01741,-0.00289069
80.8,-0.0410577,-16.3617,0.551169,-1.08147,-0.00289071
80.85,-0.0585767,-16.4454,0.593939,-1.14878,-0.00289072
80.9,-0.0744142,-16.5286,0.63833,-1.21831,-0.00289072
80.95,-0.0884942,-16.6113,0.683298,-1.28899,-0.00289073
81,-0.100745,-16.6937,0.727795,-1.3598,-0.00289072
81.05,-0.111095,-16.776,0.77077,-1.42966,-0.00289071
81.1,-0.119474,-16.8583,0.811152,-1.49752,-0.00289069
81.15,-0.125806,-16.941,0.847846,-1.56227,-0.00289067
81.2,-0.13001,-17.0241,0.879719,-1.62279,-0.00289063
81.25,-0.131994,-17.108,0.905586,-1.6779,-0.00289059
81.3,-0.131654,-17.193,0.924189,-1.72633,-0.00289054
81.35,-0.128862,-17.2794,0.934175,-1.76674,-0.00289047
81.4,-0.123467,-17.3678,0.93407,-1.79766,-0.00289038
81.45,-0.115278,-17.4585,0.922245,-1.81747,-0.00289027
81.5,-0.104051,-17.5522,0.896875,-1.82435,-0.00289011
81.55,-0.0894691,-17.6499,0.855902,-1.81625,-0.00288988
81.6,-0.0711079,-17.7525,0.797006,-1.79087,-0.00288948
81.65,-0.0483868,-17.8615,0.717637,-1.74567,-0.00288867
81.7,-0.0204913,-17.9791,0.615259,-1.67811,-0.00288657
81.75,0.0137399,-18.1081,0.488266,-1.58661,-0.00287987
81.8,0.0559221,-18.2525,0.33915,-1.47366,-0.00285553
81.85,0.107882,-18.4174,0.184337,-1.35565,-0.00278616
81.9,0.169551,-18.6036,0.0735103,-1.28214,-0.00280509
81.95,0.234184,-18.7967,0.0690616,-1.3152,-0.00293529
82,0.291648,-18.9748,0.149231,-1.43258,-0.00305906
82.05,0.338441,-19.131,0.246733,-1.5665,-0.00311748
82.1,0.375765,-19.2691,0.32782,-1.6829,-0.00313336
82.15,0.405431,-19.3938,0.383786,-1.77286,-0.00313792
82.2,0.428835,-19.5087,0.414477,-1.83607,-0.00313954
82.25,0.446949,-19.6164,0.422033,-1.87458,-0.00314028
82.3,0.460453,-19.7186,0.409003,-1.89086,-0.00314071
82.35,0.469827,-19.8167,0.377813,-1.88728,-0.003141
82.4,0.475419,-19.9116,0.330658,-1.86599,-0.00314121
82.45,0.477492,-20.004,0.26951,-1.82894,-0.00314139
82.5,0.476246,-20.0946,0.196165,-1.7779,-0.00314154
82.55,0.471842,-20.1837,0.112287,-1.71451,-0.00314166
82.6,0.464414,-20.2716,0.019451,-1.64033,-0.00314178
82.65,0.454083,-20.3588,-0.0808189,-1.55687,-0.00314187
82.7,0.44096,-20.4454,-0.187027,-1.46563,-0.00314196
82.75,0.425156,-20.5314,-0.297687,-1.36807,-0.00314203
82.8,0.406785,-20.6172,-0.411311,-1.2657,-0.00314209
82.85,0.385971,-20.7026,-0.526407,-1.15998,-0.00314214
82.9,0.362847,-20.7877,-0.641489,-1.05241,-0.00314218
82.95,0.337559,-20.8724,-0.75509,-0.944448,-0.0031422
83,0.310269,-20.9568,-0.865781,-0.837518,-0.00314221
83.05,0.281149,-21.0408,-0.972202,-0.732977,-0.00314221
83.1,0.250383,-21.1241,-1.07309,-0.632085,-0.00314221
83.15,0.218164,-21.2068,-1.16729,-0.535977,-0.0031422
83.2,0.184692,-21.2887,-1.25383,-0.445639,-0.00314218
83.25,0.150166,-21.3696,-1.33186,-0.361884,-0.00314216
83.3,0.114781,-21.4495,-1.40076,-0.28535,-0.00314215
83.35,0.0787246,-21.5283,-1.46006,-0.216492,-0.00314213
83.4,0.042172,-21.6059,-1.50946,-0.155597,-0.00314213
83.45,0.00528215,-21.6823,-1.54882,-0.1028,-0.00314212
83.5,-0.0318041,-21.7574,-1.57813,-0.0581118,-0.00314212
83.55,-0.0689652,-21.8315,-1.59748,-0.0214458,-0.00314213
83.6,-0.106099,-21.9044,-1.60702,0.00735279,-0.00314213
83.65,-0.14312,-21.9764,-1.60697,0.0284784,-0.00314214
83.7,-0.179961,-22.0475,-1.59755,0.0421419,-0.00314214
83.75,-0.216567,-22.118,-1.57899,0.0485512,-0.00314215
83.8,-0.252891,-22.188,-1.55151,0.0478977,-0.00314215
83.85,-0.288894,-22.2578,-1.5153,0.0403476,-0.00314216
83.9,-0.324538,-22.3274,-1.47054,0.0260398,-0.00314216
83.95,-0.359784,-22.397,-1.41738,0.00508772,-0.00314216
84,-0.394585,-22.4669,-1.35596,-0.0224126,-0.00314216
84.05,-0.428888,-22.5371,-1.28641,-0.0563704,-0.00314217
84.1,-0.462623,-22.6077,-1.20887,-0.0966831,-0.00314217
84.15,-0.495711,-22.6789,-1.12351,-0.143217,-0.00314218
84.2,-0.528053,-22.7506,-1.03056,-0.195783,-0.00314218
84.25,-0.559538,-22.8228,-0.930313,-0.254119,-0.00314219
84.3,-0.590041,-22.8955,-0.82315,-0.317867,-0.0031422
84.35,-0.619424,-22.9685,-0.709556,-0.386563,-0.00314221
84.4,-0.647546,-23.0419,-0.590126,-0.459629,-0.00314222
84.45,-0.67426,-23.1154,-0.465555,-0.536377,-0.00314223
84.5,-0.699425,-23.189,-0.336635,-0.61602,-0.00314223
84.55,-0.722903,-23.2625,-0.204235,-0.697689,-0.00314223
84.6,-0.744567,-23.3359,-0.0692784,-0.780456,-0.00314222
84.65,-0.764305,-23.4089,0.0672808,-0.863361,-0.00314221
84.7,-0.782016,-23.4817,0.204478,-0.94543,-0.00314219
84.75,-0.797614,-23.5541,0.341356,-1.0257,-0.00314217
84.8,-0.811027,-23.6261,0.476984,-1.10322,-0.00314215
84.85,-0.822196,-23.6979,0.610458,-1.17709,-0.00314212
84.9,-0.83107,-23.7693,0.740911,-1.24643,-0.00314209
