K,V,E,T,Eerr
62.0017,-3.19424,58.8075,77.1655,3.68398e-05
61.9819,-3.17434,58.8075,77.1408,3.75858e-05
61.9659,-3.15829,58.8076,77.1208,3.81852e-05
61.9541,-3.14652,58.8076,77.1062,3.86654e-05
61.9469,-3.13931,58.8076,77.0972,3.88344e-05
61.9446,-3.13701,58.8076,77.0944,3.87956e-05
61.9471,-3.13952,58.8076,77.0975,3.82003e-05
61.9536,-3.14612,58.8075,77.1056,3.71996e-05
61.9633,-3.15591,58.8074,77.1176,3.51497e-05
61.9746,-3.16735,58.8072,77.1316,3.18696e-05
61.9849,-3.17801,58.8069,77.1445,2.7094e-05
61.9909,-3.18434,58.8065,77.1519,2.02374e-05
61.9873,-3.1813,58.806,77.1475,1.10574e-05
61.9675,-3.16222,58.8053,77.1229,-5.35378e-07
61.9235,-3.11891,58.8045,77.068,-1.35833e-05
61.8554,-3.0517,58.8037,76.9833,-2.8568e-05
61.7561,-2.95281,58.8033,76.8598,-3.41111e-05
61.6165,-2.81267,58.8038,76.686,-2.58915e-05
61.4492,-2.64373,58.8055,76.4778,2.26968e-06
61.2836,-2.47545,58.8082,76.2717,4.78959e-05
61.1618,-2.35094,58.8109,76.1201,9.4101e-05
61.1239,-2.31178,58.8121,76.0729,0.000115466
61.1879,-2.37676,58.8111,76.1526,9.84346e-05
61.3394,-2.53086,58.8085,76.3411,5.41424e-05
61.5401,-2.73428,58.8058,76.5909,7.67961e-06
61.7475,-2.94344,58.804,76.849,-2.23514e-05
61.9308,-3.12736,58.8034,77.0772,-3.21163e-05
62.076,-3.27223,58.8037,77.2578,-2.71218e-05
62.182,-3.37753,58.8045,77.3898,-1.49976e-05
62.2552,-3.44994,58.8053,77.4809,-1.26895e-06
62.3045,-3.4985,58.806,77.5422,1.12341e-05
62.3386,-3.53196,58.8066,77.5846,2.13338e-05
62.3647,-3.55767,58.807,77.6172,2.90373e-05
62.3887,-3.58128,58.8074,77.647,3.46692e-05
62.4146,-3.607,58.8076,77.6793,3.86206e-05
62.4455,-3.63777,58.8078,77.7178,4.12674e-05
62.4834,-3.67555,58.8078,77.7649,4.2632e-05
62.5292,-3.72138,58.8079,77.822,4.28187e-05
62.5832,-3.77541,58.8078,77.8891,4.14928e-05
62.6442,-3.83666,58.8076,77.9651,3.80809e-05
62.7098,-3.90261,58.8072,78.0467,3.15313e-05
62.7786,-3.97193,58.8066,78.1323,2.19384e-05
62.8426,-4.03704,58.8056,78.212,4.14003e-06
62.8858,-4.08177,58.804,78.2657,-2.25536e-05
62.8889,-4.08704,58.8019,78.2696,-5.92507e-05
62.8268,-4.02749,58.7993,78.1923,-0.000102256
62.6731,-3.87583,58.7973,78.001,-0.000136633
62.4146,-3.61687,58.7977,77.6792,-0.000130051
62.0775,-3.27472,58.8027,77.2597,-4.40923e-05
61.7526,-2.94049,58.8121,76.8554,0.000115199
61.5795,-2.75956,58.8199,76.6399,0.000247821
61.665,-2.84608,58.819,76.7464,0.000231812
61.9969,-3.1868,58.8101,77.1594,8.09331e-05
62.4525,-3.65164,58.8009,77.7265,-7.58751e-05
62.8925,-4.09624,58.7963,78.2741,-0.00015384
63.2325,-4.43654,58.796,78.6972,-0.000159545
63.4484,-4.65093,58.7975,78.966,-0.000133041
63.5496,-4.75037,58.7993,79.0919,-0.000103273
63.5544,-4.75384,58.8006,79.0979,-8.10469e-05
63.4796,-4.67809,58.8015,79.0048,-6.47543e-05
63.3407,-4.5381,58.8026,78.8319,-4.57472e-05
63.1578,-4.35338,58.8045,78.6043,-1.46972e-05
62.9621,-4.15487,58.8072,78.3607,3.21294e-05
62.7969,-3.98665,58.8103,78.1551,8.43784e-05
62.7082,-3.89588,58.8123,78.0447,0.000119012
62.7253,-3.91306,58.8122,78.0659,0.000116537
62.8459,-4.03587,58.81,78.2161,7.96329e-05
63.0385,-4.23132,58.8072,78.4558,3.10105e-05
63.2595,-4.45454,58.805,78.7308,-6.33195e-06
63.4724,-4.66851,58.8039,78.9959,-2.36825e-05
63.6568,-4.85286,58.8039,79.2253,-2.38361e-05
63.8069,-5.00245,58.8045,79.4121,-1.43774e-05
63.9267,-5.12141,58.8052,79.5611,-1.60379e-06
64.0237,-5.21773,58.806,79.6819,1.05014e-05
64.1063,-5.29979,58.8065,79.7848,2.0334e-05
64.1817,-5.37474,58.807,79.8786,2.76892e-05
64.2553,-5.44805,58.8073,79.9702,3.27211e-05
64.331,-5.52352,58.8074,80.0643,3.58142e-05
64.411,-5.60351,58.8075,80.164,3.73967e-05
64.4968,-5.68922,58.8075,80.2707,3.75976e-05
64.5883,-5.78083,58.8075,80.3846,3.66409e-05
64.685,-5.87763,58.8074,80.505,3.46492e-05
64.7853,-5.97809,58.8072,80.6298,3.13906e-05
64.8867,-6.07978,58.8069,80.756,2.69793e-05
64.9859,-6.17932,58.8066,80.8795,2.13714e-05
65.0785,-6.27237,58.8062,80.9947,1.42162e-05
65.1592,-6.3535,58.8057,81.0951,5.69901e-06
65.2214,-6.41633,58.8051,81.1726,-3.85724e-06
65.2584,-6.45388,58.8045,81.2186,-1.37935e-05
65.2633,-6.45925,58.804,81.2247,-2.22875e-05
65.2308,-6.42705,58.8037,81.1842,-2.72575e-05
65.1591,-6.35527,58.8038,81.095,-2.58294e-05
65.0521,-6.24769,58.8044,80.9619,-1.53615e-05
64.9216,-6.11601,58.8056,80.7995,4.81044e-06
64.7875,-5.98024,58.8072,80.6325,3.23993e-05
64.6751,-5.86625,58.8089,80.4927,6.0436e-05
64.6098,-5.79974,58.8101,80.4114,8.03526e-05
64.6091,-5.79877,58.8103,80.4105,8.46451e-05
64.6771,-5.86759,58.8096,80.4952,7.16497e-05
64.8031,-5.99512,58.808,80.652,4.53122e-05
64.9645,-6.15838,58.8061,80.8528,1.30424e-05
65.1332,-6.32887,58.8043,81.0627,-1.78563e-05
65.282,-6.47908,58.8029,81.2479,-4.19257e-05
65.3896,-6.58751,58.8021,81.3818,-5.57867e-05
65.4435,-6.6416,58.8019,81.449,-5.79886e-05
65.4418,-6.63926,58.8025,81.4468,-4.81919e-05
65.393,-6.58924,58.8037,81.3861,-2.71824e-05
65.3153,-6.50993,58.8054,81.2894,4.82961e-07
65.2323,-6.42536,58.8069,81.1861,2.716e-05
65.1662,-6.35831,58.8079,81.1039,4.39757e-05
65.1308,-6.32274,58.808,81.0597,4.57095e-05
65.1268,-6.31946,58.8074,81.0548,3.45491e-05
65.1441,-6.33773,58.8064,81.0764,1.7862e-05
65.167,-6.36147,58.8055,81.1048,3.25899e-06
65.181,-6.3759,58.8051,81.1222,-4.82494e-06
65.1765,-6.37157,58.805,81.1167,-6.15236e-06
65.1501,-6.34493,58.8052,81.0838,-2.49775e-06
65.1026,-6.29702,58.8055,81.0247,3.58822e-06
65.0373,-6.23138,58.806,80.9435,1.04453e-05
64.9588,-6.15249,58.8063,80.8457,1.65326e-05
64.8712,-6.06459,58.8066,80.7367,2.15906e-05
64.778,-5.97118,58.8068,80.6207,2.49927e-05
64.6816,-5.8747,58.8069,80.5007,2.69193e-05
64.5835,-5.77651,58.8069,80.3786,2.74238e-05
64.4838,-5.6769,58.8069,80.2546,2.66521e-05
64.382,-5.57516,58.8068,80.1278,2.47068e-05
64.2763,-5.46968,58.8066,79.9963,2.1423e-05
64.1644,-5.35802,58.8064,79.857,1.74784e-05
64.0435,-5.23735,58.8061,79.7065,1.35763e-05
63.9109,-5.10495,58.806,79.5415,1.057e-05
63.765,-4.95912,58.8059,79.36,1.00364e-05
63.6066,-4.80048,58.8061,79.1628,1.36817e-05
63.44,-4.63331,58.8067,78.9554,2.26259e-05
63.2765,-4.46903,58.8074,78.7519,3.5924e-05
63.1286,-4.32022,58.8084,78.5679,5.17617e-05
63.0075,-4.19839,58.8091,78.4172,6.43067e-05
62.9238,-4.11449,58.8094,78.3131,6.84461e-05
62.8812,-4.07215,58.809,78.2599,6.24284e-05
62.8743,-4.06607,58.8082,78.2514,4.87164e-05
62.8914,-4.08417,58.8072,78.2727,3.2523e-05
62.9184,-4.11191,58.8065,78.3062,1.89549e-05
62.9426,-4.13663,58.806,78.3364,1.06358e-05
62.9557,-4.1499,58.8058,78.3527,7.6474e-06
62.9537,-4.14783,58.8058,78.3502,8.61654e-06
62.9361,-4.13008,58.806,78.3284,1.20065e-05
62.9048,-4.09848,58.8063,78.2893,1.63531e-05
62.8625,-4.05591,58.8066,78.2367,2.08025e-05
62.8122,-4.00543,58.8068,78.1742,2.4794e-05
62.7568,-3.94986,58.807,78.1052,2.7998e-05
62.6987,-3.89156,58.8071,78.0329,3.06001e-05
62.6396,-3.83239,58.8072,77.9594,3.25317e-05
62.5811,-3.77378,58.8073,77.8865,3.39612e-05
62.5242,-3.71678,58.8074,77.8157,3.49916e-05
62.4695,-3.6621,58.8074,77.7477,3.58512e-05
62.4177,-3.61026,58.8075,77.6832,3.64115e-05
62.3691,-3.56158,58.8075,77.6226,3.67348e-05
62.3238,-3.51626,58.8075,77.5662,3.68001e-05
62.2819,-3.4744,58.8075,77.5141,3.69158e-05
62.2436,-3.43604,58.8075,77.4664,3.69729e-05
62.2087,-3.40119,58.8075,77.423,3.68559e-05
62.1773,-3.36982,58.8075,77.384,3.67834e-05
62.1494,-3.3419,58.8075,77.3492,3.66992e-05
62.1249,-3.31737,58.8075,77.3187,3.66785e-05
62.1037,-3.29619,58.8075,77.2923,3.666e-05
62.0858,-3.27834,58.8075,77.2701,3.66479e-05
62.0713,-3.26377,58.8075,77.252,3.66457e-05
62.06,-3.25247,58.8075,77.2379,3.67237e-05
62.0519,-3.24444,58.8075,77.2279,3.6748e-05
62.0472,-3.23969,58.8075,77.222,3.68558e-05
62.0457,-3.23823,58.8075,77.2202,3.69117e-05
62.0476,-3.24011,58.8075,77.2226,3.69844e-05
62.0529,-3.24538,58.8075,77.2291,3.71415e-05
62.0616,-3.25412,58.8075,77.24,3.72462e-05
62.0739,-3.26641,58.8075,77.2553,3.72967e-05
62.0899,-3.28235,58.8075,77.2752,3.73567e-05
62.1096,-3.30205,58.8075,77.2997,3.75574e-05
62.1332,-3.32564,58.8076,77.329,3.76844e-05
62.1608,-3.35323,58.8076,77.3634,3.77926e-05
62.1925,-3.38493,58.8076,77.4029,3.79284e-05
62.2284,-3.42084,58.8076,77.4476,3.78558e-05
62.2685,-3.46099,58.8076,77.4975,3.76632e-05
62.3129,-3.50532,58.8075,77.5527,3.74845e-05
62.3612,-3.55366,58.8075,77.6128,3.67418e-05
62.413,-3.60559,58.8074,77.6773,3.56972e-05
62.4677,-3.66038,58.8073,77.7454,3.40059e-05
62.524,-3.71682,58.8072,77.8154,3.13797e-05
62.5799,-3.77298,58.807,77.885,2.74366e-05
62.6326,-3.82596,58.8066,77.9506,2.17739e-05
62.6777,-3.87158,58.8061,78.0068,1.36866e-05
62.7095,-3.90396,58.8055,78.0463,3.02478e-06
62.7203,-3.91552,58.8047,78.0597,-1.01513e-05
62.7011,-3.89722,58.8039,78.0359,-2.42177e-05
62.6435,-3.84024,58.8033,77.9642,-3.54354e-05
62.5426,-3.73941,58.8032,77.8386,-3.69896e-05
62.4032,-3.59904,58.8041,77.6651,-2.05209e-05
62.246,-3.43962,58.8064,77.4695,1.82657e-05
62.1097,-3.30016,58.8095,77.2998,7.07562e-05
62.0413,-3.22939,58.8119,77.2147,0.000112405
62.0767,-3.26448,58.8122,77.2588,0.00011748
62.2202,-3.40994,58.8102,77.4373,8.29426e-05
62.4421,-3.63496,58.8072,77.7135,3.08743e-05
62.6962,-3.89161,58.8046,78.0298,-1.21079e-05
62.941,-4.13764,58.8034,78.3344,-3.33399e-05
63.1518,-4.34849,58.8033,78.5967,-3.50772e-05
63.3207,-4.51683,58.8038,78.807,-2.5327e-05
63.4509,-4.64628,58.8046,78.9691,-1.16996e-05
63.5505,-4.74511,58.8054,79.093,1.34949e-06
63.6282,-4.82219,58.806,79.1897,1.19731e-05
63.6915,-4.885,58.8065,79.2685,1.95487e-05
63.7458,-4.939,58.8068,79.336,2.42593e-05
63.7945,-4.98765,58.8069,79.3967,2.64698e-05
63.8395,-5.03262,58.8069,79.4527,2.64083e-05
63.8808,-5.07405,58.8068,79.5041,2.40925e-05
63.9171,-5.11056,58.8065,79.5492,1.96199e-05
63.9453,-5.13921,58.806,79.5843,1.20977e-05
63.9603,-5.15496,58.8054,79.603,3.31296e-07
63.9542,-5.14989,58.8043,79.5954,-1.71969e-05
63.9152,-5.11229,58.8029,79.5469,-4.10453e-05
63.8281,-5.02673,58.8013,79.4384,-6.83293e-05
63.6774,-4.8773,58.8001,79.251,-8.82972e-05
63.4582,-4.65747,58.8007,78.9781,-7.86359e-05
63.1929,-4.38841,58.8045,78.6479,-1.48874e-05
62.9479,-4.1368,58.8111,78.3431,9.88068e-05
62.8237,-4.00661,58.817,78.1884,0.000199092
62.9041,-4.0869,58.8172,78.2886,0.00020252
63.1916,-4.38032,58.8113,78.6463,0.000100692
63.6007,-4.79701,58.8037,79.1555,-2.7152e-05
64.023,-5.22407,58.7989,79.681,-0.000109628
64.3772,-5.57984,58.7974,80.1219,-0.000135172
64.626,-5.82822,58.7978,80.4315,-0.000128583
64.7641,-5.96558,58.7986,80.6035,-0.000115088
64.7973,-5.99834,58.799,80.6448,-0.000107845
64.7307,-5.93172,58.799,80.5619,-0.000107457
64.5682,-5.76897,58.7993,80.3596,-0.000103465
64.3208,-5.52002,58.8008,80.0517,-7.6769e-05
64.0215,-5.21674,58.8048,79.6792,-9.57065e-06
63.7357,-4.92507,58.8106,79.3235,9.00161e-05
63.5506,-4.73506,58.8155,79.0931,0.000172977
63.5344,-4.71847,58.816,79.073,0.000180641
63.6933,-4.88152,58.8118,79.2707,0.000109151
63.968,-5.1618,58.8062,79.6126,1.45067e-05
64.2756,-5.4732,58.8025,79.9955,-4.90647e-05
64.5533,-5.75197,58.8013,80.341,-6.81711e-05
64.7733,-5.97137,58.802,80.6149,-5.71637e-05
64.9354,-6.13205,58.8033,80.8166,-3.44561e-05
65.0517,-6.24703,58.8046,80.9613,-1.2179e-05
65.1385,-6.33291,58.8056,81.0694,4.29798e-06
65.2074,-6.4013,58.8061,81.1551,1.30012e-05
65.263,-6.45683,58.8061,81.2243,1.3641e-05
65.3057,-6.50001,58.8057,81.2775,5.85447e-06
65.33,-6.5253,58.8047,81.3077,-1.08473e-05
65.324,-6.5208,58.8032,81.3002,-3.6385e-05
65.27,-6.46869,58.8013,81.233,-6.9051e-05
65.1467,-6.34733,58.7994,81.0796,-0.000101634
64.9365,-6.13812,58.7983,80.8179,-0.000118865
64.6383,-5.83873,58.7995,80.4468,-9.84469e-05
64.2846,-5.48083,58.8037,80.0066,-2.74136e-05
63.9476,-5.13804,58.8096,79.5872,7.17312e-05
63.7174,-4.9039,58.8135,79.3007,0.000138852
63.6553,-4.84209,58.8132,79.2234,0.000133739
63.7639,-4.95373,58.8102,79.3586,8.19184e-05
64.0033,-5.19597,58.8073,79.6565,3.35738e-05
64.3272,-5.52164,58.8055,80.0596,3.37009e-06
64.6981,-5.89408,58.804,80.5213,-2.20355e-05
65.0824,-6.27989,58.8025,80.9995,-4.85166e-05
65.4468,-6.64544,58.8013,81.453,-6.79983e-05
65.7647,-6.96364,58.801,81.8487,-7.35323e-05
66.0217,-7.22028,58.8014,82.1686,-6.64716e-05
66.2157,-7.41353,58.8022,82.41,-5.37038e-05
66.3515,-7.54865,58.8029,82.5791,-4.17184e-05
66.4357,-7.63235,58.8033,82.6838,-3.44466e-05
66.473,-7.66963,58.8034,82.7303,-3.30343e-05
66.4651,-7.66186,58.8032,82.7204,-3.57505e-05
66.4113,-7.60824,58.8031,82.6535,-3.83988e-05
66.3133,-7.50998,58.8033,82.5315,-3.46212e-05
66.1795,-7.37522,58.8043,82.365,-1.81058e-05
66.0299,-7.22381,58.8061,82.1788,1.30309e-05
65.8962,-7.0879,58.8083,82.0124,5.04231e-05
65.8139,-7.00407,58.8099,81.91,7.71754e-05
65.8087,-6.99875,58.81,81.9035,7.85934e-05
65.8843,-7.07578,58.8085,81.9975,5.36293e-05
66.0217,-7.21555,58.8061,82.1686,1.35892e-05
66.1878,-7.38426,58.8036,82.3753,-3.01082e-05
66.3452,-7.54413,58.8011,82.5712,-7.28249e-05
66.4578,-7.65895,58.7988,82.7113,-0.000110564
66.4962,-7.69866,58.7975,82.7591,-0.000132925
66.4467,-7.64859,58.7981,82.6975,-0.000123363
66.3236,-7.52257,58.8011,82.5443,-7.27138e-05
66.1736,-7.36836,58.8053,82.3577,-1.21174e-06
66.0563,-7.24868,58.8076,82.2117,3.93129e-05
66.0043,-7.19844,58.8058,82.1469,8.37286e-06
65.9942,-7.19321,58.801,82.1344,-7.37105e-05
65.9635,-7.16642,58.7971,82.0962,-0.00013992
65.8616,-7.0642,58.7974,81.9693,-0.000135148
65.6936,-6.89145,58.8022,81.7603,-5.36692e-05
65.5253,-6.71653,58.8087,81.5507,5.75695e-05
65.4443,-6.63148,58.8128,81.4499,0.000127081
65.5047,-6.69263,58.8121,81.5252,0.00011525
65.6957,-6.88771,58.808,81.7629,4.54676e-05
65.9571,-7.15346,58.8036,82.0882,-2.89752e-05
66.2199,-7.41896,58.801,82.4153,-7.40146e-05
66.436,-7.63574,58.8003,82.6843,-8.56307e-05
66.5847,-7.78376,58.8009,82.8693,-7.47982e-05
66.6658,-7.86358,58.8022,82.9702,-5.36243e-05
66.69,-7.88648,58.8036,83.0004,-3.0155e-05
66.6722,-7.86739,58.8048,82.9782,-8.97556e-06
66.6269,-7.82102,58.8058,82.9217,8.45116e-06
66.5664,-7.75975,58.8066,82.8465,2.20882e-05
66.5003,-7.6931,58.8072,82.7642,3.21044e-05
66.436,-7.62834,58.8076,82.6842,3.91617e-05
66.3785,-7.57063,58.8079,82.6127,4.37582e-05
66.3314,-7.52335,58.8081,82.554,4.65363e-05
66.2966,-7.48849,58.8081,82.5107,4.75645e-05
66.2748,-7.46674,58.8081,82.4836,4.7001e-05
66.2656,-7.45765,58.808,82.4721,4.47449e-05
66.2672,-7.45949,58.8077,82.4741,4.04973e-05
66.2764,-7.46906,58.8073,82.4855,3.37667e-05
66.2881,-7.48135,58.8067,82.5001,2.38531e-05
66.295,-7.48909,58.8059,82.5087,1.01524e-05
66.2874,-7.48248,58.8049,82.4992,-7.23359e-06
66.253,-7.44929,58.8037,82.4565,-2.75151e-05
66.1788,-7.37619,58.8026,82.364,-4.72022e-05
66.054,-7.2521,58.8019,82.2087,-5.91504e-05
65.8765,-7.07438,58.8021,81.9879,-5.42527e-05
65.6602,-6.85636,58.8038,81.7186,-2.61038e-05
65.4378,-6.63137,58.8064,81.4418,1.82209e-05
65.254,-6.44543,58.8086,81.2132,5.58234e-05
65.1462,-6.33712,58.8091,81.079,6.36865e-05
65.1264,-6.31849,58.8079,81.0543,4.36302e-05
65.1827,-6.37612,58.8066,81.1244,2.09459e-05
65.2973,-6.49109,58.8062,81.267,1.46123e-05
65.461,-6.6546,58.8064,81.4708,1.839e-05
65.6701,-6.86403,58.8061,81.731,1.2993e-05
65.9134,-7.10855,58.8048,82.0337,-8.77065e-06
66.1667,-7.36357,58.8031,82.3491,-3.73179e-05
66.4006,-7.59874,58.8018,82.6401,-5.92986e-05
66.5905,-7.78925,58.8012,82.8765,-6.9816e-05
66.7219,-7.92088,58.8011,83.0401,-7.25345e-05
66.7887,-7.98768,58.801,83.1231,-7.40047e-05
66.7879,-7.98711,58.8008,83.1221,-7.76573e-05
66.718,-7.9174,58.8006,83.0351,-8.11119e-05
66.5805,-7.77964,58.8009,82.8641,-7.56026e-05
66.3872,-7.5848,58.8024,82.6234,-5.05454e-05
66.1668,-7.36166,58.8052,82.3492,-3.1647e-06
65.9655,-7.15717,58.8083,82.0986,5.04129e-05
65.8311,-7.02113,58.81,81.9314,7.95042e-05
65.7893,-6.98009,58.8092,81.8793,6.56848e-05
65.8289,-7.02219,58.8067,81.9286,2.38079e-05
65.9139,-7.10924,58.8046,82.0344,-1.2154e-05
66.0089,-7.20486,58.8041,82.1527,-2.16822e-05
66.0976,-7.29284,58.8048,82.2631,-9.28699e-06
66.1811,-7.37537,58.8057,82.367,6.60255e-06
66.2654,-7.45939,58.8061,82.4719,1.22065e-05
66.3511,-7.54539,58.8057,82.5785,6.11116e-06
66.4305,-7.62545,58.805,82.6773,-5.09042e-06
66.4926,-7.68803,58.8045,82.7546,-1.36908e-05
66.5282,-7.72385,58.8044,82.799,-1.6538e-05
66.5331,-7.72863,58.8045,82.8051,-1.40928e-05
66.5076,-7.70281,58.8048,82.7734,-8.76753e-06
66.4548,-7.64958,58.8052,82.7075,-2.76135e-06
66.3783,-7.57289,58.8054,82.6124,1.85526e-06
66.2816,-7.47599,58.8056,82.492,4.35616e-06
66.1662,-7.36065,58.8056,82.3485,4.45705e-06
66.0324,-7.22692,58.8054,82.1818,1.83702e-06
65.8783,-7.07314,58.8052,81.9901,-2.8834e-06
65.7012,-6.89639,58.8048,81.7697,-8.93069e-06
65.4978,-6.69335,58.8045,81.5166,-1.42774e-05
65.2667,-6.46221,58.8045,81.2289,-1.50213e-05
65.011,-6.20594,58.805,80.9106,-5.46544e-06
64.7435,-5.93698,58.8065,80.5777,1.94159e-05
64.4896,-5.68082,58.8088,80.2618,5.84862e-05
64.2853,-5.47414,58.8112,80.0075,9.91151e-05
64.1658,-5.35336,58.8124,79.8587,0.000120025
64.1484,-5.3368,58.8116,79.8371,0.000106899
64.2223,-5.41311,58.8092,79.9291,6.57095e-05
64.3527,-5.54625,58.8064,80.0914,1.84264e-05
64.4976,-5.69321,58.8044,80.2717,-1.61905e-05
64.6238,-5.82032,58.8035,80.4288,-3.15599e-05
64.7133,-5.90983,58.8035,80.5402,-3.13067e-05
64.7617,-5.95773,58.804,80.6005,-2.24097e-05
64.7728,-5.96816,58.8047,80.6143,-1.11329e-05
64.7537,-5.94838,58.8053,80.5904,-8.91771e-07
64.7112,-5.90552,58.8057,80.5376,6.57145e-06
64.6508,-5.8449,58.8059,80.4624,1.03429e-05
64.5752,-5.7693,58.8059,80.3684,1.03096e-05
64.4845,-5.67878,58.8057,80.2554,6.49448e-06
64.376,-5.57074,58.8053,80.1204,-4.71422e-07
64.2452,-5.44042,58.8048,79.9576,-9.72996e-06
64.0862,-5.28196,58.8042,79.7597,-1.86828e-05
63.8947,-5.09067,58.804,79.5213,-2.26647e-05
63.6712,-4.86685,58.8044,79.2433,-1.60982e-05
63.4264,-4.6207,58.8057,78.9386,6.32147e-06
63.184,-4.37606,58.8079,78.6368,4.35536e-05
62.9788,-4.16853,58.8102,78.3814,8.33834e-05
62.8459,-4.03434,58.8116,78.2161,0.000105832
62.8046,-3.99353,58.8111,78.1647,9.76403e-05
62.8478,-4.03878,58.8091,78.2185,6.34249e-05
62.946,-4.13941,58.8066,78.3407,2.21537e-05
63.0619,-4.25707,58.8048,78.4849,-8.98686e-06
63.1648,-4.36084,58.804,78.613,-2.31227e-05
63.2377,-4.43374,58.804,78.7037,-2.32766e-05
63.2757,-4.47126,58.8044,78.751,-1.53051e-05
63.2818,-4.47671,58.8051,78.7586,-4.54677e-06
63.2625,-4.45678,58.8057,78.7345,6.1811e-06
63.225,-4.41872,58.8062,78.6878,1.52618e-05
63.1756,-4.36895,58.8066,78.6264,2.22782e-05
63.1195,-4.31255,58.8069,78.5566,2.73923e-05
63.0605,-4.25334,58.8072,78.4832,3.10797e-05
63.0013,-4.19402,58.8073,78.4095,3.37644e-05
62.9439,-4.13647,58.8074,78.338,3.54818e-05
62.8894,-4.08194,58.8075,78.2702,3.66092e-05
62.8388,-4.03124,58.8075,78.2072,3.72591e-05
62.7924,-3.98486,58.8075,78.1495,3.76314e-05
62.7507,-3.94309,58.8076,78.0975,3.78881e-05
62.7137,-3.9061,58.8076,78.0515,3.80269e-05
62.6815,-3.87396,58.8076,78.0115,3.80941e-05
62.6543,-3.84668,58.8076,77.9776,3.81897e-05
62.6318,-3.82426,58.8076,77.9497,3.81998e-05
62.6143,-3.8067,58.8076,77.9278,3.81401e-05
62.6015,-3.79397,58.8076,77.912,3.81574e-05
62.5937,-3.78608,58.8076,77.9021,3.81232e-05
62.5906,-3.78304,58.8076,77.8984,3.82463e-05
62.5925,-3.78488,58.8076,77.9007,3.84619e-05
62.5993,-3.79167,58.8076,77.9091,3.85693e-05
62.6111,-3.8035,58.8076,77.9239,3.87051e-05
62.6281,-3.82046,58.8076,77.945,3.8801e-05
62.6503,-3.84269,58.8076,77.9727,3.8992e-05
62.678,-3.87034,58.8076,78.0071,3.92064e-05
62.7113,-3.9036,58.8077,78.0485,3.95059e-05
62.7503,-3.94266,58.8077,78.0971,3.9812e-05
62.7954,-3.98773,58.8077,78.1533,4.01073e-05
62.8467,-4.03903,58.8077,78.2171,4.02972e-05
62.9044,-4.09673,58.8077,78.2889,4.04073e-05
62.9687,-4.16097,58.8077,78.3689,4.02367e-05
63.0395,-4.23178,58.8077,78.457,3.9891e-05
63.1166,-4.309,58.8076,78.553,3.92199e-05
63.1998,-4.39221,58.8076,78.6565,3.79309e-05
63.2879,-4.48051,58.8074,78.7662,3.56917e-05
63.3795,-4.5723,58.8072,78.8802,3.209e-05
63.4718,-4.66492,58.8069,78.9951,2.62537e-05
63.5605,-4.75415,58.8064,79.1055,1.75873e-05
63.6392,-4.8336,58.8056,79.2034,4.84146e-06
63.6987,-4.89407,58.8046,79.2774,-1.24531e-05
63.7269,-4.92357,58.8033,79.3125,-3.41424e-05
63.7094,-4.90743,58.802,79.2908,-5.69643e-05
63.6327,-4.83161,58.8011,79.1953,-7.23134e-05
63.4925,-4.69106,58.8015,79.0209,-6.54971e-05
63.3057,-4.50161,58.8041,78.7883,-2.1374e-05
63.1198,-4.31103,58.8088,78.5569,5.8052e-05
63.0077,-4.19433,58.8133,78.4174,0.000135979
63.0358,-4.22112,58.8146,78.4524,0.00015825
63.2225,-4.41095,58.8116,78.6848,0.000106299
63.5249,-4.71845,58.8064,79.0611,1.86252e-05
63.8668,-5.06446,58.8023,79.4866,-5.18137e-05
64.181,-5.38054,58.8005,79.8778,-8.2174e-05
64.4315,-5.63083,58.8007,80.1895,-7.92949e-05
64.6108,-5.80891,58.8019,80.4126,-5.92275e-05
64.7286,-5.92526,58.8033,80.5592,-3.43462e-05
64.8013,-5.99664,58.8047,80.6497,-1.09525e-05
64.848,-6.04214,58.8059,80.7078,9.1498e-06
64.8838,-6.07702,58.8068,80.7524,2.46111e-05
64.9189,-6.11147,58.8074,80.796,3.52781e-05
64.9618,-6.15404,58.8078,80.8495,4.15432e-05
65.0175,-6.2096,58.8079,80.9187,4.31462e-05
65.087,-6.27929,58.8078,81.0053,4.11748e-05
65.1687,-6.3612,58.8075,81.1069,3.63301e-05
65.2582,-6.4511,58.8071,81.2183,2.98244e-05
65.3501,-6.54345,58.8067,81.3327,2.25538e-05
65.4382,-6.63203,58.8062,81.4424,1.45515e-05
65.516,-6.71034,58.8057,81.5392,5.98009e-06
65.5769,-6.77171,58.8052,81.6149,-3.07628e-06
65.6142,-6.80957,58.8047,81.6615,-1.12791e-05
65.6229,-6.81853,58.8044,81.6723,-1.61627e-05
65.6011,-6.79663,58.8045,81.6452,-1.39111e-05
65.5539,-6.74858,58.8053,81.5864,-2.2582e-07
65.4958,-6.68895,58.8068,81.514,2.55686e-05
65.4509,-6.64221,58.8087,81.4582,5.6912e-05
65.4467,-6.63668,58.81,81.453,7.99463e-05
65.503,-6.69289,58.8101,81.523,8.14669e-05
65.6214,-6.81256,58.8088,81.6703,5.89769e-05
65.7834,-6.97669,58.8067,81.872,2.29065e-05
65.9587,-7.15401,58.8046,82.0901,-1.18461e-05
66.1168,-7.31354,58.8032,82.2869,-3.57788e-05
66.2356,-7.43303,58.8026,82.4348,-4.69571e-05
