K,V,E,T,Eerr
65.9742,-7.16557,58.8087,82.1095,5.63513e-05
66.0212,-7.21254,58.8087,82.1679,5.64633e-05
66.0702,-7.26152,58.8086,82.2289,5.60782e-05
66.1209,-7.31229,58.8086,82.292,5.5125e-05
66.1727,-7.36425,58.8085,82.3565,5.34054e-05
66.2245,-7.41622,58.8083,82.421,5.06349e-05
66.2743,-7.46626,58.8081,82.483,4.65619e-05
66.3192,-7.51146,58.8077,82.5388,4.04394e-05
66.3547,-7.54751,58.8072,82.583,3.19457e-05
66.3751,-7.5685,58.8066,82.6084,2.09986e-05
66.3728,-7.56702,58.8058,82.6056,8.21112e-06
66.3401,-7.535,58.8051,82.5649,-3.82689e-06
66.2709,-7.46617,58.8048,82.4788,-9.60944e-06
66.1661,-7.36086,58.8053,82.3483,-1.34588e-06
66.0392,-7.23227,58.8069,82.1904,2.71715e-05
65.9245,-7.11488,58.8096,82.0476,7.22641e-05
65.8642,-7.05211,58.8121,81.9725,0.000114339
65.8916,-7.07891,58.8127,82.0067,0.000125386
66.017,-7.20626,58.8107,82.1627,9.18409e-05
66.2132,-7.40628,58.807,82.4069,2.75686e-05
66.4269,-7.62381,58.803,82.6728,-3.90423e-05
66.6007,-7.80051,58.8002,82.8892,-8.66555e-05
66.6934,-7.89431,58.7991,83.0046,-0.0001061
66.6901,-7.89033,58.7998,83.0005,-9.40302e-05
66.6036,-7.80121,58.8024,82.8928,-4.96941e-05
66.4737,-7.66719,58.8065,82.7311,1.97208e-05
66.3615,-7.55097,58.8105,82.5915,8.86081e-05
66.3253,-7.51287,58.8124,82.5464,0.000120535
66.3911,-7.58003,58.8111,82.6284,9.81636e-05
66.5399,-7.73216,58.8078,82.8135,4.11051e-05
66.7219,-7.91739,58.8045,83.04,-1.37319e-05
66.8862,-8.0833,58.8029,83.2445,-4.1947e-05
67.0015,-8.19861,58.8029,83.388,-4.09975e-05
67.0613,-8.25713,58.8041,83.4624,-2.0499e-05
67.0768,-8.2709,58.8059,83.4817,9.01911e-06
67.0684,-8.26086,58.8076,83.4713,3.78616e-05
67.0574,-8.24862,58.8088,83.4576,5.90574e-05
67.0597,-8.25031,58.8094,83.4605,6.94299e-05
67.0828,-8.27344,58.8094,83.4892,6.8912e-05
67.1257,-8.31677,58.8089,83.5426,6.09283e-05
67.1813,-8.373,58.8083,83.6118,5.01077e-05
67.2403,-8.43256,58.8077,83.6852,4.06434e-05
67.2942,-8.48682,58.8074,83.7523,3.43659e-05
67.337,-8.52979,58.8072,83.8055,3.13438e-05
67.3655,-8.55838,58.8072,83.8411,3.11665e-05
67.3792,-8.57194,58.8073,83.8581,3.30166e-05
67.3792,-8.57168,58.8075,83.858,3.64945e-05
67.368,-8.56022,58.8078,83.8441,4.13414e-05
67.3496,-8.54146,58.8081,83.8212,4.7661e-05
67.3292,-8.5206,58.8086,83.7958,5.53179e-05
67.313,-8.50395,58.8091,83.7757,6.37514e-05
67.308,-8.49843,58.8095,83.7694,7.1501e-05
67.3203,-8.51045,58.8099,83.7848,7.72496e-05
67.3546,-8.54465,58.81,83.8275,7.91837e-05
67.4125,-8.60261,58.8098,83.8995,7.67374e-05
67.4919,-8.68238,58.8095,83.9983,7.0498e-05
67.5879,-8.77893,58.809,84.1178,6.19022e-05
67.6937,-8.88528,58.8084,84.2495,5.26987e-05
67.8019,-8.99394,58.808,84.3841,4.45257e-05
67.9058,-9.09825,58.8076,84.5135,3.82247e-05
68.0006,-9.1932,58.8074,84.6314,3.46456e-05
68.0835,-9.27614,58.8074,84.7346,3.44229e-05
68.1549,-9.3473,58.8076,84.8234,3.79308e-05
68.2184,-9.41034,58.808,84.9025,4.58068e-05
68.2813,-9.47263,58.8087,84.9808,5.73108e-05
68.3541,-9.54464,58.8095,85.0714,7.03301e-05
68.448,-9.63793,58.8101,85.1883,8.04615e-05
68.5719,-9.76164,58.8102,85.3424,8.31568e-05
68.7283,-9.91862,58.8097,85.5372,7.44029e-05
68.911,-10.1025,58.8085,85.7645,5.38915e-05
69.1038,-10.2971,58.8067,86.0044,2.28627e-05
69.2825,-10.4782,58.8044,86.2269,-1.65747e-05
69.417,-10.6154,58.8016,86.3943,-6.30678e-05
69.4729,-10.6743,58.7986,86.4638,-0.000114473
69.4153,-10.6196,58.7956,86.3921,-0.000164782
69.2151,-10.4216,58.7935,86.143,-0.000200489
68.8619,-10.0685,58.7934,85.7034,-0.000202918
68.3785,-9.58264,58.7958,85.1017,-0.000161738
67.8274,-9.0271,58.8003,84.4159,-8.58995e-05
67.3041,-8.49776,58.8063,83.7645,1.62626e-05
66.9275,-8.11339,58.8141,83.296,0.000149813
66.8286,-8.00824,58.8204,83.1728,0.000255367
67.0893,-8.27221,58.8171,83.4973,0.000200134
67.6521,-8.8477,58.8044,84.1977,-1.57045e-05
68.3277,-9.53526,58.7924,85.0385,-0.000219631
68.9204,-10.1326,58.7877,85.7761,-0.000299163
69.3254,-10.5363,58.7891,86.2802,-0.000276311
69.529,-10.7361,58.7929,86.5337,-0.000210764
69.5662,-10.7689,58.7973,86.5799,-0.000137157
69.4893,-10.6878,58.8015,86.4842,-6.54063e-05
69.3546,-10.5492,58.8053,86.3166,1.42961e-07
69.2152,-10.407,58.8083,86.1432,4.98092e-05
69.1114,-10.3018,58.8096,86.014,7.23957e-05
69.061,-10.2517,58.8093,85.9512,6.69506e-05
69.0583,-10.2503,58.8081,85.9479,4.63029e-05
69.084,-10.2771,58.8069,85.9799,2.67555e-05
69.1182,-10.3119,58.8063,86.0224,1.69254e-05
69.148,-10.3418,58.8062,86.0595,1.40825e-05
69.1663,-10.3604,58.806,86.0823,1.08297e-05
69.1672,-10.3617,58.8055,86.0834,2.04933e-06
69.1414,-10.3368,58.8046,86.0512,-1.22088e-05
69.0765,-10.2728,58.8037,85.9705,-2.79452e-05
68.96,-10.1569,58.803,85.8254,-3.94637e-05
68.7839,-9.98095,58.803,85.6063,-4.0251e-05
68.5505,-9.7466,58.8039,85.3159,-2.40731e-05
68.2766,-9.47059,58.806,84.9749,1.13428e-05
67.9945,-9.18571,58.8088,84.6239,5.93605e-05
67.7458,-8.93447,58.8114,84.3144,0.000102565
67.5666,-8.7541,58.8125,84.0913,0.000121456
67.472,-8.66029,58.8117,83.9736,0.000109008
67.4514,-8.64156,58.8099,83.948,7.6961e-05
67.4766,-8.66865,58.8079,83.9793,4.42648e-05
67.5171,-8.71037,58.8067,84.0297,2.33097e-05
67.551,-8.74468,58.8063,84.0718,1.61293e-05
67.5676,-8.7612,58.8064,84.0926,1.83791e-05
67.565,-8.75819,58.8068,84.0893,2.51514e-05
67.5458,-8.73854,58.8073,84.0654,3.29311e-05
67.5144,-8.70672,58.8077,84.0264,4.00403e-05
67.4753,-8.66723,58.808,83.9776,4.56322e-05
67.432,-8.62377,58.8082,83.9238,4.91103e-05
67.387,-8.57872,58.8083,83.8678,4.97727e-05
67.3406,-8.53255,58.8081,83.81,4.62518e-05
67.2902,-8.48271,58.8075,83.7473,3.62344e-05
67.2282,-8.42191,58.8063,83.6701,1.61731e-05
67.1397,-8.33549,58.8042,83.56,-1.90518e-05
66.999,-8.19807,58.801,83.3849,-7.43724e-05
66.7675,-7.97095,58.7966,83.0968,-0.000149214
66.3978,-7.6055,58.7923,82.6366,-0.000222453
65.8566,-7.06489,58.7917,81.9631,-0.000231486
65.1792,-6.37877,58.8005,81.1201,-8.27245e-05
64.5305,-5.71212,58.8184,80.3127,0.000221544
64.1726,-5.34175,58.8309,79.8673,0.00043428
64.2711,-5.44763,58.8235,79.9898,0.000308479
64.7293,-5.92422,58.8051,80.5601,-4.57675e-06
65.2878,-6.49477,58.7931,81.2552,-0.000208725
65.7424,-6.95099,58.7914,81.821,-0.00023654
66.0247,-7.22951,58.7952,82.1723,-0.000173206
66.1547,-7.35497,58.7997,82.3341,-9.51024e-05
66.1795,-7.37609,58.8034,82.365,-3.30039e-05
66.1414,-7.33561,58.8058,82.3176,8.47675e-06
66.0704,-7.26312,58.8073,82.2292,3.35201e-05
65.9849,-7.17678,58.8081,82.1228,4.76545e-05
65.8954,-7.08678,58.8086,82.0113,5.49469e-05
65.807,-6.99828,58.8088,81.9014,5.82521e-05
65.7223,-6.91345,58.8088,81.7959,5.92787e-05
65.6416,-6.83278,58.8088,81.6955,5.89351e-05
65.5647,-6.75595,58.8088,81.5998,5.81856e-05
65.491,-6.68232,58.8087,81.5081,5.75184e-05
65.42,-6.6113,58.8087,81.4197,5.6825e-05
65.3511,-6.54244,58.8087,81.334,5.64674e-05
65.2842,-6.47555,58.8087,81.2507,5.64921e-05
65.2194,-6.41068,58.8087,81.17,5.67994e-05
65.1567,-6.34801,58.8087,81.092,5.69127e-05
65.0964,-6.28771,58.8087,81.017,5.68324e-05
65.0385,-6.22984,58.8087,80.9449,5.65948e-05
64.9829,-6.1743,58.8086,80.8758,5.60856e-05
64.9294,-6.12077,58.8086,80.8091,5.53137e-05
64.8773,-6.06872,58.8085,80.7442,5.44781e-05
64.826,-6.01752,58.8085,80.6804,5.34305e-05
64.7749,-5.96648,58.8084,80.6169,5.25711e-05
64.7235,-5.91513,58.8084,80.5529,5.21001e-05
64.6718,-5.86338,58.8084,80.4885,5.21727e-05
64.6202,-5.81172,58.8085,80.4243,5.31939e-05
64.5701,-5.76149,58.8086,80.3619,5.49816e-05
64.5234,-5.71465,58.8087,80.3038,5.72653e-05
64.4824,-5.67358,58.8088,80.2528,5.93048e-05
64.4491,-5.64024,58.8089,80.2114,6.01674e-05
64.4243,-5.61543,58.8088,80.1805,5.94236e-05
64.4072,-5.59853,58.8087,80.1592,5.69209e-05
64.3958,-5.58733,58.8085,80.145,5.33402e-05
64.3868,-5.57856,58.8082,80.1338,4.94163e-05
64.3766,-5.5686,58.808,80.1212,4.61349e-05
64.3622,-5.55425,58.8079,80.1032,4.39232e-05
64.3411,-5.53326,58.8079,80.077,4.29011e-05
64.3123,-5.50444,58.8079,80.0411,4.34208e-05
64.2757,-5.46775,58.808,79.9956,4.45724e-05
64.2319,-5.42389,58.8081,79.9411,4.62822e-05
64.1823,-5.37409,58.8082,79.8793,4.83085e-05
64.1282,-5.31986,58.8083,79.8119,5.04879e-05
64.0712,-5.26278,58.8084,79.741,5.23965e-05
64.0128,-5.20433,58.8085,79.6684,5.40191e-05
63.9544,-5.14582,58.8086,79.5957,5.54582e-05
63.8971,-5.0884,58.8087,79.5243,5.65761e-05
63.8417,-5.03298,58.8087,79.4554,5.75268e-05
63.7891,-4.98032,58.8088,79.3899,5.82678e-05
63.7398,-4.93099,58.8088,79.3286,5.87592e-05
63.6942,-4.8854,58.8088,79.2719,5.91631e-05
63.6527,-4.84386,58.8088,79.2202,5.94346e-05
63.6154,-4.80654,58.8088,79.1737,5.95919e-05
63.5824,-4.77352,58.8088,79.1327,5.97165e-05
63.5537,-4.74483,58.8089,79.0969,5.97504e-05
63.5292,-4.72038,58.8088,79.0665,5.95619e-05
63.5089,-4.70004,58.8088,79.0412,5.93574e-05
63.4924,-4.6836,58.8088,79.0207,5.89319e-05
63.4795,-4.67074,58.8088,79.0047,5.8761e-05
63.4699,-4.66116,58.8088,78.9927,5.82995e-05
63.4631,-4.65441,58.8087,78.9843,5.77541e-05
63.4587,-4.65005,58.8087,78.9788,5.70672e-05
63.4562,-4.64753,58.8086,78.9756,5.62576e-05
63.4549,-4.64625,58.8086,78.974,5.55662e-05
63.4542,-4.64566,58.8086,78.9732,5.50502e-05
63.4538,-4.64524,58.8086,78.9726,5.46546e-05
63.4532,-4.64464,58.8085,78.9719,5.4347e-05
63.4522,-4.64367,58.8085,78.9707,5.43117e-05
63.451,-4.64248,58.8086,78.9692,5.47974e-05
63.4506,-4.64199,58.8086,78.9687,5.58786e-05
63.452,-4.64327,58.8087,78.9704,5.73544e-05
63.4563,-4.64744,58.8088,78.9757,5.93157e-05
63.4653,-4.65634,58.809,78.9869,6.14597e-05
63.481,-4.67198,58.8091,79.0066,6.34509e-05
63.5053,-4.69617,58.8092,79.0368,6.4858e-05
63.5394,-4.73024,58.8092,79.0792,6.55954e-05
63.584,-4.77482,58.8092,79.1347,6.52651e-05
63.6388,-4.82968,58.8091,79.2029,6.41535e-05
63.7028,-4.8938,58.809,79.2826,6.25208e-05
63.7746,-4.96567,58.8089,79.3719,6.05845e-05
63.8523,-5.0435,58.8088,79.4686,5.87545e-05
63.9343,-5.1256,58.8087,79.5707,5.72802e-05
64.0192,-5.21058,58.8087,79.6764,5.6349e-05
64.1061,-5.29746,58.8086,79.7845,5.58177e-05
64.1943,-5.38569,58.8086,79.8942,5.56521e-05
64.2837,-5.47505,58.8086,80.0055,5.57559e-05
64.3742,-5.56556,58.8086,80.1181,5.5796e-05
64.4659,-5.65725,58.8086,80.2322,5.5693e-05
64.5586,-5.75005,58.8086,80.3477,5.51475e-05
64.6521,-5.84358,58.8085,80.464,5.38402e-05
64.7453,-5.9369,58.8084,80.58,5.15561e-05
64.8365,-6.02837,58.8082,80.6935,4.80464e-05
64.9232,-6.11538,58.8079,80.8015,4.29022e-05
65.0016,-6.19415,58.8074,80.899,3.57258e-05
65.0664,-6.25948,58.8069,80.9796,2.64044e-05
65.111,-6.30476,58.8062,81.0351,1.46678e-05
65.1274,-6.322,58.8054,81.0556,9.96174e-07
65.1068,-6.30229,58.8045,81.0299,-1.42623e-05
65.04,-6.23645,58.8035,80.9468,-3.05655e-05
64.9185,-6.11591,58.8026,80.7955,-4.73097e-05
64.7354,-5.93371,58.8017,80.5677,-6.24352e-05
64.4879,-5.68671,58.8012,80.2597,-7.00316e-05
64.1836,-5.38153,58.8021,79.881,-5.49537e-05
63.8527,-5.04718,58.8055,79.4691,2.83493e-06
63.5605,-4.74921,58.8113,79.1055,0.000101598
63.3992,-4.58284,58.8163,78.9047,0.000187269
63.4407,-4.62454,58.8162,78.9563,0.000184178
63.6809,-4.87059,58.8104,79.2553,8.53562e-05
64.0352,-5.23188,58.8033,79.6963,-3.38337e-05
64.3945,-5.59528,58.7993,80.1435,-0.000103396
64.6833,-5.88453,58.7988,80.5028,-0.00011174
64.8758,-6.07538,58.8004,80.7424,-8.33204e-05
64.9812,-6.17851,58.8027,80.8737,-4.43106e-05
65.0226,-6.21784,58.8048,80.9251,-9.82079e-06
65.0231,-6.21684,58.8062,80.9257,1.53067e-05
65.0002,-6.19308,58.8072,80.8973,3.11514e-05
64.9652,-6.15752,58.8077,80.8537,4.01081e-05
64.924,-6.116,58.808,80.8024,4.4795e-05
64.8793,-6.07116,58.8081,80.7467,4.71706e-05
64.8322,-6.02397,58.8082,80.6881,4.86537e-05
64.7832,-5.97492,58.8083,80.6272,5.00115e-05
64.7328,-5.92445,58.8084,80.5645,5.12931e-05
64.6816,-5.87322,58.8084,80.5008,5.26463e-05
64.6305,-5.82202,58.8085,80.4372,5.40539e-05
64.5804,-5.77177,58.8086,80.3747,5.54176e-05
64.532,-5.72333,58.8087,80.3145,5.66625e-05
64.4862,-5.67748,58.8087,80.2575,5.754e-05
64.4436,-5.63484,58.8088,80.2045,5.81038e-05
64.4046,-5.59582,58.8088,80.156,5.85606e-05
64.3695,-5.56068,58.8088,80.1123,5.87905e-05
64.3383,-5.52949,58.8088,80.0735,5.88173e-05
64.311,-5.50218,58.8088,80.0394,5.85355e-05
64.2873,-5.47851,58.8088,80.0099,5.81862e-05
64.2669,-5.45816,58.8087,79.9846,5.78184e-05
64.2494,-5.44073,58.8087,79.9629,5.72882e-05
64.2345,-5.42581,58.8087,79.9443,5.69446e-05
64.2217,-5.41305,58.8087,79.9284,5.67418e-05
64.2109,-5.40225,58.8087,79.9149,5.68443e-05
64.2021,-5.39345,58.8087,79.904,5.70642e-05
64.1957,-5.38693,58.8087,79.8959,5.77133e-05
64.1921,-5.38335,58.8088,79.8916,5.87488e-05
64.1925,-5.38364,58.8089,79.892,6.00021e-05
64.1978,-5.38891,58.8089,79.8986,6.09489e-05
64.2091,-5.40013,58.8089,79.9126,6.13935e-05
64.2274,-5.41852,58.8089,79.9355,6.04385e-05
64.2523,-5.44358,58.8087,79.9665,5.78232e-05
64.2811,-5.47265,58.8084,80.0023,5.28124e-05
64.31,-5.50202,58.808,80.0383,4.53553e-05
64.3336,-5.52614,58.8074,80.0676,3.55619e-05
64.3445,-5.53775,58.8067,80.0812,2.39326e-05
64.3347,-5.52865,58.8061,80.069,1.24112e-05
64.2969,-5.49135,58.8056,80.022,3.89579e-06
64.2274,-5.42184,58.8055,79.9354,3.17834e-06
64.1298,-5.3236,58.8062,79.814,1.51113e-05
64.0193,-5.21149,58.8078,79.6764,4.19606e-05
63.9227,-5.11281,58.8099,79.5563,7.80291e-05
63.8734,-5.06166,58.8117,79.4949,0.000108764
63.8983,-5.08602,58.8123,79.5259,0.000118073
64.0056,-5.19427,58.8113,79.6593,0.000101007
64.1802,-5.37093,58.8093,79.8768,6.77596e-05
64.3926,-5.58519,58.8074,80.141,3.50333e-05
64.6114,-5.80525,58.8062,80.4134,1.41862e-05
64.8144,-6.00859,58.8058,80.666,7.40431e-06
64.9907,-6.18474,58.806,80.8854,1.06971e-05
65.1391,-6.33259,58.8065,81.0701,1.90836e-05
65.2633,-6.45629,58.807,81.2247,2.86229e-05
65.3693,-6.56179,58.8075,81.3566,3.71292e-05
65.4627,-6.65485,58.8079,81.4729,4.35667e-05
65.5481,-6.73992,58.8081,81.5791,4.77065e-05
65.6282,-6.81994,58.8083,81.6788,4.95738e-05
65.7045,-6.89628,58.8082,81.7738,4.94557e-05
65.777,-6.96887,58.8081,81.864,4.73249e-05
65.8441,-7.03625,58.8079,81.9476,4.29624e-05
65.9029,-7.09544,58.8074,82.0207,3.57904e-05
65.9483,-7.1415,58.8068,82.0772,2.43683e-05
65.9724,-7.1667,58.8057,82.1073,6.98704e-06
65.9635,-7.15928,58.8043,82.0962,-1.82667e-05
65.9047,-7.1024,58.8023,82.023,-5.13282e-05
65.7753,-6.97505,58.8003,81.8619,-8.63436e-05
65.5575,-6.75829,58.7992,81.5908,-0.000105024
65.2525,-6.45158,58.8009,81.2112,-7.5982e-05
64.9044,-6.09769,58.8067,80.778,2.29574e-05
64.6107,-5.79615,58.8145,80.4125,0.000156605
64.4865,-5.66807,58.8184,80.2579,0.000222801
64.586,-5.77157,58.8145,80.3818,0.000155056
64.856,-6.04979,58.8062,80.7177,1.42924e-05
65.1788,-6.37875,58.8001,81.1196,-8.95161e-05
65.4561,-6.65736,58.7987,81.4646,-0.00011209
65.6503,-6.84955,58.8007,81.7063,-7.81125e-05
65.7729,-6.96932,58.8036,81.859,-2.9132e-05
65.8533,-7.04752,58.8057,81.9589,6.77582e-06
65.9143,-7.10768,58.8066,82.0349,2.16773e-05
65.9647,-7.15808,58.8066,82.0976,2.14419e-05
66.0018,-7.19552,58.8063,82.1438,1.64129e-05
66.0195,-7.21337,58.8062,82.1659,1.43437e-05
66.0141,-7.20768,58.8064,82.1591,1.80173e-05
65.9864,-7.17955,58.8069,82.1247,2.60519e-05
65.9417,-7.13424,58.8075,82.069,3.64277e-05
65.8873,-7.07925,58.8081,82.0013,4.67361e-05
65.8308,-7.02222,58.8086,81.931,5.51029e-05
65.7783,-6.96943,58.8089,81.8657,6.04719e-05
65.7339,-6.92491,58.809,81.8104,6.30004e-05
65.6993,-6.89029,58.809,81.7674,6.29122e-05
65.674,-6.86508,58.8089,81.7358,6.06397e-05
65.6559,-6.84717,58.8087,81.7133,5.69034e-05
65.6418,-6.83337,58.8084,81.6957,5.23929e-05
65.628,-6.81988,58.8081,81.6786,4.71657e-05
65.6103,-6.80254,58.8078,81.6566,4.14112e-05
65.5844,-6.77698,58.8074,81.6243,3.53755e-05
65.5459,-6.73882,58.8071,81.5764,2.9583e-05
65.4911,-6.68424,58.8068,81.5081,2.50186e-05
65.4177,-6.61099,58.8067,81.4169,2.37344e-05
65.3272,-6.52023,58.807,81.3043,2.86536e-05
65.2263,-6.41854,58.8078,81.1787,4.18519e-05
65.1286,-6.31952,58.809,81.057,6.29156e-05
65.0536,-6.24318,58.8105,80.9638,8.70162e-05
65.023,-6.21143,58.8115,80.9256,0.000105317
65.0522,-6.24043,58.8118,80.962,0.00010931
65.1447,-6.3337,58.811,81.0771,9.7044e-05
65.2901,-6.48036,58.8097,81.258,7.41751e-05
65.4681,-6.65988,58.8083,81.4796,4.98685e-05
65.657,-6.84978,58.8072,81.7146,3.11793e-05
65.8384,-7.03191,58.8065,81.9405,2.02811e-05
66.001,-7.19474,58.8063,82.1428,1.58508e-05
66.1389,-7.33264,58.8062,82.3144,1.54716e-05
66.2501,-7.44384,58.8063,82.4529,1.6216e-05
66.3347,-7.52837,58.8063,82.5581,1.71609e-05
66.3933,-7.58694,58.8064,82.6311,1.78554e-05
66.4271,-7.62064,58.8064,82.6731,1.85918e-05
66.4375,-7.63097,58.8065,82.686,2.00226e-05
66.4271,-7.62039,58.8067,82.6731,2.27578e-05
66.3998,-7.59293,58.8069,82.6391,2.60795e-05
66.3605,-7.55353,58.807,82.5902,2.79445e-05
66.3129,-7.50615,58.8067,82.5309,2.32757e-05
66.2555,-7.44979,58.8057,82.4595,6.15308e-06
66.1776,-7.37392,58.8037,82.3626,-2.76792e-05
66.057,-7.25596,58.801,82.2125,-7.29222e-05
65.8663,-7.06719,58.7991,81.9751,-0.000106684
65.5936,-6.79333,58.8002,81.6357,-8.70318e-05
65.2747,-6.46834,58.8064,81.2389,1.80947e-05
65.0104,-6.1952,58.8152,80.91,0.000168414
64.9256,-6.10608,58.8195,80.8044,0.000240652
65.0765,-6.26175,58.8148,80.9922,0.00016012
65.3994,-6.59373,58.8057,81.3941,5.34493e-06
65.7649,-6.96549,58.7994,81.849,-0.0001008
66.0714,-7.27306,58.7983,82.2304,-0.000119695
66.2842,-7.48374,58.8004,82.4952,-8.35085e-05
66.4182,-7.61482,58.8033,82.662,-3.38905e-05
66.5051,-7.69952,58.8056,82.7702,4.83367e-06
66.5723,-7.76547,58.8068,82.8539,2.57139e-05
66.6346,-7.8274,58.8072,82.9313,3.10464e-05
66.6948,-7.888,58.8068,83.0063,2.54533e-05
66.7474,-7.94131,58.8061,83.0717,1.22146e-05
66.7804,-7.97547,58.8049,83.1128,-7.68064e-06
66.7771,-7.97377,58.8033,83.1087,-3.46781e-05
66.7162,-7.91486,58.8013,83.0329,-6.86154e-05
66.5728,-7.77362,58.7991,82.8544,-0.000105604
66.3235,-7.5259,58.7976,82.5442,-0.000131904
65.9595,-7.16125,58.7982,82.0912,-0.000120587
65.5087,-6.70576,58.8029,81.5301,-4.14206e-05
65.0552,-6.24398,58.8112,80.9657,9.94426e-05
64.7253,-5.907,58.8183,80.5552,0.000221074
64.6198,-5.80141,58.8184,80.4239,0.000222701
64.7395,-5.92791,58.8116,80.5728,0.000106924
64.9872,-6.18327,58.8039,80.881,-2.45874e-05
65.2425,-6.44267,58.7998,81.1988,-9.4101e-05
65.4279,-6.62836,58.7996,81.4296,-9.81439e-05
65.5204,-6.71908,58.8013,81.5447,-6.78214e-05
65.5309,-6.72732,58.8036,81.5577,-2.97889e-05
65.4823,-6.67676,58.8055,81.4973,3.40266e-06
65.3971,-6.59013,58.807,81.3912,2.82146e-05
65.293,-6.48505,58.808,81.2617,4.5171e-05
65.1825,-6.37386,58.8086,81.1241,5.61306e-05
65.0737,-6.26465,58.809,80.9887,6.3139e-05
64.9718,-6.16251,58.8093,80.8619,6.74863e-05
64.88,-6.07054,58.8095,80.7476,6.99829e-05
64.8,-5.99049,58.8095,80.6481,7.13947e-05
64.7329,-5.9233,58.8096,80.5645,7.19948e-05
64.6789,-5.86936,58.8096,80.4974,7.21086e-05
64.6383,-5.82872,58.8096,80.4468,7.19565e-05
64.6108,-5.80123,58.8095,80.4126,7.14042e-05
64.5961,-5.78657,58.8095,80.3943,7.05802e-05
64.5936,-5.78421,58.8094,80.3912,6.94539e-05
64.6027,-5.79342,58.8093,80.4026,6.78097e-05
64.6222,-5.81303,58.8092,80.4268,6.51275e-05
64.6501,-5.84117,58.8089,80.4615,6.07809e-05
64.6833,-5.87478,58.8085,80.5028,5.38006e-05
64.7168,-5.9089,58.8079,80.5445,4.29733e-05
64.7426,-5.93568,58.8069,80.5766,2.63366e-05
64.7484,-5.94298,58.8054,80.5839,1.67342e-06
64.7166,-5.91319,58.8035,80.5443,-3.20496e-05
64.6242,-5.82304,58.8011,80.4292,-7.19152e-05
64.4465,-5.64736,58.7991,80.2081,-0.00010531
64.1703,-5.37108,58.7992,79.8643,-0.000104534
63.8162,-5.01287,58.8033,79.4236,-3.46318e-05
63.4627,-4.65117,58.8116,78.9838,0.000105765
63.2373,-4.41807,58.8192,78.7032,0.000236068
63.2477,-4.4282,58.8195,78.7162,0.00024146
63.4985,-4.68656,58.8119,79.0283,0.000112163
63.8838,-5.08099,58.8028,79.5078,-4.35029e-05
64.266,-5.46867,58.7973,79.9835,-0.000136407
64.5496,-5.75372,58.7959,80.3365,-0.00016004
64.6969,-5.90017,58.7967,80.5197,-0.000146954
64.7071,-5.909,58.7981,80.5325,-0.000122913
64.5967,-5.7969,58.7998,80.3951,-9.39199e-05
64.3922,-5.59001,58.8022,80.1406,-5.26635e-05
64.1345,-5.32862,58.8059,79.8198,9.22682e-06
63.8819,-5.07157,58.8103,79.5054,8.42225e-05
63.701,-4.88731,58.8137,79.2803,0.000142663
63.6416,-4.8274,58.8142,79.2064,0.000151186
63.7106,-4.89895,58.8117,79.2923,0.000107571
63.8702,-5.06235,58.8079,79.4909,4.30559e-05
64.0622,-5.25727,58.8049,79.7298,-6.95385e-06
64.2367,-5.43306,58.8037,79.947,-2.84175e-05
64.3665,-5.56272,58.8038,80.1086,-2.64664e-05
64.4451,-5.64045,58.8046,80.2064,-1.20115e-05
64.4787,-5.67297,58.8057,80.2482,6.00142e-06
64.4785,-5.67179,58.8067,80.2479,2.28256e-05
64.4562,-5.64872,58.8075,80.2202,3.65925e-05
64.4219,-5.61384,58.8081,80.1775,4.67242e-05
64.3833,-5.57481,58.8085,80.1295,5.3349e-05
64.3456,-5.53687,58.8087,80.0825,5.71648e-05
64.3117,-5.50294,58.8088,80.0404,5.85161e-05
64.2827,-5.47396,58.8087,80.0043,5.76582e-05
64.2578,-5.44916,58.8086,79.9732,5.54276e-05
64.2349,-5.42653,58.8084,79.9448,5.20332e-05
64.2113,-5.40319,58.8082,79.9155,4.79013e-05
64.1837,-5.37581,58.8079,79.8811,4.35604e-05
64.1487,-5.34103,58.8077,79.8375,3.93554e-05
64.1034,-5.29592,58.8075,79.7811,3.62576e-05
64.0461,-5.23868,58.8074,79.7098,3.53382e-05
63.9773,-5.16976,58.8076,79.6242,3.80745e-05
63.9011,-5.0931,58.808,79.5294,4.5901e-05
63.8259,-5.01711,58.8088,79.4357,5.86401e-05
63.7641,-4.95437,58.8097,79.3588,7.39698e-05
63.7298,-4.91932,58.8104,79.3161,8.69273e-05
63.7347,-4.92395,58.8108,79.3223,9.24186e-05
63.7838,-4.97331,58.8105,79.3833,8.76282e-05
63.873,-5.06327,58.8097,79.4943,7.44975e-05
63.9907,-5.18198,58.8087,79.6408,5.74625e-05
64.1452,-5.33722,58.808,79.8332,4.55261e-05
64.3228,-5.51552,58.8073,80.0542,3.33998e-05
64.4892,-5.68236,58.8068,80.2612,2.48191e-05
64.6357,-5.82931,58.8064,80.4436,1.7807e-05
64.7558,-5.94989,58.8059,80.5931,1.01502e-05
64.8432,-6.03787,58.8054,80.7019,3.80819e-07
64.8907,-6.0861,58.8046,80.761,-1.19297e-05
64.8902,-6.08635,58.8039,80.7604,-2.51645e-05
64.8343,-6.03103,58.8033,80.6908,-3.51589e-05
64.7201,-5.91685,58.8032,80.5486,-3.58388e-05
64.5539,-5.74991,58.804,80.3418,-2.25915e-05
64.3543,-5.54889,58.8054,80.0934,1.60227e-06
